county,precinct,office,district,party,candidate,election_day,early_voting,mail,votes
Orange,204,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,61,69,44,174
Orange,205,Shall Judge Meredith Sasso be retained in office ,,,Yes,,,,170
Orange,205,Shall Judge Meredith Sasso be retained in office ,,,No,,,,92
Orange,205,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,0
Orange,205,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,,,,61
Orange,206,Shall Judge Meredith Sasso be retained in office ,,,Yes,160,508,447,1115
Orange,206,Shall Judge Meredith Sasso be retained in office ,,,No,75,323,257,655
Orange,206,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,2
Orange,206,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,58,179,137,374
Orange,207,Shall Judge Meredith Sasso be retained in office ,,,Yes,,,,1495
Orange,207,Shall Judge Meredith Sasso be retained in office ,,,No,148,266,350,764
Orange,207,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,3
Orange,207,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,111,145,139,395
Orange,208,Shall Judge Meredith Sasso be retained in office ,,,Yes,,,,1816
Orange,208,Shall Judge Meredith Sasso be retained in office ,,,No,137,369,403,909
Orange,208,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,7
Orange,208,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,,,,538
Orange,209,Shall Judge Meredith Sasso be retained in office ,,,Yes,267,601,502,1370
Orange,209,Shall Judge Meredith Sasso be retained in office ,,,No,76,311,279,666
Orange,209,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,4
Orange,209,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,,,,294
Orange,210,Shall Judge Meredith Sasso be retained in office ,,,Yes,187,314,394,895
Orange,210,Shall Judge Meredith Sasso be retained in office ,,,No,70,207,205,482
Orange,210,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,3
Orange,210,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,68,83,78,229
Orange,211,Shall Judge Meredith Sasso be retained in office ,,,Yes,107,354,367,828
Orange,211,Shall Judge Meredith Sasso be retained in office ,,,No,56,271,233,560
Orange,211,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,3
Orange,211,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,50,126,93,269
Orange,212,Shall Judge Meredith Sasso be retained in office ,,,Yes,,,,808
Orange,212,Shall Judge Meredith Sasso be retained in office ,,,No,89,211,190,490
Orange,212,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,5
Orange,212,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,48,94,74,216
Orange,213,Shall Judge Meredith Sasso be retained in office ,,,Yes,,,,1607
Orange,213,Shall Judge Meredith Sasso be retained in office ,,,No,,,,1121
Orange,213,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,5
Orange,213,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,79,219,144,442
Orange,214,Shall Judge Meredith Sasso be retained in office ,,,Yes,319,756,766,1841
Orange,214,Shall Judge Meredith Sasso be retained in office ,,,No,161,439,436,1036
Orange,214,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,3
Orange,214,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,90,243,153,486
Orange,215,Shall Judge Meredith Sasso be retained in office ,,,Yes,,,,1492
Orange,215,Shall Judge Meredith Sasso be retained in office ,,,No,133,448,402,983
Orange,215,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,7
Orange,215,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,64,235,182,481
Orange,216,Shall Judge Meredith Sasso be retained in office ,,,Yes,142,363,424,929
Orange,216,Shall Judge Meredith Sasso be retained in office ,,,No,52,261,272,585
Orange,216,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,1
Orange,216,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,34,146,105,285
Orange,217,Shall Judge Meredith Sasso be retained in office ,,,Yes,,,,1621
Orange,217,Shall Judge Meredith Sasso be retained in office ,,,No,101,542,467,1110
Orange,217,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,0
Orange,217,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,58,314,209,581
Orange,218,Shall Judge Meredith Sasso be retained in office ,,,Yes,179,737,660,1576
Orange,218,Shall Judge Meredith Sasso be retained in office ,,,No,60,357,393,810
Orange,218,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,3
Orange,218,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,74,271,196,541
Orange,219,Shall Judge Meredith Sasso be retained in office ,,,Yes,205,722,744,1671
Orange,219,Shall Judge Meredith Sasso be retained in office ,,,No,73,336,463,872
Orange,219,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,4
Orange,219,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,49,270,166,485
Orange,220,Shall Judge Meredith Sasso be retained in office ,,,Yes,330,812,758,1900
Orange,220,Shall Judge Meredith Sasso be retained in office ,,,No,108,354,380,842
Orange,220,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,4
Orange,220,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,106,283,183,572
Orange,221,Shall Judge Meredith Sasso be retained in office ,,,Yes,,,,1503
Orange,221,Shall Judge Meredith Sasso be retained in office ,,,No,132,281,273,686
Orange,221,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,5
Orange,221,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,92,233,150,475
Orange,222,Shall Judge Meredith Sasso be retained in office ,,,Yes,305,916,845,2066
Orange,222,Shall Judge Meredith Sasso be retained in office ,,,No,136,549,506,1191
Orange,222,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,4
Orange,222,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,93,330,214,637
Orange,223,Shall Judge Meredith Sasso be retained in office ,,,Yes,,,,2446
Orange,223,Shall Judge Meredith Sasso be retained in office ,,,No,124,735,731,1590
Orange,223,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,3
Orange,223,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,,,,729
Orange,224,Shall Judge Meredith Sasso be retained in office ,,,Yes,245,257,347,849
Orange,224,Shall Judge Meredith Sasso be retained in office ,,,No,96,146,153,395
Orange,224,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,3
Orange,224,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,62,88,80,230
Orange,225,Shall Judge Meredith Sasso be retained in office ,,,Yes,,,,1541
Orange,225,Shall Judge Meredith Sasso be retained in office ,,,No,,,,1056
Orange,225,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,1
Orange,225,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,52,167,122,341
Orange,226,Shall Judge Meredith Sasso be retained in office ,,,Yes,188,347,299,834
Orange,226,Shall Judge Meredith Sasso be retained in office ,,,No,,,,485
Orange,226,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,2
Orange,226,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,59,92,63,214
Orange,227,Shall Judge Meredith Sasso be retained in office ,,,Yes,348,744,710,1802
Orange,227,Shall Judge Meredith Sasso be retained in office ,,,No,122,453,439,1014
Orange,227,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,2
Orange,227,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,96,205,169,470
Orange,228,Shall Judge Meredith Sasso be retained in office ,,,Yes,251,488,515,1254
Orange,228,Shall Judge Meredith Sasso be retained in office ,,,No,97,239,267,603
Orange,228,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,1
Orange,228,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,,,,326
Orange,229,Shall Judge Meredith Sasso be retained in office ,,,Yes,316,727,754,1797
Orange,229,Shall Judge Meredith Sasso be retained in office ,,,No,111,313,344,768
Orange,229,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,6
Orange,229,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,86,169,190,445
Orange,230,Shall Judge Meredith Sasso be retained in office ,,,Yes,115,178,188,481
Orange,230,Shall Judge Meredith Sasso be retained in office ,,,No,43,89,79,211
Orange,230,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,2
Orange,230,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,46,43,44,133
Orange,231,Shall Judge Meredith Sasso be retained in office ,,,Yes,272,349,348,969
Orange,231,Shall Judge Meredith Sasso be retained in office ,,,No,100,175,181,456
Orange,231,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,2
Orange,231,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,49,106,56,211
Orange,232,Shall Judge Meredith Sasso be retained in office ,,,Yes,377,923,977,2277
Orange,232,Shall Judge Meredith Sasso be retained in office ,,,No,126,444,465,1035
Orange,232,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,4
Orange,232,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,128,272,309,709
Orange,233,Shall Judge Meredith Sasso be retained in office ,,,Yes,321,612,599,1532
Orange,233,Shall Judge Meredith Sasso be retained in office ,,,No,111,316,330,757
Orange,233,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,4
Orange,233,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,105,134,151,390
Orange,234,Shall Judge Meredith Sasso be retained in office ,,,Yes,,,,1895
Orange,234,Shall Judge Meredith Sasso be retained in office ,,,No,109,357,381,847
Orange,234,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,4
Orange,234,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,111,234,236,581
Orange,235,Shall Judge Meredith Sasso be retained in office ,,,Yes,378,692,788,1858
Orange,235,Shall Judge Meredith Sasso be retained in office ,,,No,159,243,342,744
Orange,235,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,4
Orange,235,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,149,223,229,601
Orange,236,Shall Judge Meredith Sasso be retained in office ,,,Yes,327,288,299,914
Orange,236,Shall Judge Meredith Sasso be retained in office ,,,No,108,111,92,311
Orange,236,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,4
Orange,236,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,88,92,92,272
Orange,237,Shall Judge Meredith Sasso be retained in office ,,,Yes,,,,1649
Orange,237,Shall Judge Meredith Sasso be retained in office ,,,No,81,316,354,751
Orange,237,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,2
Orange,237,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,121,208,201,530
Orange,238,Shall Judge Meredith Sasso be retained in office ,,,Yes,411,843,1046,2300
Orange,238,Shall Judge Meredith Sasso be retained in office ,,,No,145,399,453,997
Orange,238,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,5
Orange,238,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,,,,618
Orange,239,Shall Judge Meredith Sasso be retained in office ,,,Yes,541,721,805,2067
Orange,239,Shall Judge Meredith Sasso be retained in office ,,,No,171,265,392,828
Orange,239,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,6
Orange,239,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,178,194,261,633
Orange,240,Shall Judge Meredith Sasso be retained in office ,,,Yes,443,1051,880,2374
Orange,240,Shall Judge Meredith Sasso be retained in office ,,,No,174,549,548,1271
Orange,240,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,5
Orange,240,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,114,287,200,601
Orange,301,Shall Judge Meredith Sasso be retained in office ,,,Yes,130,358,477,965
Orange,301,Shall Judge Meredith Sasso be retained in office ,,,No,51,248,317,616
Orange,301,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,3
Orange,301,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,68,144,158,370
Orange,302,Shall Judge Meredith Sasso be retained in office ,,,Yes,,,,1375
Orange,302,Shall Judge Meredith Sasso be retained in office ,,,No,,,,749
Orange,302,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,1
Orange,302,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,,,,513
Orange,303,Shall Judge Meredith Sasso be retained in office ,,,Yes,235,559,701,1495
Orange,303,Shall Judge Meredith Sasso be retained in office ,,,No,84,356,491,931
Orange,303,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,1
Orange,303,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,80,252,228,560
Orange,304,Shall Judge Meredith Sasso be retained in office ,,,Yes,,,,1582
Orange,304,Shall Judge Meredith Sasso be retained in office ,,,No,,,,969
Orange,304,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,3
Orange,304,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,96,204,243,543
Orange,305,Shall Judge Meredith Sasso be retained in office ,,,Yes,375,422,719,1516
Orange,305,Shall Judge Meredith Sasso be retained in office ,,,No,142,209,355,706
Orange,305,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,3
Orange,305,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,102,172,162,436
Orange,306,Shall Judge Meredith Sasso be retained in office ,,,Yes,371,508,758,1637
Orange,306,Shall Judge Meredith Sasso be retained in office ,,,No,,,,650
Orange,306,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,4
Orange,306,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,89,148,133,370
Orange,307,Shall Judge Meredith Sasso be retained in office ,,,Yes,,,,2093
Orange,307,Shall Judge Meredith Sasso be retained in office ,,,No,157,404,377,938
Orange,307,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,7
Orange,307,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,,,,574
Orange,308,Shall Judge Meredith Sasso be retained in office ,,,Yes,184,378,348,910
Orange,308,Shall Judge Meredith Sasso be retained in office ,,,No,71,136,191,398
Orange,308,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,2
Orange,308,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,54,104,82,240
Orange,309,Shall Judge Meredith Sasso be retained in office ,,,Yes,,,,1232
Orange,309,Shall Judge Meredith Sasso be retained in office ,,,No,94,213,259,566
Orange,309,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,4
Orange,309,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,54,150,97,301
Orange,310,Shall Judge Meredith Sasso be retained in office ,,,Yes,90,155,184,429
Orange,310,Shall Judge Meredith Sasso be retained in office ,,,No,,,,182
Orange,310,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,1
Orange,310,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,,,,118
Orange,311,Shall Judge Meredith Sasso be retained in office ,,,Yes,263,536,579,1378
Orange,311,Shall Judge Meredith Sasso be retained in office ,,,No,86,210,284,580
Orange,311,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,6
Orange,311,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,,,,400
Orange,312,Shall Judge Meredith Sasso be retained in office ,,,Yes,235,838,833,1906
Orange,312,Shall Judge Meredith Sasso be retained in office ,,,No,,,,823
Orange,312,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,4
Orange,312,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,71,241,201,513
Orange,313,Shall Judge Meredith Sasso be retained in office ,,,Yes,199,398,456,1053
Orange,313,Shall Judge Meredith Sasso be retained in office ,,,No,74,140,216,430
Orange,313,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,4
Orange,313,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,58,98,103,259
Orange,314,Shall Judge Meredith Sasso be retained in office ,,,Yes,,,,2033
Orange,314,Shall Judge Meredith Sasso be retained in office ,,,No,,,,783
Orange,314,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,8
Orange,314,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,127,194,180,501
Orange,315,Shall Judge Meredith Sasso be retained in office ,,,Yes,,,,1232
Orange,315,Shall Judge Meredith Sasso be retained in office ,,,No,,,,486
Orange,315,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,6
Orange,315,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,81,86,99,266
Orange,316,Shall Judge Meredith Sasso be retained in office ,,,Yes,,,,1937
Orange,316,Shall Judge Meredith Sasso be retained in office ,,,No,139,306,408,853
Orange,316,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,5
Orange,316,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,,,,496
Orange,317,Shall Judge Meredith Sasso be retained in office ,,,Yes,,,,1860
Orange,317,Shall Judge Meredith Sasso be retained in office ,,,No,,,,693
Orange,317,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,5
Orange,317,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,85,147,161,393
Orange,318,Shall Judge Meredith Sasso be retained in office ,,,Yes,284,500,705,1489
Orange,318,Shall Judge Meredith Sasso be retained in office ,,,No,89,180,247,516
Orange,318,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,3
Orange,318,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,115,130,110,355
Orange,319,Shall Judge Meredith Sasso be retained in office ,,,Yes,172,551,508,1231
Orange,319,Shall Judge Meredith Sasso be retained in office ,,,No,74,218,278,570
Orange,319,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,4
Orange,319,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,62,134,126,322
Orange,320,Shall Judge Meredith Sasso be retained in office ,,,Yes,,,,1291
Orange,320,Shall Judge Meredith Sasso be retained in office ,,,No,56,160,285,501
Orange,320,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,1
Orange,320,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,55,142,157,354
Orange,321,Shall Judge Meredith Sasso be retained in office ,,,Yes,,,,1975
Orange,321,Shall Judge Meredith Sasso be retained in office ,,,No,152,331,411,894
Orange,321,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,6
Orange,321,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,86,227,169,482
Orange,322,Shall Judge Meredith Sasso be retained in office ,,,Yes,,,,1864
Orange,322,Shall Judge Meredith Sasso be retained in office ,,,No,123,237,336,696
Orange,322,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,6
Orange,322,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,127,199,144,470
Orange,323,Shall Judge Meredith Sasso be retained in office ,,,Yes,245,480,507,1232
Orange,323,Shall Judge Meredith Sasso be retained in office ,,,No,92,223,249,564
Orange,323,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,6
Orange,323,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,68,161,159,388
Orange,324,Shall Judge Meredith Sasso be retained in office ,,,Yes,255,507,615,1377
Orange,324,Shall Judge Meredith Sasso be retained in office ,,,No,105,215,347,667
Orange,324,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,3
Orange,324,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,92,162,160,414
Orange,325,Shall Judge Meredith Sasso be retained in office ,,,Yes,406,610,705,1721
Orange,325,Shall Judge Meredith Sasso be retained in office ,,,No,165,308,445,918
Orange,325,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,3
Orange,325,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,111,180,191,482
Orange,326,Shall Judge Meredith Sasso be retained in office ,,,Yes,375,744,749,1868
Orange,326,Shall Judge Meredith Sasso be retained in office ,,,No,140,361,449,950
Orange,326,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,7
Orange,326,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,121,271,232,624
Orange,327,Shall Judge Meredith Sasso be retained in office ,,,Yes,,,,1300
Orange,327,Shall Judge Meredith Sasso be retained in office ,,,No,,,,766
Orange,327,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,4
Orange,327,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,,,,484
Orange,328,Shall Judge Meredith Sasso be retained in office ,,,Yes,211,296,423,930
Orange,328,Shall Judge Meredith Sasso be retained in office ,,,No,78,164,302,544
Orange,328,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,4
Orange,328,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,76,111,138,325
Orange,329,Shall Judge Meredith Sasso be retained in office ,,,Yes,,,,1065
Orange,329,Shall Judge Meredith Sasso be retained in office ,,,No,103,140,221,464
Orange,329,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,6
Orange,329,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,70,98,113,281
Orange,330,Shall Judge Meredith Sasso be retained in office ,,,Yes,310,396,485,1191
Orange,330,Shall Judge Meredith Sasso be retained in office ,,,No,96,168,218,482
Orange,330,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,3
Orange,330,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,85,148,148,381
Orange,331,Shall Judge Meredith Sasso be retained in office ,,,Yes,364,432,626,1422
Orange,331,Shall Judge Meredith Sasso be retained in office ,,,No,124,186,280,590
Orange,331,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,3
Orange,331,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,,,,386
Orange,332,Shall Judge Meredith Sasso be retained in office ,,,Yes,,,,927
Orange,332,Shall Judge Meredith Sasso be retained in office ,,,No,82,145,159,386
Orange,332,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,3
Orange,332,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,71,115,83,269
Orange,333,Shall Judge Meredith Sasso be retained in office ,,,Yes,441,368,441,1250
Orange,333,Shall Judge Meredith Sasso be retained in office ,,,No,128,128,219,475
Orange,333,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,6
Orange,333,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,154,147,145,446
Orange,334,Shall Judge Meredith Sasso be retained in office ,,,Yes,395,594,661,1650
Orange,334,Shall Judge Meredith Sasso be retained in office ,,,No,118,256,340,714
Orange,334,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,10
Orange,334,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,137,181,208,526
Orange,335,Shall Judge Meredith Sasso be retained in office ,,,Yes,194,453,533,1180
Orange,335,Shall Judge Meredith Sasso be retained in office ,,,No,69,181,235,485
Orange,335,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,6
Orange,335,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,77,153,194,424
Orange,336,Shall Judge Meredith Sasso be retained in office ,,,Yes,,,,1858
Orange,336,Shall Judge Meredith Sasso be retained in office ,,,No,120,302,447,869
Orange,336,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,2
Orange,336,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,,,,521
Orange,337,Shall Judge Meredith Sasso be retained in office ,,,Yes,329,579,725,1633
Orange,337,Shall Judge Meredith Sasso be retained in office ,,,No,109,275,358,742
Orange,337,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,6
Orange,337,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,125,237,228,590
Orange,338,Shall Judge Meredith Sasso be retained in office ,,,Yes,,,,1362
Orange,338,Shall Judge Meredith Sasso be retained in office ,,,No,80,215,262,557
Orange,338,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,2
Orange,338,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,75,146,144,365
Orange,339,Shall Judge Meredith Sasso be retained in office ,,,Yes,192,306,317,815
Orange,339,Shall Judge Meredith Sasso be retained in office ,,,No,69,136,180,385
Orange,339,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,1
Orange,339,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,43,87,81,211
Orange,340,Shall Judge Meredith Sasso be retained in office ,,,Yes,,,,1289
Orange,340,Shall Judge Meredith Sasso be retained in office ,,,No,92,196,258,546
Orange,340,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,3
Orange,340,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,55,108,104,267
Orange,341,Shall Judge Meredith Sasso be retained in office ,,,Yes,235,532,786,1553
Orange,341,Shall Judge Meredith Sasso be retained in office ,,,No,,,,622
Orange,341,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,5
Orange,341,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,60,164,131,355
Orange,342,Shall Judge Meredith Sasso be retained in office ,,,Yes,38,93,228,359
Orange,342,Shall Judge Meredith Sasso be retained in office ,,,No,,,,150
Orange,342,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,1
Orange,342,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,,,,129
Orange,401,Shall Judge Meredith Sasso be retained in office ,,,Yes,352,562,830,1744
Orange,401,Shall Judge Meredith Sasso be retained in office ,,,No,123,234,370,727
Orange,401,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,7
Orange,401,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,,,,478
Orange,402,Shall Judge Meredith Sasso be retained in office ,,,Yes,,,,2195
Orange,402,Shall Judge Meredith Sasso be retained in office ,,,No,,,,1135
Orange,402,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,4
Orange,402,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,107,228,225,560
Orange,403,Shall Judge Meredith Sasso be retained in office ,,,Yes,278,634,786,1698
Orange,403,Shall Judge Meredith Sasso be retained in office ,,,No,91,312,460,863
Orange,403,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,1
Orange,403,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,99,200,237,536
Orange,404,Shall Judge Meredith Sasso be retained in office ,,,Yes,,,,1479
Orange,404,Shall Judge Meredith Sasso be retained in office ,,,No,76,235,324,635
Orange,404,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,5
Orange,404,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,64,115,185,364
Orange,405,Shall Judge Meredith Sasso be retained in office ,,,Yes,,,,62
Orange,405,Shall Judge Meredith Sasso be retained in office ,,,No,,,,30
Orange,405,Shall Judge Meredith Sasso be retained in office ,,,OVER VOTES,,,,0
Orange,405,Shall Judge Meredith Sasso be retained in office ,,,UNDER VOTES,,,,15
Orange,406,Shall Judge Meredith Sasso be retained in office ,,,Yes,264,607,613,1484
Orange,406,Shall Judge Meredith Sasso be retained in office ,,,No,76,280,330,686
