county,precint,office,district,candidate,party,votes
Escambia,Precinct 95,Sheriff,,Chip Simmons,REP,1340
Escambia,Precinct 97,Sheriff,,Chip Simmons,REP,1037
Escambia,Precinct 98,Sheriff,,Chip Simmons,REP,572
Escambia,Precinct 99,Sheriff,,Chip Simmons,REP,799
Escambia,Precinct 101,Sheriff,,Chip Simmons,REP,1212
Escambia,Precinct 102,Sheriff,,Chip Simmons,REP,1306
Escambia,Precinct 103,Sheriff,,Chip Simmons,REP,510
Escambia,Precinct 104,Sheriff,,Chip Simmons,REP,566
Escambia,Precinct 105,Sheriff,,Chip Simmons,REP,3110
Escambia,Precinct 106,Sheriff,,Chip Simmons,REP,951
Escambia,Precinct 107,Sheriff,,Chip Simmons,REP,2166
Escambia,Precinct 108,Sheriff,,Chip Simmons,REP,1751
Escambia,Precinct 110,Sheriff,,Chip Simmons,REP,1234
Escambia,Precinct 111,Sheriff,,Chip Simmons,REP,1678
Escambia,Precinct 112,Sheriff,,Chip Simmons,REP,3834
Escambia,Precinct 113,Sheriff,,Chip Simmons,REP,609
Escambia,Precinct 114,Sheriff,,Chip Simmons,REP,1885
Escambia,Precinct 1,Sheriff,,David Alexander III,DEM,1365
Escambia,Precinct 3,Sheriff,,David Alexander III,DEM,1036
Escambia,Precinct 5,Sheriff,,David Alexander III,DEM,544
Escambia,Precinct 6,Sheriff,,David Alexander III,DEM,352
Escambia,Precinct 7,Sheriff,,David Alexander III,DEM,1144
Escambia,Precinct 11,Sheriff,,David Alexander III,DEM,152
Escambia,Precinct 14,Sheriff,,David Alexander III,DEM,1228
Escambia,Precinct 15,Sheriff,,David Alexander III,DEM,611
Escambia,Precinct 18,Sheriff,,David Alexander III,DEM,29
Escambia,Precinct 19,Sheriff,,David Alexander III,DEM,501
Escambia,Precinct 21,Sheriff,,David Alexander III,DEM,776
Escambia,Precinct 22,Sheriff,,David Alexander III,DEM,455
Escambia,Precinct 23,Sheriff,,David Alexander III,DEM,63
Escambia,Precinct 24,Sheriff,,David Alexander III,DEM,915
Escambia,Precinct 25,Sheriff,,David Alexander III,DEM,367
Escambia,Precinct 26,Sheriff,,David Alexander III,DEM,1478
Escambia,Precinct 28,Sheriff,,David Alexander III,DEM,1549
Escambia,Precinct 29,Sheriff,,David Alexander III,DEM,764
Escambia,Precinct 30,Sheriff,,David Alexander III,DEM,587
Escambia,Precinct 31,Sheriff,,David Alexander III,DEM,995
Escambia,Precinct 32,Sheriff,,David Alexander III,DEM,196
Escambia,Precinct 33,Sheriff,,David Alexander III,DEM,80
Escambia,Precinct 34,Sheriff,,David Alexander III,DEM,1328
Escambia,Precinct 35,Sheriff,,David Alexander III,DEM,659
Escambia,Precinct 36,Sheriff,,David Alexander III,DEM,681
Escambia,Precinct 38,Sheriff,,David Alexander III,DEM,801
Escambia,Precinct 40,Sheriff,,David Alexander III,DEM,500
Escambia,Precinct 41,Sheriff,,David Alexander III,DEM,899
Escambia,Precinct 42,Sheriff,,David Alexander III,DEM,664
Escambia,Precinct 43,Sheriff,,David Alexander III,DEM,1014
Escambia,Precinct 46,Sheriff,,David Alexander III,DEM,608
Escambia,Precinct 47,Sheriff,,David Alexander III,DEM,660
Escambia,Precinct 48,Sheriff,,David Alexander III,DEM,935
Escambia,Precinct 49,Sheriff,,David Alexander III,DEM,619
Escambia,Precinct 50,Sheriff,,David Alexander III,DEM,212
Escambia,Precinct 51,Sheriff,,David Alexander III,DEM,1065
Escambia,Precinct 54,Sheriff,,David Alexander III,DEM,586
Escambia,Precinct 55,Sheriff,,David Alexander III,DEM,541
Escambia,Precinct 56,Sheriff,,David Alexander III,DEM,940
Escambia,Precinct 58,Sheriff,,David Alexander III,DEM,263
Escambia,Precinct 60,Sheriff,,David Alexander III,DEM,556
Escambia,Precinct 61,Sheriff,,David Alexander III,DEM,833
Escambia,Precinct 62,Sheriff,,David Alexander III,DEM,1078
Escambia,Precinct 63,Sheriff,,David Alexander III,DEM,707
Escambia,Precinct 64,Sheriff,,David Alexander III,DEM,924
Escambia,Precinct 67,Sheriff,,David Alexander III,DEM,1240
Escambia,Precinct 68,Sheriff,,David Alexander III,DEM,570
Escambia,Precinct 69,Sheriff,,David Alexander III,DEM,1733
Escambia,Precinct 70,Sheriff,,David Alexander III,DEM,1097
Escambia,Precinct 71,Sheriff,,David Alexander III,DEM,613
Escambia,Precinct 72,Sheriff,,David Alexander III,DEM,302
Escambia,Precinct 73,Sheriff,,David Alexander III,DEM,959
Escambia,Precinct 74,Sheriff,,David Alexander III,DEM,1013
Escambia,Precinct 75,Sheriff,,David Alexander III,DEM,1131
Escambia,Precinct 77,Sheriff,,David Alexander III,DEM,786
Escambia,Precinct 80,Sheriff,,David Alexander III,DEM,303
Escambia,Precinct 82,Sheriff,,David Alexander III,DEM,360
Escambia,Precinct 83,Sheriff,,David Alexander III,DEM,589
Escambia,Precinct 86,Sheriff,,David Alexander III,DEM,901
Escambia,Precinct 88,Sheriff,,David Alexander III,DEM,643
Escambia,Precinct 90,Sheriff,,David Alexander III,DEM,833
Escambia,Precinct 91,Sheriff,,David Alexander III,DEM,1658
Escambia,Precinct 94,Sheriff,,David Alexander III,DEM,510
Escambia,Precinct 95,Sheriff,,David Alexander III,DEM,404
Escambia,Precinct 97,Sheriff,,David Alexander III,DEM,435
Escambia,Precinct 98,Sheriff,,David Alexander III,DEM,2003
Escambia,Precinct 99,Sheriff,,David Alexander III,DEM,405
Escambia,Precinct 101,Sheriff,,David Alexander III,DEM,610
Escambia,Precinct 102,Sheriff,,David Alexander III,DEM,736
Escambia,Precinct 103,Sheriff,,David Alexander III,DEM,1137
Escambia,Precinct 104,Sheriff,,David Alexander III,DEM,1037
Escambia,Precinct 105,Sheriff,,David Alexander III,DEM,828
Escambia,Precinct 106,Sheriff,,David Alexander III,DEM,655
Escambia,Precinct 107,Sheriff,,David Alexander III,DEM,1196
Escambia,Precinct 108,Sheriff,,David Alexander III,DEM,1171
Escambia,Precinct 110,Sheriff,,David Alexander III,DEM,155
Escambia,Precinct 111,Sheriff,,David Alexander III,DEM,873
Escambia,Precinct 112,Sheriff,,David Alexander III,DEM,1475
Escambia,Precinct 113,Sheriff,,David Alexander III,DEM,478
Escambia,Precinct 114,Sheriff,,David Alexander III,DEM,494
Escambia,Precinct 1,Tax Collector,,Scott Lunsford,REP,2649
Escambia,Precinct 3,Tax Collector,,Scott Lunsford,REP,1960
Escambia,Precinct 5,Tax Collector,,Scott Lunsford,REP,2064
Escambia,Precinct 6,Tax Collector,,Scott Lunsford,REP,1152
Escambia,Precinct 7,Tax Collector,,Scott Lunsford,REP,4240
Escambia,Precinct 11,Tax Collector,,Scott Lunsford,REP,828
Escambia,Precinct 14,Tax Collector,,Scott Lunsford,REP,682
Escambia,Precinct 15,Tax Collector,,Scott Lunsford,REP,1270
Escambia,Precinct 18,Tax Collector,,Scott Lunsford,REP,442
Escambia,Precinct 19,Tax Collector,,Scott Lunsford,REP,3055
Escambia,Precinct 21,Tax Collector,,Scott Lunsford,REP,1874
Escambia,Precinct 22,Tax Collector,,Scott Lunsford,REP,453
Escambia,Precinct 23,Tax Collector,,Scott Lunsford,REP,610
Escambia,Precinct 24,Tax Collector,,Scott Lunsford,REP,2145
Escambia,Precinct 25,Tax Collector,,Scott Lunsford,REP,737
Escambia,Precinct 26,Tax Collector,,Scott Lunsford,REP,3640
Escambia,Precinct 28,Tax Collector,,Scott Lunsford,REP,828
Escambia,Precinct 29,Tax Collector,,Scott Lunsford,REP,840
Escambia,Precinct 30,Tax Collector,,Scott Lunsford,REP,1655
Escambia,Precinct 31,Tax Collector,,Scott Lunsford,REP,848
Escambia,Precinct 32,Tax Collector,,Scott Lunsford,REP,339
Escambia,Precinct 33,Tax Collector,,Scott Lunsford,REP,938
Escambia,Precinct 34,Tax Collector,,Scott Lunsford,REP,770
Escambia,Precinct 35,Tax Collector,,Scott Lunsford,REP,1312
Escambia,Precinct 36,Tax Collector,,Scott Lunsford,REP,2118
Escambia,Precinct 38,Tax Collector,,Scott Lunsford,REP,2628
Escambia,Precinct 40,Tax Collector,,Scott Lunsford,REP,1088
Escambia,Precinct 41,Tax Collector,,Scott Lunsford,REP,1310
Escambia,Precinct 42,Tax Collector,,Scott Lunsford,REP,1922
Escambia,Precinct 43,Tax Collector,,Scott Lunsford,REP,3799
Escambia,Precinct 46,Tax Collector,,Scott Lunsford,REP,1785
Escambia,Precinct 47,Tax Collector,,Scott Lunsford,REP,521
Escambia,Precinct 48,Tax Collector,,Scott Lunsford,REP,461
Escambia,Precinct 49,Tax Collector,,Scott Lunsford,REP,843
Escambia,Precinct 50,Tax Collector,,Scott Lunsford,REP,344
Escambia,Precinct 51,Tax Collector,,Scott Lunsford,REP,1831
Escambia,Precinct 54,Tax Collector,,Scott Lunsford,REP,1297
Escambia,Precinct 55,Tax Collector,,Scott Lunsford,REP,1327
Escambia,Precinct 56,Tax Collector,,Scott Lunsford,REP,879
Escambia,Precinct 58,Tax Collector,,Scott Lunsford,REP,691
Escambia,Precinct 60,Tax Collector,,Scott Lunsford,REP,341
Escambia,Precinct 61,Tax Collector,,Scott Lunsford,REP,1450
Escambia,Precinct 62,Tax Collector,,Scott Lunsford,REP,1654
Escambia,Precinct 63,Tax Collector,,Scott Lunsford,REP,276
Escambia,Precinct 64,Tax Collector,,Scott Lunsford,REP,1493
Escambia,Precinct 67,Tax Collector,,Scott Lunsford,REP,3832
Escambia,Precinct 68,Tax Collector,,Scott Lunsford,REP,1419
Escambia,Precinct 69,Tax Collector,,Scott Lunsford,REP,2397
Escambia,Precinct 70,Tax Collector,,Scott Lunsford,REP,1409
Escambia,Precinct 71,Tax Collector,,Scott Lunsford,REP,884
Escambia,Precinct 72,Tax Collector,,Scott Lunsford,REP,532
Escambia,Precinct 73,Tax Collector,,Scott Lunsford,REP,2387
Escambia,Precinct 74,Tax Collector,,Scott Lunsford,REP,3850
Escambia,Precinct 75,Tax Collector,,Scott Lunsford,REP,2116
Escambia,Precinct 77,Tax Collector,,Scott Lunsford,REP,866
Escambia,Precinct 80,Tax Collector,,Scott Lunsford,REP,623
Escambia,Precinct 82,Tax Collector,,Scott Lunsford,REP,387
Escambia,Precinct 83,Tax Collector,,Scott Lunsford,REP,1279
Escambia,Precinct 86,Tax Collector,,Scott Lunsford,REP,1663
Escambia,Precinct 88,Tax Collector,,Scott Lunsford,REP,970
Escambia,Precinct 90,Tax Collector,,Scott Lunsford,REP,517
Escambia,Precinct 91,Tax Collector,,Scott Lunsford,REP,3221
Escambia,Precinct 94,Tax Collector,,Scott Lunsford,REP,1904
Escambia,Precinct 95,Tax Collector,,Scott Lunsford,REP,1396
Escambia,Precinct 97,Tax Collector,,Scott Lunsford,REP,1169
Escambia,Precinct 98,Tax Collector,,Scott Lunsford,REP,1103
Escambia,Precinct 99,Tax Collector,,Scott Lunsford,REP,869
Escambia,Precinct 101,Tax Collector,,Scott Lunsford,REP,1354
Escambia,Precinct 102,Tax Collector,,Scott Lunsford,REP,1479
Escambia,Precinct 103,Tax Collector,,Scott Lunsford,REP,826
Escambia,Precinct 104,Tax Collector,,Scott Lunsford,REP,858
Escambia,Precinct 105,Tax Collector,,Scott Lunsford,REP,3230
Escambia,Precinct 106,Tax Collector,,Scott Lunsford,REP,1101
Escambia,Precinct 107,Tax Collector,,Scott Lunsford,REP,2479
Escambia,Precinct 108,Tax Collector,,Scott Lunsford,REP,2039
Escambia,Precinct 110,Tax Collector,,Scott Lunsford,REP,1258
Escambia,Precinct 111,Tax Collector,,Scott Lunsford,REP,1887
Escambia,Precinct 112,Tax Collector,,Scott Lunsford,REP,4138
Escambia,Precinct 113,Tax Collector,,Scott Lunsford,REP,727
Escambia,Precinct 114,Tax Collector,,Scott Lunsford,REP,1960
Escambia,Precinct 1,Tax Collector,,Wendy D. Rich,NPA,998
Escambia,Precinct 3,Tax Collector,,Wendy D. Rich,NPA,714
Escambia,Precinct 5,Tax Collector,,Wendy D. Rich,NPA,401
Escambia,Precinct 6,Tax Collector,,Wendy D. Rich,NPA,196
Escambia,Precinct 7,Tax Collector,,Wendy D. Rich,NPA,759
Escambia,Precinct 11,Tax Collector,,Wendy D. Rich,NPA,86
Escambia,Precinct 14,Tax Collector,,Wendy D. Rich,NPA,639
Escambia,Precinct 15,Tax Collector,,Wendy D. Rich,NPA,416
Escambia,Precinct 18,Tax Collector,,Wendy D. Rich,NPA,28
Escambia,Precinct 19,Tax Collector,,Wendy D. Rich,NPA,320
Escambia,Precinct 21,Tax Collector,,Wendy D. Rich,NPA,478
Escambia,Precinct 22,Tax Collector,,Wendy D. Rich,NPA,291
Escambia,Precinct 23,Tax Collector,,Wendy D. Rich,NPA,43
Escambia,Precinct 24,Tax Collector,,Wendy D. Rich,NPA,626
Escambia,Precinct 25,Tax Collector,,Wendy D. Rich,NPA,284
Escambia,Precinct 26,Tax Collector,,Wendy D. Rich,NPA,1015
Escambia,Precinct 28,Tax Collector,,Wendy D. Rich,NPA,795
Escambia,Precinct 29,Tax Collector,,Wendy D. Rich,NPA,479
Escambia,Precinct 30,Tax Collector,,Wendy D. Rich,NPA,391
Escambia,Precinct 31,Tax Collector,,Wendy D. Rich,NPA,564
Escambia,Precinct 32,Tax Collector,,Wendy D. Rich,NPA,122
Escambia,Precinct 33,Tax Collector,,Wendy D. Rich,NPA,50
Escambia,Precinct 34,Tax Collector,,Wendy D. Rich,NPA,794
Escambia,Precinct 35,Tax Collector,,Wendy D. Rich,NPA,454
Escambia,Precinct 36,Tax Collector,,Wendy D. Rich,NPA,430
Escambia,Precinct 38,Tax Collector,,Wendy D. Rich,NPA,506
Escambia,Precinct 40,Tax Collector,,Wendy D. Rich,NPA,288
Escambia,Precinct 41,Tax Collector,,Wendy D. Rich,NPA,553
Escambia,Precinct 42,Tax Collector,,Wendy D. Rich,NPA,419
Escambia,Precinct 43,Tax Collector,,Wendy D. Rich,NPA,718
Escambia,Precinct 46,Tax Collector,,Wendy D. Rich,NPA,335
Escambia,Precinct 47,Tax Collector,,Wendy D. Rich,NPA,377
Escambia,Precinct 48,Tax Collector,,Wendy D. Rich,NPA,490
Escambia,Precinct 49,Tax Collector,,Wendy D. Rich,NPA,420
Escambia,Precinct 50,Tax Collector,,Wendy D. Rich,NPA,124
Escambia,Precinct 51,Tax Collector,,Wendy D. Rich,NPA,722
Escambia,Precinct 54,Tax Collector,,Wendy D. Rich,NPA,427
Escambia,Precinct 55,Tax Collector,,Wendy D. Rich,NPA,404
Escambia,Precinct 56,Tax Collector,,Wendy D. Rich,NPA,568
Escambia,Precinct 58,Tax Collector,,Wendy D. Rich,NPA,168
Escambia,Precinct 60,Tax Collector,,Wendy D. Rich,NPA,294
Escambia,Precinct 61,Tax Collector,,Wendy D. Rich,NPA,591
Escambia,Precinct 62,Tax Collector,,Wendy D. Rich,NPA,714
Escambia,Precinct 63,Tax Collector,,Wendy D. Rich,NPA,388
Escambia,Precinct 64,Tax Collector,,Wendy D. Rich,NPA,609
Escambia,Precinct 67,Tax Collector,,Wendy D. Rich,NPA,832
Escambia,Precinct 68,Tax Collector,,Wendy D. Rich,NPA,370
Escambia,Precinct 69,Tax Collector,,Wendy D. Rich,NPA,1090
Escambia,Precinct 70,Tax Collector,,Wendy D. Rich,NPA,625
Escambia,Precinct 71,Tax Collector,,Wendy D. Rich,NPA,434
Escambia,Precinct 72,Tax Collector,,Wendy D. Rich,NPA,166
Escambia,Precinct 73,Tax Collector,,Wendy D. Rich,NPA,712
Escambia,Precinct 74,Tax Collector,,Wendy D. Rich,NPA,669
Escambia,Precinct 75,Tax Collector,,Wendy D. Rich,NPA,765
Escambia,Precinct 77,Tax Collector,,Wendy D. Rich,NPA,520
Escambia,Precinct 80,Tax Collector,,Wendy D. Rich,NPA,221
Escambia,Precinct 82,Tax Collector,,Wendy D. Rich,NPA,246
Escambia,Precinct 83,Tax Collector,,Wendy D. Rich,NPA,436
Escambia,Precinct 86,Tax Collector,,Wendy D. Rich,NPA,557
Escambia,Precinct 88,Tax Collector,,Wendy D. Rich,NPA,410
Escambia,Precinct 90,Tax Collector,,Wendy D. Rich,NPA,467
Escambia,Precinct 91,Tax Collector,,Wendy D. Rich,NPA,1135
Escambia,Precinct 94,Tax Collector,,Wendy D. Rich,NPA,442
Escambia,Precinct 95,Tax Collector,,Wendy D. Rich,NPA,310
Escambia,Precinct 97,Tax Collector,,Wendy D. Rich,NPA,264
Escambia,Precinct 98,Tax Collector,,Wendy D. Rich,NPA,1165
Escambia,Precinct 99,Tax Collector,,Wendy D. Rich,NPA,302
Escambia,Precinct 101,Tax Collector,,Wendy D. Rich,NPA,402
Escambia,Precinct 102,Tax Collector,,Wendy D. Rich,NPA,491
Escambia,Precinct 103,Tax Collector,,Wendy D. Rich,NPA,661
Escambia,Precinct 104,Tax Collector,,Wendy D. Rich,NPA,603
Escambia,Precinct 105,Tax Collector,,Wendy D. Rich,NPA,604
Escambia,Precinct 106,Tax Collector,,Wendy D. Rich,NPA,443
Escambia,Precinct 107,Tax Collector,,Wendy D. Rich,NPA,786
Escambia,Precinct 108,Tax Collector,,Wendy D. Rich,NPA,771
Escambia,Precinct 110,Tax Collector,,Wendy D. Rich,NPA,109
Escambia,Precinct 111,Tax Collector,,Wendy D. Rich,NPA,624
Escambia,Precinct 112,Tax Collector,,Wendy D. Rich,NPA,1050
Escambia,Precinct 113,Tax Collector,,Wendy D. Rich,NPA,291
Escambia,Precinct 114,Tax Collector,,Wendy D. Rich,NPA,375
Escambia,Precinct 14,County Commissioner District 3,,Lumon May,DEM,1396
Escambia,Precinct 28,County Commissioner District 3,,Lumon May,DEM,1753
Escambia,Precinct 29,County Commissioner District 3,,Lumon May,DEM,1152
Escambia,Precinct 31,County Commissioner District 3,,Lumon May,DEM,1323
Escambia,Precinct 34,County Commissioner District 3,,Lumon May,DEM,1588
Escambia,Precinct 47,County Commissioner District 3,,Lumon May,DEM,865
Escambia,Precinct 48,County Commissioner District 3,,Lumon May,DEM,1043
Escambia,Precinct 56,County Commissioner District 3,,Lumon May,DEM,1298
Escambia,Precinct 60,County Commissioner District 3,,Lumon May,DEM,682
Escambia,Precinct 63,County Commissioner District 3,,Lumon May,DEM,751
Escambia,Precinct 69,County Commissioner District 3,,Lumon May,DEM,2849
Escambia,Precinct 70,County Commissioner District 3,,Lumon May,DEM,1634
Escambia,Precinct 72,County Commissioner District 3,,Lumon May,DEM,255
Escambia,Precinct 90,County Commissioner District 3,,Lumon May,DEM,978
Escambia,Precinct 98,County Commissioner District 3,,Lumon May,DEM,2296
Escambia,Precinct 101,County Commissioner District 3,,Lumon May,DEM,1232
Escambia,Precinct 103,County Commissioner District 3,,Lumon May,DEM,1425
Escambia,Precinct 113,County Commissioner District 3,,Lumon May,DEM,760
Escambia,Precinct 14,County Commissioner District 3,,WRITE-IN,NON,30
Escambia,Precinct 28,County Commissioner District 3,,WRITE-IN,NON,36
Escambia,Precinct 29,County Commissioner District 3,,WRITE-IN,NON,33
Escambia,Precinct 31,County Commissioner District 3,,WRITE-IN,NON,45
Escambia,Precinct 34,County Commissioner District 3,,WRITE-IN,NON,40
Escambia,Precinct 47,County Commissioner District 3,,WRITE-IN,NON,29
Escambia,Precinct 48,County Commissioner District 3,,WRITE-IN,NON,27
Escambia,Precinct 56,County Commissioner District 3,,WRITE-IN,NON,51
Escambia,Precinct 60,County Commissioner District 3,,WRITE-IN,NON,12
Escambia,Precinct 63,County Commissioner District 3,,WRITE-IN,NON,10
Escambia,Precinct 69,County Commissioner District 3,,WRITE-IN,NON,180
Escambia,Precinct 70,County Commissioner District 3,,WRITE-IN,NON,116
Escambia,Precinct 72,County Commissioner District 3,,WRITE-IN,NON,10
Escambia,Precinct 90,County Commissioner District 3,,WRITE-IN,NON,30
Escambia,Precinct 98,County Commissioner District 3,,WRITE-IN,NON,56
Escambia,Precinct 101,County Commissioner District 3,,WRITE-IN,NON,96
Escambia,Precinct 103,County Commissioner District 3,,WRITE-IN,NON,42
Escambia,Precinct 113,County Commissioner District 3,,WRITE-IN,NON,53
Escambia,Precinct 14,Emerald Coast Utilities Authority District 3,,Pueschel Schneier,REP,239
Escambia,Precinct 28,Emerald Coast Utilities Authority District 3,,Pueschel Schneier,REP,208
Escambia,Precinct 29,Emerald Coast Utilities Authority District 3,,Pueschel Schneier,REP,482
Escambia,Precinct 31,Emerald Coast Utilities Authority District 3,,Pueschel Schneier,REP,416
Escambia,Precinct 34,Emerald Coast Utilities Authority District 3,,Pueschel Schneier,REP,317
Escambia,Precinct 47,Emerald Coast Utilities Authority District 3,,Pueschel Schneier,REP,249
Escambia,Precinct 48,Emerald Coast Utilities Authority District 3,,Pueschel Schneier,REP,144
Escambia,Precinct 56,Emerald Coast Utilities Authority District 3,,Pueschel Schneier,REP,447
Escambia,Precinct 60,Emerald Coast Utilities Authority District 3,,Pueschel Schneier,REP,97
Escambia,Precinct 63,Emerald Coast Utilities Authority District 3,,Pueschel Schneier,REP,34
Escambia,Precinct 69,Emerald Coast Utilities Authority District 3,,Pueschel Schneier,REP,1521
Escambia,Precinct 70,Emerald Coast Utilities Authority District 3,,Pueschel Schneier,REP,855
Escambia,Precinct 72,Emerald Coast Utilities Authority District 3,,Pueschel Schneier,REP,121
Escambia,Precinct 90,Emerald Coast Utilities Authority District 3,,Pueschel Schneier,REP,210
Escambia,Precinct 98,Emerald Coast Utilities Authority District 3,,Pueschel Schneier,REP,384
Escambia,Precinct 101,Emerald Coast Utilities Authority District 3,,Pueschel Schneier,REP,960
Escambia,Precinct 103,Emerald Coast Utilities Authority District 3,,Pueschel Schneier,REP,365
