county,precinct,office,district,party,candidate,votes,early_voting,election_day,mail
Hamilton,1 - Jennings City Hall,U.S. Senate,"",REP,Marco Rubio,198,56,100,42
Hamilton,2 - Jasper Courthouse,U.S. Senate,"",REP,Marco Rubio,216,70,86,60
Hamilton,3 - White Springs Library,U.S. Senate,"",REP,Marco Rubio,339,75,198,66
Hamilton,4 - Jasper Civic Center,U.S. Senate,"",REP,Marco Rubio,638,194,262,182
Hamilton,5 - Bright Pond Fellowship Hal,U.S. Senate,"",REP,Marco Rubio,131,,,
Hamilton,6 - Genoa Vol. Fire Department,U.S. Senate,"",REP,Marco Rubio,349,98,172,79
Hamilton,7 - Bellville Vol. Fire Depart,U.S. Senate,"",REP,Marco Rubio,361,76,188,97
Hamilton,8 - Cross Roads Vol. Fire Depa,U.S. Senate,"",REP,Marco Rubio,798,255,384,159
Hamilton,1 - Jennings City Hall,U.S. Senate,"",DEM,Val Demings,85,,,
Hamilton,2 - Jasper Courthouse,U.S. Senate,"",DEM,Val Demings,332,91,155,86
Hamilton,3 - White Springs Library,U.S. Senate,"",DEM,Val Demings,200,,,
Hamilton,4 - Jasper Civic Center,U.S. Senate,"",DEM,Val Demings,172,49,73,50
Hamilton,5 - Bright Pond Fellowship Hal,U.S. Senate,"",DEM,Val Demings,22,,,
Hamilton,6 - Genoa Vol. Fire Department,U.S. Senate,"",DEM,Val Demings,113,,,
Hamilton,7 - Bellville Vol. Fire Depart,U.S. Senate,"",DEM,Val Demings,147,,,
Hamilton,8 - Cross Roads Vol. Fire Depa,U.S. Senate,"",DEM,Val Demings,144,33,54,57
Hamilton,1 - Jennings City Hall,U.S. Senate,"",LPF,Dennis Misigoy,2,,,
Hamilton,2 - Jasper Courthouse,U.S. Senate,"",LPF,Dennis Misigoy,3,,,
Hamilton,3 - White Springs Library,U.S. Senate,"",LPF,Dennis Misigoy,3,,,
Hamilton,4 - Jasper Civic Center,U.S. Senate,"",LPF,Dennis Misigoy,2,,,
Hamilton,5 - Bright Pond Fellowship Hal,U.S. Senate,"",LPF,Dennis Misigoy,2,,,
Hamilton,6 - Genoa Vol. Fire Department,U.S. Senate,"",LPF,Dennis Misigoy,1,,,
Hamilton,7 - Bellville Vol. Fire Depart,U.S. Senate,"",LPF,Dennis Misigoy,1,,,
Hamilton,8 - Cross Roads Vol. Fire Depa,U.S. Senate,"",LPF,Dennis Misigoy,4,,,
Hamilton,1 - Jennings City Hall,U.S. Senate,"",NPA,Steven B. Grant,3,,,
Hamilton,2 - Jasper Courthouse,U.S. Senate,"",NPA,Steven B. Grant,2,,,
Hamilton,3 - White Springs Library,U.S. Senate,"",NPA,Steven B. Grant,2,,,
Hamilton,4 - Jasper Civic Center,U.S. Senate,"",NPA,Steven B. Grant,3,,,
Hamilton,5 - Bright Pond Fellowship Hal,U.S. Senate,"",NPA,Steven B. Grant,1,,,
Hamilton,6 - Genoa Vol. Fire Department,U.S. Senate,"",NPA,Steven B. Grant,1,,,
Hamilton,7 - Bellville Vol. Fire Depart,U.S. Senate,"",NPA,Steven B. Grant,2,,,
Hamilton,8 - Cross Roads Vol. Fire Depa,U.S. Senate,"",NPA,Steven B. Grant,1,,,
Hamilton,1 - Jennings City Hall,U.S. Senate,"",NPA,Tuan TQ Nguyen,0,0,0,0
Hamilton,2 - Jasper Courthouse,U.S. Senate,"",NPA,Tuan TQ Nguyen,0,0,0,0
Hamilton,3 - White Springs Library,U.S. Senate,"",NPA,Tuan TQ Nguyen,1,,,
Hamilton,4 - Jasper Civic Center,U.S. Senate,"",NPA,Tuan TQ Nguyen,1,,,
Hamilton,5 - Bright Pond Fellowship Hal,U.S. Senate,"",NPA,Tuan TQ Nguyen,0,0,0,0
Hamilton,6 - Genoa Vol. Fire Department,U.S. Senate,"",NPA,Tuan TQ Nguyen,1,,,
Hamilton,7 - Bellville Vol. Fire Depart,U.S. Senate,"",NPA,Tuan TQ Nguyen,1,,,
Hamilton,8 - Cross Roads Vol. Fire Depa,U.S. Senate,"",NPA,Tuan TQ Nguyen,0,0,0,0
Hamilton,1 - Jennings City Hall,U.S. Senate,"",NON,WRITE-IN,0,0,0,0
Hamilton,2 - Jasper Courthouse,U.S. Senate,"",NON,WRITE-IN,1,,,
Hamilton,3 - White Springs Library,U.S. Senate,"",NON,WRITE-IN,0,0,0,0
Hamilton,4 - Jasper Civic Center,U.S. Senate,"",NON,WRITE-IN,0,0,0,0
