county,precinct,office,district,party,candidate,votes,early_voting,election_day,mail
Santa Rosa,1 South Milton,U.S. Senate,"",REP,Marco Rubio,563,174,237,152
Santa Rosa,10 Holley,U.S. Senate,"",REP,Marco Rubio,850,237,548,65
Santa Rosa,11 Coldwater,U.S. Senate,"",REP,Marco Rubio,645,,,
Santa Rosa,12 Point Baker,U.S. Senate,"",REP,Marco Rubio,1566,,,
Santa Rosa,13 Allentown,U.S. Senate,"",REP,Marco Rubio,936,226,609,101
Santa Rosa,14 Harold,U.S. Senate,"",REP,Marco Rubio,436,140,230,66
Santa Rosa,15 Ferris Hill,U.S. Senate,"",REP,Marco Rubio,1308,,,
Santa Rosa,16 Bagdad,U.S. Senate,"",REP,Marco Rubio,1493,,,
Santa Rosa,17 Fidelis,U.S. Senate,"",REP,Marco Rubio,501,118,310,73
Santa Rosa,18 Berryhill,U.S. Senate,"",REP,Marco Rubio,2452,,,
Santa Rosa,19 Chumuckla,U.S. Senate,"",REP,Marco Rubio,1055,347,596,112
Santa Rosa,2 Wallace,U.S. Senate,"",REP,Marco Rubio,2462,,,
Santa Rosa,20 Pace,U.S. Senate,"",REP,Marco Rubio,3105,1252,1472,381
Santa Rosa,21 Avalon,U.S. Senate,"",REP,Marco Rubio,2136,,,
Santa Rosa,22 Gulf Breeze,U.S. Senate,"",REP,Marco Rubio,2369,,,
Santa Rosa,23 Midway,U.S. Senate,"",REP,Marco Rubio,1644,811,619,214
Santa Rosa,24 Pea Ridge,U.S. Senate,"",REP,Marco Rubio,3149,1232,1414,503
Santa Rosa,25 Oriole Beach,U.S. Senate,"",REP,Marco Rubio,1726,670,861,195
Santa Rosa,26 East Navarre,U.S. Senate,"",REP,Marco Rubio,3234,,,
Santa Rosa,27 Woodbine,U.S. Senate,"",REP,Marco Rubio,2722,,,
Santa Rosa,28 Tiger Point,U.S. Senate,"",REP,Marco Rubio,1711,,,
Santa Rosa,29 West Navarre,U.S. Senate,"",REP,Marco Rubio,1254,,,
Santa Rosa,3 Coon Hill,U.S. Senate,"",REP,Marco Rubio,480,133,301,46
Santa Rosa,30 Pine Terrace,U.S. Senate,"",REP,Marco Rubio,1822,633,931,258
Santa Rosa,31 Floridatown,U.S. Senate,"",REP,Marco Rubio,656,214,355,87
Santa Rosa,32 Grand Pointe,U.S. Senate,"",REP,Marco Rubio,1720,767,715,238
Santa Rosa,33 East Milton,U.S. Senate,"",REP,Marco Rubio,1410,,,
Santa Rosa,34 Hidden Creek,U.S. Senate,"",REP,Marco Rubio,4456,,,
Santa Rosa,35 Biscayne Pointe,U.S. Senate,"",REP,Marco Rubio,1862,,,
Santa Rosa,36 Mill Creek,U.S. Senate,"",REP,Marco Rubio,1060,421,510,129
Santa Rosa,37 Soundside,U.S. Senate,"",REP,Marco Rubio,1306,,,
Santa Rosa,38 Navarre Beach,U.S. Senate,"",REP,Marco Rubio,512,232,196,84
Santa Rosa,39 Garcon Point,U.S. Senate,"",REP,Marco Rubio,998,,,
Santa Rosa,4 Jay,U.S. Senate,"",REP,Marco Rubio,998,180,706,112
Santa Rosa,40 Parkway,U.S. Senate,"",REP,Marco Rubio,741,,,
Santa Rosa,41 Woodlawn,U.S. Senate,"",REP,Marco Rubio,1373,,,
Santa Rosa,5 McLellan,U.S. Senate,"",REP,Marco Rubio,68,,,
Santa Rosa,6 Red Rock,U.S. Senate,"",REP,Marco Rubio,69,,,
Santa Rosa,7 Munson,U.S. Senate,"",REP,Marco Rubio,164,,,
Santa Rosa,8 North Milton,U.S. Senate,"",REP,Marco Rubio,603,222,278,103
Santa Rosa,9 Ward Basin,U.S. Senate,"",REP,Marco Rubio,1496,533,735,228
Santa Rosa,1 South Milton,U.S. Senate,"",DEM,Val Demings,235,,,
Santa Rosa,10 Holley,U.S. Senate,"",DEM,Val Demings,201,,,
Santa Rosa,11 Coldwater,U.S. Senate,"",DEM,Val Demings,81,,,
Santa Rosa,12 Point Baker,U.S. Senate,"",DEM,Val Demings,484,151,144,189
Santa Rosa,13 Allentown,U.S. Senate,"",DEM,Val Demings,87,,,
Santa Rosa,14 Harold,U.S. Senate,"",DEM,Val Demings,63,,,
Santa Rosa,15 Ferris Hill,U.S. Senate,"",DEM,Val Demings,491,133,182,176
Santa Rosa,16 Bagdad,U.S. Senate,"",DEM,Val Demings,481,135,175,171
Santa Rosa,17 Fidelis,U.S. Senate,"",DEM,Val Demings,38,,,
Santa Rosa,18 Berryhill,U.S. Senate,"",DEM,Val Demings,590,199,183,208
Santa Rosa,19 Chumuckla,U.S. Senate,"",DEM,Val Demings,74,,,
Santa Rosa,2 Wallace,U.S. Senate,"",DEM,Val Demings,407,159,130,118
Santa Rosa,20 Pace,U.S. Senate,"",DEM,Val Demings,713,,,
Santa Rosa,21 Avalon,U.S. Senate,"",DEM,Val Demings,525,,,
Santa Rosa,22 Gulf Breeze,U.S. Senate,"",DEM,Val Demings,895,,,
Santa Rosa,23 Midway,U.S. Senate,"",DEM,Val Demings,585,231,168,186
Santa Rosa,24 Pea Ridge,U.S. Senate,"",DEM,Val Demings,781,261,238,282
Santa Rosa,25 Oriole Beach,U.S. Senate,"",DEM,Val Demings,543,209,201,133
Santa Rosa,26 East Navarre,U.S. Senate,"",DEM,Val Demings,1021,,,
Santa Rosa,27 Woodbine,U.S. Senate,"",DEM,Val Demings,599,,,
Santa Rosa,28 Tiger Point,U.S. Senate,"",DEM,Val Demings,543,,,
Santa Rosa,29 West Navarre,U.S. Senate,"",DEM,Val Demings,367,,,
Santa Rosa,3 Coon Hill,U.S. Senate,"",DEM,Val Demings,19,,,
Santa Rosa,30 Pine Terrace,U.S. Senate,"",DEM,Val Demings,322,108,119,95
Santa Rosa,31 Floridatown,U.S. Senate,"",DEM,Val Demings,146,34,68,44
Santa Rosa,32 Grand Pointe,U.S. Senate,"",DEM,Val Demings,546,,,
Santa Rosa,33 East Milton,U.S. Senate,"",DEM,Val Demings,312,89,110,113
Santa Rosa,34 Hidden Creek,U.S. Senate,"",DEM,Val Demings,1284,,,
Santa Rosa,35 Biscayne Pointe,U.S. Senate,"",DEM,Val Demings,750,,,
Santa Rosa,36 Mill Creek,U.S. Senate,"",DEM,Val Demings,244,81,66,97
Santa Rosa,37 Soundside,U.S. Senate,"",DEM,Val Demings,353,137,125,91
Santa Rosa,38 Navarre Beach,U.S. Senate,"",DEM,Val Demings,171,53,45,73
Santa Rosa,39 Garcon Point,U.S. Senate,"",DEM,Val Demings,243,87,72,84
Santa Rosa,4 Jay,U.S. Senate,"",DEM,Val Demings,64,,,
Santa Rosa,40 Parkway,U.S. Senate,"",DEM,Val Demings,272,102,75,95
Santa Rosa,41 Woodlawn,U.S. Senate,"",DEM,Val Demings,456,,,
Santa Rosa,5 McLellan,U.S. Senate,"",DEM,Val Demings,6,,,
Santa Rosa,6 Red Rock,U.S. Senate,"",DEM,Val Demings,3,,,
Santa Rosa,7 Munson,U.S. Senate,"",DEM,Val Demings,11,,,
Santa Rosa,8 North Milton,U.S. Senate,"",DEM,Val Demings,235,74,79,82
Santa Rosa,9 Ward Basin,U.S. Senate,"",DEM,Val Demings,313,103,103,107
Santa Rosa,1 South Milton,U.S. Senate,"",LPF,Dennis Misigoy,2,,,
Santa Rosa,10 Holley,U.S. Senate,"",LPF,Dennis Misigoy,1,,,
Santa Rosa,11 Coldwater,U.S. Senate,"",LPF,Dennis Misigoy,8,,,
Santa Rosa,12 Point Baker,U.S. Senate,"",LPF,Dennis Misigoy,13,,,
Santa Rosa,13 Allentown,U.S. Senate,"",LPF,Dennis Misigoy,7,,,
Santa Rosa,14 Harold,U.S. Senate,"",LPF,Dennis Misigoy,2,,,
Santa Rosa,15 Ferris Hill,U.S. Senate,"",LPF,Dennis Misigoy,11,,,
Santa Rosa,16 Bagdad,U.S. Senate,"",LPF,Dennis Misigoy,9,,,
Santa Rosa,17 Fidelis,U.S. Senate,"",LPF,Dennis Misigoy,1,,,
Santa Rosa,18 Berryhill,U.S. Senate,"",LPF,Dennis Misigoy,18,,,
Santa Rosa,19 Chumuckla,U.S. Senate,"",LPF,Dennis Misigoy,3,,,
