county,precinct,office,district,party,candidate,votes,early_voting,election_day,mail
Collier,101,U.S. Senate,"",REP,Marco Rubio,2968,,,
Collier,102,U.S. Senate,"",REP,Marco Rubio,48,,,
Collier,103,U.S. Senate,"",REP,Marco Rubio,1096,378,359,359
Collier,132,U.S. Senate,"",REP,Marco Rubio,2015,652,768,595
Collier,141,U.S. Senate,"",REP,Marco Rubio,2006,,,
Collier,142,U.S. Senate,"",REP,Marco Rubio,929,341,312,276
Collier,144,U.S. Senate,"",REP,Marco Rubio,1492,,,
Collier,145,U.S. Senate,"",REP,Marco Rubio,2454,,,
Collier,150,U.S. Senate,"",REP,Marco Rubio,1296,301,569,426
Collier,155,U.S. Senate,"",REP,Marco Rubio,2602,1035,716,851
Collier,156,U.S. Senate,"",REP,Marco Rubio,1521,,,
Collier,159,U.S. Senate,"",REP,Marco Rubio,1707,452,841,414
Collier,189,U.S. Senate,"",REP,Marco Rubio,117,,,
Collier,190,U.S. Senate,"",REP,Marco Rubio,2222,,,
Collier,193,U.S. Senate,"",REP,Marco Rubio,3683,,,
Collier,194,U.S. Senate,"",REP,Marco Rubio,2506,1075,549,882
Collier,202,U.S. Senate,"",REP,Marco Rubio,2110,,,
Collier,203,U.S. Senate,"",REP,Marco Rubio,2868,,,
Collier,204,U.S. Senate,"",REP,Marco Rubio,1935,764,453,718
Collier,205,U.S. Senate,"",REP,Marco Rubio,2589,,,
Collier,221,U.S. Senate,"",REP,Marco Rubio,2159,555,661,943
Collier,222,U.S. Senate,"",REP,Marco Rubio,2272,707,602,963
Collier,223,U.S. Senate,"",REP,Marco Rubio,1921,,,
Collier,242,U.S. Senate,"",REP,Marco Rubio,1720,608,602,510
Collier,251,U.S. Senate,"",REP,Marco Rubio,2141,,,
Collier,252,U.S. Senate,"",REP,Marco Rubio,1544,,,
Collier,255,U.S. Senate,"",REP,Marco Rubio,3084,,,
Collier,257,U.S. Senate,"",REP,Marco Rubio,1708,612,585,511
Collier,258,U.S. Senate,"",REP,Marco Rubio,1791,,,
Collier,303,U.S. Senate,"",REP,Marco Rubio,2571,,,
Collier,304,U.S. Senate,"",REP,Marco Rubio,2214,966,589,659
Collier,305,U.S. Senate,"",REP,Marco Rubio,1706,,,
Collier,310,U.S. Senate,"",REP,Marco Rubio,1727,483,777,467
Collier,313,U.S. Senate,"",REP,Marco Rubio,2017,,,
Collier,315,U.S. Senate,"",REP,Marco Rubio,1360,299,670,391
Collier,317,U.S. Senate,"",REP,Marco Rubio,1810,,,
Collier,322,U.S. Senate,"",REP,Marco Rubio,1927,599,849,479
Collier,323,U.S. Senate,"",REP,Marco Rubio,1127,468,489,170
Collier,324,U.S. Senate,"",REP,Marco Rubio,1532,585,578,369
Collier,350,U.S. Senate,"",REP,Marco Rubio,861,256,409,196
Collier,351,U.S. Senate,"",REP,Marco Rubio,2583,943,931,709
Collier,414,U.S. Senate,"",REP,Marco Rubio,1466,,,
Collier,418,U.S. Senate,"",REP,Marco Rubio,2268,,,
Collier,428,U.S. Senate,"",REP,Marco Rubio,1729,,,
Collier,430,U.S. Senate,"",REP,Marco Rubio,1376,449,486,441
