county,precinct,office,district,party,candidate,votes,early_voting,election_day,mail
Hernando,100 - Gateway Bible Church,U.S. Senate,"",REP,Marco Rubio,1132,,,
Hernando,150 - St. Joan of Arc Catholic Church,U.S. Senate,"",REP,Marco Rubio,923,257,372,294
Hernando,160 - St. Joan of Arc Catholic Church,U.S. Senate,"",REP,Marco Rubio,1658,393,846,419
Hernando,200 - Hernando Beach Marine Group,U.S. Senate,"",REP,Marco Rubio,1457,300,789,368
Hernando,210 - Senior Citizens Club,U.S. Senate,"",REP,Marco Rubio,1201,374,471,356
Hernando,220 - Senior Citizens Club,U.S. Senate,"",REP,Marco Rubio,1894,549,744,601
Hernando,230 - Timber Pines Performing Arts Center,U.S. Senate,"",REP,Marco Rubio,2265,363,1047,855
Hernando,240 - Holy Cross Lutheran Church,U.S. Senate,"",REP,Marco Rubio,1919,504,893,522
Hernando,250 - Grace Presbyterian Church,U.S. Senate,"",REP,Marco Rubio,2190,671,891,628
Hernando,300 - Nativity Lutheran Church,U.S. Senate,"",REP,Marco Rubio,2519,563,1004,952
Hernando,310 - Christian Church in the Wildwood,U.S. Senate,"",REP,Marco Rubio,3336,,,
Hernando,110 - Northcliffe Church,U.S. Senate,"",REP,Marco Rubio,1442,310,683,449
Hernando,320 - High Point Community Clubhouse,U.S. Senate,"",REP,Marco Rubio,1254,172,721,361
Hernando,330 - Hernando County Shrine Club,U.S. Senate,"",REP,Marco Rubio,1161,232,582,347
Hernando,340 - Brookridge Country Club,U.S. Senate,"",REP,Marco Rubio,2543,,,
Hernando,350 - Hernando County Utilities,U.S. Senate,"",REP,Marco Rubio,1755,471,769,515
Hernando,360 - Providence Church,U.S. Senate,"",REP,Marco Rubio,1192,,,
Hernando,400 - YMCA of the Suncoast,U.S. Senate,"",REP,Marco Rubio,1421,419,570,432
Hernando,410 - Wellington Clubhouse,U.S. Senate,"",REP,Marco Rubio,989,97,525,367
Hernando,420 - Temple Beth David Jewish Center,U.S. Senate,"",REP,Marco Rubio,1643,485,675,483
Hernando,430 - Veterans of Foreign Wars (VFW),U.S. Senate,"",REP,Marco Rubio,2133,,,
Hernando,440 - Pristine Place,U.S. Senate,"",REP,Marco Rubio,1749,,,
Hernando,120 - Spring Hill United Church of Christ,U.S. Senate,"",REP,Marco Rubio,1433,316,681,436
Hernando,450 - Deerfield Clubhouse,U.S. Senate,"",REP,Marco Rubio,2267,,,
Hernando,500 - Eden Baptist Church,U.S. Senate,"",REP,Marco Rubio,1258,,,
Hernando,510 - Jerome Brown Community Center,U.S. Senate,"",REP,Marco Rubio,1979,,,
Hernando,520 - Faith Evangical Presbyterian Church,U.S. Senate,"",REP,Marco Rubio,3077,,,
Hernando,530 - Spring Lake United Methodist Church,U.S. Senate,"",REP,Marco Rubio,1517,292,814,411
Hernando,540 - Hillside Community Baptist Church,U.S. Senate,"",REP,Marco Rubio,1737,452,861,424
Hernando,550 - Ridge Manor Community Center,U.S. Senate,"",REP,Marco Rubio,1649,367,915,367
Hernando,130 - St. Andrew's Episcopal Church,U.S. Senate,"",REP,Marco Rubio,1118,,,
Hernando,140 - Northcliffe Church,U.S. Senate,"",REP,Marco Rubio,1011,321,417,273
