county,precinct,office,district,party,candidate,votes,early_voting,election_day,mail
Columbia,110.0 Richardson Comm Center,U.S. Senate,"",REP,Marco Rubio,137,57,50,30
Columbia,22.0 Fort White Community Ctr,U.S. Senate,"",REP,Marco Rubio,2418,1008,1087,323
Columbia,23.0 Columbia City,U.S. Senate,"",REP,Marco Rubio,1054,442,396,216
Columbia,31.0 Westside Community Ctr,U.S. Senate,"",REP,Marco Rubio,1814,792,702,320
Columbia,33.0 Southside Rec Complex,U.S. Senate,"",REP,Marco Rubio,2657,1194,905,558
Columbia,41.0 Watertown,U.S. Senate,"",REP,Marco Rubio,943,391,323,229
Columbia,42.0 Lulu Comm Center,U.S. Senate,"",REP,Marco Rubio,214,,,
Columbia,43.0 Mason City Community Ctr,U.S. Senate,"",REP,Marco Rubio,1300,413,692,195
Columbia,444.0 Watertown,U.S. Senate,"",REP,Marco Rubio,0,0,0,0
Columbia,45.0 Mason City Community Ctr,U.S. Senate,"",REP,Marco Rubio,28,,,
Columbia,46.0 Columbia City,U.S. Senate,"",REP,Marco Rubio,209,96,69,44
Columbia,112.0 Supv Elections,U.S. Senate,"",REP,Marco Rubio,39,,,
Columbia,47.0 Fort White Community Ctr,U.S. Senate,"",REP,Marco Rubio,369,170,147,52
Columbia,48.0 Fort White Community Ctr,U.S. Senate,"",REP,Marco Rubio,958,326,450,182
Columbia,50.0 Watertown,U.S. Senate,"",REP,Marco Rubio,77,,,
Columbia,51.0 Southside Rec Complex,U.S. Senate,"",REP,Marco Rubio,1176,530,408,238
Columbia,52.0 Columbia City,U.S. Senate,"",REP,Marco Rubio,1356,560,570,226
Columbia,53.0 Supv Elections,U.S. Senate,"",REP,Marco Rubio,18,,,
Columbia,132.0 Supv Elections,U.S. Senate,"",REP,Marco Rubio,0,0,0,0
Columbia,513.0 Supv Elections,U.S. Senate,"",REP,Marco Rubio,35,,,
Columbia,553.0 Supv Elections,U.S. Senate,"",REP,Marco Rubio,510,220,178,112
Columbia,554.0 Supv Elections,U.S. Senate,"",REP,Marco Rubio,402,156,134,112
Columbia,114 .0 Supv Elections,U.S. Senate,"",REP,Marco Rubio,98,,,
Columbia,15.0 Deep Creek Community Ctr,U.S. Senate,"",REP,Marco Rubio,292,109,149,34
Columbia,16.0 Winfield Com Center,U.S. Senate,"",REP,Marco Rubio,873,304,399,170
Columbia,17.0 Richardson Comm Center,U.S. Senate,"",REP,Marco Rubio,399,164,133,102
Columbia,18.0 Winfield Community Center,U.S. Senate,"",REP,Marco Rubio,108,,,
Columbia,19.0 Watertown,U.S. Senate,"",REP,Marco Rubio,39,,,
Columbia,21.0 Westside Community Ctr,U.S. Senate,"",REP,Marco Rubio,821,275,420,126
Columbia,110.0 Richardson Comm Center,U.S. Senate,"",DEM,Val Demings,349,94,137,118
Columbia,22.0 Fort White Community Ctr,U.S. Senate,"",DEM,Val Demings,588,170,181,237
Columbia,23.0 Columbia City,U.S. Senate,"",DEM,Val Demings,208,56,45,107
Columbia,31.0 Westside Community Ctr,U.S. Senate,"",DEM,Val Demings,378,107,115,156
Columbia,33.0 Southside Rec Complex,U.S. Senate,"",DEM,Val Demings,687,232,183,272
Columbia,41.0 Watertown,U.S. Senate,"",DEM,Val Demings,204,64,51,89
Columbia,42.0 Lulu Comm Center,U.S. Senate,"",DEM,Val Demings,10,,,
Columbia,43.0 Mason City Community Ctr,U.S. Senate,"",DEM,Val Demings,229,63,77,89
Columbia,444.0 Watertown,U.S. Senate,"",DEM,Val Demings,0,0,0,0
Columbia,45.0 Mason City Community Ctr,U.S. Senate,"",DEM,Val Demings,11,,,
Columbia,46.0 Columbia City,U.S. Senate,"",DEM,Val Demings,35,,,
Columbia,112.0 Supv Elections,U.S. Senate,"",DEM,Val Demings,174,60,61,53
Columbia,47.0 Fort White Community Ctr,U.S. Senate,"",DEM,Val Demings,74,,,
Columbia,48.0 Fort White Community Ctr,U.S. Senate,"",DEM,Val Demings,253,72,70,111
Columbia,50.0 Watertown,U.S. Senate,"",DEM,Val Demings,33,,,
Columbia,51.0 Southside Rec Complex,U.S. Senate,"",DEM,Val Demings,300,133,71,96
Columbia,52.0 Columbia City,U.S. Senate,"",DEM,Val Demings,219,53,91,75
Columbia,53.0 Supv Elections,U.S. Senate,"",DEM,Val Demings,4,,,
Columbia,132.0 Supv Elections,U.S. Senate,"",DEM,Val Demings,0,0,0,0
Columbia,513.0 Supv Elections,U.S. Senate,"",DEM,Val Demings,7,,,
Columbia,553.0 Supv Elections,U.S. Senate,"",DEM,Val Demings,243,79,77,87
Columbia,554.0 Supv Elections,U.S. Senate,"",DEM,Val Demings,159,56,33,70
Columbia,114 .0 Supv Elections,U.S. Senate,"",DEM,Val Demings,56,,,
Columbia,15.0 Deep Creek Community Ctr,U.S. Senate,"",DEM,Val Demings,66,,,
