county,precinct,office,district,party,candidate,votes,early_voting,election_day,mail
Alachua,1.0-First Baptist Church of Waldo,U.S. Senate,"",REP,Marco Rubio,545,,,
Alachua,10.0-Micanopy Town Hall,U.S. Senate,"",REP,Marco Rubio,519,44,356,119
Alachua,11.0-Archer Community Center,U.S. Senate,"",REP,Marco Rubio,1012,264,541,207
Alachua,12.0-Parkview Baptist Church,U.S. Senate,"",REP,Marco Rubio,295,55,164,76
Alachua,13.0-Mt. Carmel Baptist Church,U.S. Senate,"",REP,Marco Rubio,55,,,
Alachua,14-Melrose United Methodist Church,U.S. Senate,"",REP,Marco Rubio,534,133,306,95
Alachua,15.0-Windsor Baptist Church,U.S. Senate,"",REP,Marco Rubio,324,,,
Alachua,16.0-BestWestern Gateway Grand Hotel,U.S. Senate,"",REP,Marco Rubio,1027,,,
Alachua,17.0-Unitarian Universalist Fellowship,U.S. Senate,"",REP,Marco Rubio,442,122,180,140
Alachua,2.0-LaCrosse Town Hall,U.S. Senate,"",REP,Marco Rubio,884,172,537,175
Alachua,18.0-Gainesville Shrine Club,U.S. Senate,"",REP,Marco Rubio,789,286,320,183
Alachua,19.0-Springhill Baptist Church,U.S. Senate,"",REP,Marco Rubio,72,,,
Alachua,20-High Springs Civic Center,U.S. Senate,"",REP,Marco Rubio,1390,,,
Alachua,21.0-North Central Florida YMCA,U.S. Senate,"",REP,Marco Rubio,822,,,
Alachua,22.0-Northwest Baptist Church,U.S. Senate,"",REP,Marco Rubio,691,217,331,143
Alachua,23.0-Florida Museum of Natural History,U.S. Senate,"",REP,Marco Rubio,282,91,137,54
Alachua,24.0-Gainesville Baptist Church,U.S. Senate,"",REP,Marco Rubio,687,,,
Alachua,25.0-SFC Blount Center,U.S. Senate,"",REP,Marco Rubio,99,,,
Alachua,3.0-Legacy Park Multipurpose Center,U.S. Senate,"",REP,Marco Rubio,1332,505,599,228
Alachua,26.0-Westside Recreation Center,U.S. Senate,"",REP,Marco Rubio,264,,,
Alachua,27-The Thomas Center,U.S. Senate,"",REP,Marco Rubio,231,73,96,62
Alachua,28-McPherson Recreation Center,U.S. Senate,"",REP,Marco Rubio,134,,,
Alachua,29.0-Haile Meeting Hall,U.S. Senate,"",REP,Marco Rubio,822,307,311,204
Alachua,30-Greater Bethel A.M.E. Church,U.S. Senate,"",REP,Marco Rubio,208,45,95,68
Alachua,4.0-Alachua County Agr. and Equestrian Center,U.S. Senate,"",REP,Marco Rubio,1487,,,
Alachua,31-J. Wayne Reitz Union,U.S. Senate,"",REP,Marco Rubio,177,,,
Alachua,32.0-University City Church of Christ,U.S. Senate,"",REP,Marco Rubio,525,153,255,117
Alachua,33-Ironwood Golf Course,U.S. Senate,"",REP,Marco Rubio,187,42,96,49
Alachua,34-Fairbanks Baptist Church,U.S. Senate,"",REP,Marco Rubio,425,73,278,74
Alachua,5.0-First Lutheran Church,U.S. Senate,"",REP,Marco Rubio,402,114,242,46
Alachua,35-Southwest United Methodist Church,U.S. Senate,"",REP,Marco Rubio,411,131,190,90
