county,precinct,office,district,candidate,party,provisional,mail,early_voting,election_day,votes
Collier,101,President,,Donald J. Trump,REP,-,-,-,-,2719
Collier,102,President,,Donald J. Trump,REP,-,-,-,-,70
Collier,103,President,,Donald J. Trump,REP,-,-,-,-,1142
Collier,135,President,,Donald J. Trump,REP,0,992,953,390,2335
Collier,139,President,,Donald J. Trump,REP,0,565,497,314,1376
Collier,141,President,,Donald J. Trump,REP,-,-,-,-,1992
Collier,142,President,,Donald J. Trump,REP,-,-,-,-,1006
Collier,144,President,,Donald J. Trump,REP,-,-,-,-,2639
Collier,155,President,,Donald J. Trump,REP,-,-,-,-,3980
Collier,156,President,,Donald J. Trump,REP,-,-,-,-,1800
Collier,159,President,,Donald J. Trump,REP,0,554,603,419,1576
Collier,189,President,,Donald J. Trump,REP,0,52,42,93,187
Collier,190,President,,Donald J. Trump,REP,0,1083,1065,223,2371
Collier,193,President,,Donald J. Trump,REP,-,-,-,-,3918
Collier,194,President,,Donald J. Trump,REP,0,1199,1119,230,2548
Collier,202,President,,Donald J. Trump,REP,-,-,-,-,3511
Collier,203,President,,Donald J. Trump,REP,-,-,-,-,3058
Collier,204,President,,Donald J. Trump,REP,-,-,-,-,2208
Collier,222,President,,Donald J. Trump,REP,-,-,-,-,2602
Collier,223,President,,Donald J. Trump,REP,-,-,-,-,3906
Collier,242,President,,Donald J. Trump,REP,0,441,412,282,1135
Collier,251,President,,Donald J. Trump,REP,-,-,-,-,3087
Collier,252,President,,Donald J. Trump,REP,0,823,574,271,1668
Collier,255,President,,Donald J. Trump,REP,-,-,-,-,3239
Collier,257,President,,Donald J. Trump,REP,-,-,-,-,1964
Collier,258,President,,Donald J. Trump,REP,0,893,882,293,2068
Collier,303,President,,Donald J. Trump,REP,-,-,-,-,3112
Collier,304,President,,Donald J. Trump,REP,0,1004,848,168,2020
Collier,310,President,,Donald J. Trump,REP,-,-,-,-,3336
Collier,313,President,,Donald J. Trump,REP,-,-,-,-,2641
Collier,315,President,,Donald J. Trump,REP,-,-,-,-,1483
Collier,317,President,,Donald J. Trump,REP,0,974,734,228,1936
Collier,322,President,,Donald J. Trump,REP,-,-,-,-,2360
Collier,323,President,,Donald J. Trump,REP,-,-,-,-,1777
Collier,324,President,,Donald J. Trump,REP,0,624,1103,311,2038
Collier,332,President,,Donald J. Trump,REP,-,-,-,-,3318
Collier,414,President,,Donald J. Trump,REP,-,-,-,-,1771
Collier,418,President,,Donald J. Trump,REP,0,1446,1277,423,3146
Collier,428,President,,Donald J. Trump,REP,-,-,-,-,1868
Collier,430,President,,Donald J. Trump,REP,0,714,732,290,1736
Collier,431,President,,Donald J. Trump,REP,-,-,-,-,1003
Collier,434,President,,Donald J. Trump,REP,-,-,-,-,2495
Collier,438,President,,Donald J. Trump,REP,-,-,-,-,1377
Collier,440,President,,Donald J. Trump,REP,-,-,-,-,2106
Collier,450,President,,Donald J. Trump,REP,-,-,-,-,49
Collier,462,President,,Donald J. Trump,REP,-,-,-,-,2195
Collier,464,President,,Donald J. Trump,REP,-,-,-,-,2411
Collier,472,President,,Donald J. Trump,REP,0,109,164,61,334
Collier,475,President,,Donald J. Trump,REP,-,-,-,-,750
Collier,477,President,,Donald J. Trump,REP,0,1118,1130,293,2541
Collier,479,President,,Donald J. Trump,REP,0,524,473,213,1210
Collier,502,President,,Donald J. Trump,REP,-,-,-,-,435
Collier,550,President,,Donald J. Trump,REP,0,306,546,223,1075
Collier,551,President,,Donald J. Trump,REP,0,1342,1737,557,3636
Collier,552,President,,Donald J. Trump,REP,0,928,1680,777,3385
Collier,554,President,,Donald J. Trump,REP,-,-,-,-,2383
Collier,590,President,,Donald J. Trump,REP,-,-,-,-,4434
Collier,591,President,,Donald J. Trump,REP,-,-,-,-,3332
Collier,593,President,,Donald J. Trump,REP,-,-,-,-,2269
Collier,594,President,,Donald J. Trump,REP,-,-,-,-,883
Collier,101,President,,Joseph R. Biden,DEM,-,-,-,-,1650
Collier,102,President,,Joseph R. Biden,DEM,-,-,-,-,20
Collier,103,President,,Joseph R. Biden,DEM,0,384,250,88,722
Collier,135,President,,Joseph R. Biden,DEM,0,1193,438,151,1782
Collier,139,President,,Joseph R. Biden,DEM,0,610,259,97,966
Collier,141,President,,Joseph R. Biden,DEM,-,-,-,-,1115
Collier,142,President,,Joseph R. Biden,DEM,0,284,97,79,460
Collier,144,President,,Joseph R. Biden,DEM,0,970,403,133,1506
Collier,155,President,,Joseph R. Biden,DEM,-,-,-,-,2444
Collier,156,President,,Joseph R. Biden,DEM,-,-,-,-,2090
Collier,159,President,,Joseph R. Biden,DEM,0,458,158,59,675
Collier,189,President,,Joseph R. Biden,DEM,-,-,-,-,98
Collier,190,President,,Joseph R. Biden,DEM,-,-,-,-,957
Collier,193,President,,Joseph R. Biden,DEM,-,-,-,-,1530
Collier,194,President,,Joseph R. Biden,DEM,0,654,246,31,931
Collier,202,President,,Joseph R. Biden,DEM,0,1531,467,151,2149
Collier,203,President,,Joseph R. Biden,DEM,0,1041,366,62,1469
Collier,204,President,,Joseph R. Biden,DEM,0,936,350,71,1357
Collier,222,President,,Joseph R. Biden,DEM,0,1134,181,63,1378
Collier,223,President,,Joseph R. Biden,DEM,0,1769,495,190,2454
Collier,242,President,,Joseph R. Biden,DEM,0,379,132,70,581
Collier,251,President,,Joseph R. Biden,DEM,-,-,-,-,2183
Collier,252,President,,Joseph R. Biden,DEM,-,-,-,-,779
Collier,255,President,,Joseph R. Biden,DEM,0,1782,294,73,2149
Collier,257,President,,Joseph R. Biden,DEM,0,701,277,69,1047
Collier,258,President,,Joseph R. Biden,DEM,0,858,312,85,1255
Collier,303,President,,Joseph R. Biden,DEM,-,-,-,-,1410
Collier,304,President,,Joseph R. Biden,DEM,-,-,-,-,948
Collier,310,President,,Joseph R. Biden,DEM,0,1381,453,115,1949
Collier,313,President,,Joseph R. Biden,DEM,0,869,537,165,1571
Collier,315,President,,Joseph R. Biden,DEM,-,-,-,-,847
Collier,317,President,,Joseph R. Biden,DEM,0,859,199,39,1097
Collier,322,President,,Joseph R. Biden,DEM,0,552,296,90,938
Collier,323,President,,Joseph R. Biden,DEM,-,-,-,-,2414
Collier,324,President,,Joseph R. Biden,DEM,-,-,-,-,1930
Collier,332,President,,Joseph R. Biden,DEM,-,-,-,-,2389
Collier,414,President,,Joseph R. Biden,DEM,0,836,335,145,1316
Collier,418,President,,Joseph R. Biden,DEM,-,-,-,-,1921
Collier,428,President,,Joseph R. Biden,DEM,-,-,-,-,1087
Collier,430,President,,Joseph R. Biden,DEM,-,-,-,-,1139
Collier,431,President,,Joseph R. Biden,DEM,0,453,178,81,712
Collier,434,President,,Joseph R. Biden,DEM,0,1068,547,204,1819
