county,precinct,office,district,candidate,party,provisional,mail,early_voting,election_day,votes
St. Lucie,Precinct 43,President,,Donald J. Trump,REP,,,,,2541
St. Lucie,Precinct 45,President,,Donald J. Trump,REP,,,,,1129
St. Lucie,Precinct 46,President,,Donald J. Trump,REP,,,,,1409
St. Lucie,Precinct 47,President,,Donald J. Trump,REP,0,339,616,336,1291
St. Lucie,Precinct 49,President,,Donald J. Trump,REP,,,,,2134
St. Lucie,Precinct 50,President,,Donald J. Trump,REP,,,,,3214
St. Lucie,Precinct 51,President,,Donald J. Trump,REP,,,,,1479
St. Lucie,Precinct 52,President,,Donald J. Trump,REP,0,338,401,258,997
St. Lucie,Precinct 53,President,,Donald J. Trump,REP,,,,,1763
St. Lucie,Precinct 56,President,,Donald J. Trump,REP,0,404,570,260,1234
St. Lucie,Precinct 60,President,,Donald J. Trump,REP,,,,,314
St. Lucie,Precinct 63,President,,Donald J. Trump,REP,,,,,70
St. Lucie,Precinct 65,President,,Donald J. Trump,REP,,,,,593
St. Lucie,Precinct 66,President,,Donald J. Trump,REP,,,,,1064
St. Lucie,Precinct 67,President,,Donald J. Trump,REP,0,501,570,307,1378
St. Lucie,Precinct 68,President,,Donald J. Trump,REP,,,,,1319
St. Lucie,Precinct 71,President,,Donald J. Trump,REP,0,648,1166,528,2342
St. Lucie,Precinct 73,President,,Donald J. Trump,REP,,,,,2279
St. Lucie,Precinct 74,President,,Donald J. Trump,REP,0,439,346,478,1263
St. Lucie,Precinct 75,President,,Donald J. Trump,REP,0,263,474,202,939
St. Lucie,Precinct 82,President,,Donald J. Trump,REP,,,,,1743
St. Lucie,Precinct 83,President,,Donald J. Trump,REP,,,,,2779
St. Lucie,Precinct 84,President,,Donald J. Trump,REP,,,,,2219
St. Lucie,Precinct 85,President,,Donald J. Trump,REP,0,2199,2114,772,5085
St. Lucie,Precinct 86,President,,Donald J. Trump,REP,0,557,628,227,1412
St. Lucie,Precinct 89,President,,Donald J. Trump,REP,,,,,4826
St. Lucie,Precinct 91,President,,Donald J. Trump,REP,,,,,240
St. Lucie,Precinct 92,President,,Donald J. Trump,REP,,,,,124
St. Lucie,Precinct 93,President,,Donald J. Trump,REP,,,,,4
St. Lucie,Precinct 94,President,,Donald J. Trump,REP,,,,,5
St. Lucie,Precinct 1,President,,Joseph R. Biden,DEM,,,,,1593
St. Lucie,Precinct 6,President,,Joseph R. Biden,DEM,,,,,1032
St. Lucie,Precinct 7,President,,Joseph R. Biden,DEM,,,,,1085
St. Lucie,Precinct 8,President,,Joseph R. Biden,DEM,0,540,266,121,927
St. Lucie,Precinct 9,President,,Joseph R. Biden,DEM,0,723,198,98,1019
St. Lucie,Precinct 10,President,,Joseph R. Biden,DEM,0,108,73,31,212
St. Lucie,Precinct 11,President,,Joseph R. Biden,DEM,0,440,299,69,808
St. Lucie,Precinct 12,President,,Joseph R. Biden,DEM,0,870,320,109,1299
St. Lucie,Precinct 13,President,,Joseph R. Biden,DEM,0,533,439,140,1112
St. Lucie,Precinct 14,President,,Joseph R. Biden,DEM,,,,,1812
St. Lucie,Precinct 15,President,,Joseph R. Biden,DEM,,,,,1167
St. Lucie,Precinct 16,President,,Joseph R. Biden,DEM,0,812,241,171,1224
St. Lucie,Precinct 17,President,,Joseph R. Biden,DEM,,,,,1935
St. Lucie,Precinct 18,President,,Joseph R. Biden,DEM,0,487,401,216,1104
St. Lucie,Precinct 19,President,,Joseph R. Biden,DEM,,,,,1400
St. Lucie,Precinct 20,President,,Joseph R. Biden,DEM,0,244,84,52,380
St. Lucie,Precinct 21,President,,Joseph R. Biden,DEM,0,693,277,166,1136
St. Lucie,Precinct 22,President,,Joseph R. Biden,DEM,,,,,1620
St. Lucie,Precinct 23,President,,Joseph R. Biden,DEM,,,,,1537
St. Lucie,Precinct 24,President,,Joseph R. Biden,DEM,,,,,1166
St. Lucie,Precinct 25,President,,Joseph R. Biden,DEM,,,,,1638
St. Lucie,Precinct 26,President,,Joseph R. Biden,DEM,0,969,670,168,1807
St. Lucie,Precinct 28,President,,Joseph R. Biden,DEM,0,269,136,36,441
St. Lucie,Precinct 29,President,,Joseph R. Biden,DEM,,,,,210
St. Lucie,Precinct 31,President,,Joseph R. Biden,DEM,0,393,37,131,561
St. Lucie,Precinct 33,President,,Joseph R. Biden,DEM,,,,,121
St. Lucie,Precinct 35,President,,Joseph R. Biden,DEM,0,421,301,85,807
St. Lucie,Precinct 36,President,,Joseph R. Biden,DEM,0,431,241,79,751
St. Lucie,Precinct 37,President,,Joseph R. Biden,DEM,0,1274,948,284,2506
St. Lucie,Precinct 38,President,,Joseph R. Biden,DEM,,,,,621
St. Lucie,Precinct 39,President,,Joseph R. Biden,DEM,0,493,165,132,790
St. Lucie,Precinct 40,President,,Joseph R. Biden,DEM,0,333,290,206,829
St. Lucie,Precinct 41,President,,Joseph R. Biden,DEM,,,,,1643
St. Lucie,Precinct 42,President,,Joseph R. Biden,DEM,,,,,1793
St. Lucie,Precinct 43,President,,Joseph R. Biden,DEM,0,1023,310,119,1452
St. Lucie,Precinct 45,President,,Joseph R. Biden,DEM,0,528,307,93,928
St. Lucie,Precinct 46,President,,Joseph R. Biden,DEM,,,,,1579
St. Lucie,Precinct 47,President,,Joseph R. Biden,DEM,,,,,1481
St. Lucie,Precinct 49,President,,Joseph R. Biden,DEM,0,1217,738,189,2144
St. Lucie,Precinct 50,President,,Joseph R. Biden,DEM,,,,,3751
St. Lucie,Precinct 51,President,,Joseph R. Biden,DEM,,,,,1869
St. Lucie,Precinct 52,President,,Joseph R. Biden,DEM,,,,,665
St. Lucie,Precinct 53,President,,Joseph R. Biden,DEM,0,894,504,169,1567
St. Lucie,Precinct 56,President,,Joseph R. Biden,DEM,0,619,339,127,1085
St. Lucie,Precinct 60,President,,Joseph R. Biden,DEM,,,,,140
St. Lucie,Precinct 63,President,,Joseph R. Biden,DEM,,,,,65
St. Lucie,Precinct 65,President,,Joseph R. Biden,DEM,,,,,291
St. Lucie,Precinct 66,President,,Joseph R. Biden,DEM,0,389,261,54,704
St. Lucie,Precinct 67,President,,Joseph R. Biden,DEM,,,,,1153
St. Lucie,Precinct 68,President,,Joseph R. Biden,DEM,,,,,1758
St. Lucie,Precinct 71,President,,Joseph R. Biden,DEM,0,1522,959,285,2766
St. Lucie,Precinct 73,President,,Joseph R. Biden,DEM,,,,,2520
St. Lucie,Precinct 74,President,,Joseph R. Biden,DEM,0,559,142,178,879
St. Lucie,Precinct 75,President,,Joseph R. Biden,DEM,0,482,376,110,968
St. Lucie,Precinct 82,President,,Joseph R. Biden,DEM,0,908,450,143,1501
St. Lucie,Precinct 83,President,,Joseph R. Biden,DEM,,,,,3636
St. Lucie,Precinct 84,President,,Joseph R. Biden,DEM,,,,,2228
St. Lucie,Precinct 85,President,,Joseph R. Biden,DEM,,,,,5218
St. Lucie,Precinct 86,President,,Joseph R. Biden,DEM,0,656,222,78,956
St. Lucie,Precinct 89,President,,Joseph R. Biden,DEM,0,3012,1144,271,4427
St. Lucie,Precinct 91,President,,Joseph R. Biden,DEM,,,,,285
St. Lucie,Precinct 92,President,,Joseph R. Biden,DEM,,,,,34
St. Lucie,Precinct 93,President,,Joseph R. Biden,DEM,,,,,1
St. Lucie,Precinct 94,President,,Joseph R. Biden,DEM,0,0,0,0,0
St. Lucie,Precinct 1,President,,Jo Jorgensen,LPF,,,,,22
St. Lucie,Precinct 6,President,,Jo Jorgensen,LPF,,,,,12
St. Lucie,Precinct 7,President,,Jo Jorgensen,LPF,,,,,6
St. Lucie,Precinct 8,President,,Jo Jorgensen,LPF,,,,,20
St. Lucie,Precinct 9,President,,Jo Jorgensen,LPF,,,,,12
St. Lucie,Precinct 10,President,,Jo Jorgensen,LPF,,,,,2
St. Lucie,Precinct 11,President,,Jo Jorgensen,LPF,,,,,14
St. Lucie,Precinct 12,President,,Jo Jorgensen,LPF,,,,,24
St. Lucie,Precinct 13,President,,Jo Jorgensen,LPF,,,,,14
St. Lucie,Precinct 14,President,,Jo Jorgensen,LPF,,,,,9
St. Lucie,Precinct 15,President,,Jo Jorgensen,LPF,,,,,5
St. Lucie,Precinct 16,President,,Jo Jorgensen,LPF,,,,,10
St. Lucie,Precinct 17,President,,Jo Jorgensen,LPF,,,,,3
St. Lucie,Precinct 18,President,,Jo Jorgensen,LPF,,,,,2
St. Lucie,Precinct 19,President,,Jo Jorgensen,LPF,,,,,10
St. Lucie,Precinct 20,President,,Jo Jorgensen,LPF,,,,,3
St. Lucie,Precinct 21,President,,Jo Jorgensen,LPF,,,,,11
St. Lucie,Precinct 22,President,,Jo Jorgensen,LPF,,,,,17
St. Lucie,Precinct 23,President,,Jo Jorgensen,LPF,,,,,21
St. Lucie,Precinct 24,President,,Jo Jorgensen,LPF,,,,,3
St. Lucie,Precinct 25,President,,Jo Jorgensen,LPF,,,,,15
St. Lucie,Precinct 26,President,,Jo Jorgensen,LPF,,,,,25
St. Lucie,Precinct 28,President,,Jo Jorgensen,LPF,,,,,6
St. Lucie,Precinct 29,President,,Jo Jorgensen,LPF,,,,,2
St. Lucie,Precinct 31,President,,Jo Jorgensen,LPF,,,,,1
St. Lucie,Precinct 33,President,,Jo Jorgensen,LPF,,,,,1
St. Lucie,Precinct 35,President,,Jo Jorgensen,LPF,,,,,8
St. Lucie,Precinct 36,President,,Jo Jorgensen,LPF,,,,,13
St. Lucie,Precinct 37,President,,Jo Jorgensen,LPF,,,,,31
St. Lucie,Precinct 38,President,,Jo Jorgensen,LPF,,,,,5
St. Lucie,Precinct 39,President,,Jo Jorgensen,LPF,,,,,2
St. Lucie,Precinct 40,President,,Jo Jorgensen,LPF,,,,,12
St. Lucie,Precinct 41,President,,Jo Jorgensen,LPF,,,,,31
St. Lucie,Precinct 42,President,,Jo Jorgensen,LPF,,,,,14
St. Lucie,Precinct 43,President,,Jo Jorgensen,LPF,,,,,10
St. Lucie,Precinct 45,President,,Jo Jorgensen,LPF,,,,,13
St. Lucie,Precinct 46,President,,Jo Jorgensen,LPF,,,,,10
St. Lucie,Precinct 47,President,,Jo Jorgensen,LPF,,,,,14
St. Lucie,Precinct 49,President,,Jo Jorgensen,LPF,,,,,22
St. Lucie,Precinct 50,President,,Jo Jorgensen,LPF,,,,,26
St. Lucie,Precinct 51,President,,Jo Jorgensen,LPF,,,,,22
St. Lucie,Precinct 52,President,,Jo Jorgensen,LPF,,,,,6
St. Lucie,Precinct 53,President,,Jo Jorgensen,LPF,,,,,19
St. Lucie,Precinct 56,President,,Jo Jorgensen,LPF,,,,,21
St. Lucie,Precinct 60,President,,Jo Jorgensen,LPF,,,,,3
St. Lucie,Precinct 63,President,,Jo Jorgensen,LPF,,,,,2
St. Lucie,Precinct 65,President,,Jo Jorgensen,LPF,,,,,2
St. Lucie,Precinct 66,President,,Jo Jorgensen,LPF,,,,,7
St. Lucie,Precinct 67,President,,Jo Jorgensen,LPF,,,,,4
St. Lucie,Precinct 68,President,,Jo Jorgensen,LPF,,,,,20
St. Lucie,Precinct 71,President,,Jo Jorgensen,LPF,,,,,31
St. Lucie,Precinct 73,President,,Jo Jorgensen,LPF,,,,,15
St. Lucie,Precinct 74,President,,Jo Jorgensen,LPF,,,,,1
St. Lucie,Precinct 75,President,,Jo Jorgensen,LPF,,,,,10
St. Lucie,Precinct 82,President,,Jo Jorgensen,LPF,,,,,14
St. Lucie,Precinct 83,President,,Jo Jorgensen,LPF,,,,,21
St. Lucie,Precinct 84,President,,Jo Jorgensen,LPF,,,,,28
St. Lucie,Precinct 85,President,,Jo Jorgensen,LPF,,,,,29
St. Lucie,Precinct 86,President,,Jo Jorgensen,LPF,,,,,7
St. Lucie,Precinct 89,President,,Jo Jorgensen,LPF,,,,,23
St. Lucie,Precinct 91,President,,Jo Jorgensen,LPF,,,,,2
St. Lucie,Precinct 92,President,,Jo Jorgensen,LPF,0,0,0,0,0
St. Lucie,Precinct 93,President,,Jo Jorgensen,LPF,0,0,0,0,0
St. Lucie,Precinct 94,President,,Jo Jorgensen,LPF,0,0,0,0,0
St. Lucie,Precinct 1,President,,"Roque ""Rocky"" De La Fuente",REF,,,,,2
St. Lucie,Precinct 6,President,,"Roque ""Rocky"" De La Fuente",REF,,,,,2
St. Lucie,Precinct 7,President,,"Roque ""Rocky"" De La Fuente",REF,,,,,2
St. Lucie,Precinct 8,President,,"Roque ""Rocky"" De La Fuente",REF,,,,,1
St. Lucie,Precinct 9,President,,"Roque ""Rocky"" De La Fuente",REF,,,,,1
St. Lucie,Precinct 10,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
St. Lucie,Precinct 11,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
St. Lucie,Precinct 12,President,,"Roque ""Rocky"" De La Fuente",REF,,,,,1
St. Lucie,Precinct 13,President,,"Roque ""Rocky"" De La Fuente",REF,,,,,1
St. Lucie,Precinct 14,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
St. Lucie,Precinct 15,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
St. Lucie,Precinct 16,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
St. Lucie,Precinct 17,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
St. Lucie,Precinct 18,President,,"Roque ""Rocky"" De La Fuente",REF,,,,,2
St. Lucie,Precinct 19,President,,"Roque ""Rocky"" De La Fuente",REF,,,,,1
St. Lucie,Precinct 20,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
St. Lucie,Precinct 21,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
St. Lucie,Precinct 22,President,,"Roque ""Rocky"" De La Fuente",REF,,,,,2
St. Lucie,Precinct 23,President,,"Roque ""Rocky"" De La Fuente",REF,,,,,1
St. Lucie,Precinct 24,President,,"Roque ""Rocky"" De La Fuente",REF,,,,,1
St. Lucie,Precinct 25,President,,"Roque ""Rocky"" De La Fuente",REF,,,,,3
St. Lucie,Precinct 26,President,,"Roque ""Rocky"" De La Fuente",REF,,,,,2
St. Lucie,Precinct 28,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
St. Lucie,Precinct 29,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
St. Lucie,Precinct 31,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
St. Lucie,Precinct 33,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
St. Lucie,Precinct 35,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
St. Lucie,Precinct 36,President,,"Roque ""Rocky"" De La Fuente",REF,,,,,1
St. Lucie,Precinct 37,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
St. Lucie,Precinct 38,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
St. Lucie,Precinct 39,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
St. Lucie,Precinct 40,President,,"Roque ""Rocky"" De La Fuente",REF,,,,,1
St. Lucie,Precinct 41,President,,"Roque ""Rocky"" De La Fuente",REF,,,,,1
St. Lucie,Precinct 42,President,,"Roque ""Rocky"" De La Fuente",REF,,,,,1
St. Lucie,Precinct 43,President,,"Roque ""Rocky"" De La Fuente",REF,,,,,1
St. Lucie,Precinct 45,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
St. Lucie,Precinct 46,President,,"Roque ""Rocky"" De La Fuente",REF,,,,,2
St. Lucie,Precinct 47,President,,"Roque ""Rocky"" De La Fuente",REF,,,,,3
St. Lucie,Precinct 49,President,,"Roque ""Rocky"" De La Fuente",REF,,,,,2
St. Lucie,Precinct 50,President,,"Roque ""Rocky"" De La Fuente",REF,,,,,3
St. Lucie,Precinct 51,President,,"Roque ""Rocky"" De La Fuente",REF,,,,,4
St. Lucie,Precinct 52,President,,"Roque ""Rocky"" De La Fuente",REF,,,,,2
St. Lucie,Precinct 53,President,,"Roque ""Rocky"" De La Fuente",REF,,,,,2
St. Lucie,Precinct 56,President,,"Roque ""Rocky"" De La Fuente",REF,,,,,2
St. Lucie,Precinct 60,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
St. Lucie,Precinct 63,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
St. Lucie,Precinct 65,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
St. Lucie,Precinct 66,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
St. Lucie,Precinct 67,President,,"Roque ""Rocky"" De La Fuente",REF,,,,,2
St. Lucie,Precinct 68,President,,"Roque ""Rocky"" De La Fuente",REF,,,,,1
St. Lucie,Precinct 71,President,,"Roque ""Rocky"" De La Fuente",REF,,,,,5
St. Lucie,Precinct 73,President,,"Roque ""Rocky"" De La Fuente",REF,,,,,2
St. Lucie,Precinct 74,President,,"Roque ""Rocky"" De La Fuente",REF,,,,,1
St. Lucie,Precinct 75,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
St. Lucie,Precinct 82,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
St. Lucie,Precinct 83,President,,"Roque ""Rocky"" De La Fuente",REF,,,,,3
St. Lucie,Precinct 84,President,,"Roque ""Rocky"" De La Fuente",REF,,,,,4
St. Lucie,Precinct 85,President,,"Roque ""Rocky"" De La Fuente",REF,,,,,4
St. Lucie,Precinct 86,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
St. Lucie,Precinct 89,President,,"Roque ""Rocky"" De La Fuente",REF,,,,,2
St. Lucie,Precinct 91,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
St. Lucie,Precinct 92,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
St. Lucie,Precinct 93,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
St. Lucie,Precinct 94,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
St. Lucie,Precinct 1,President,,Gloria La Riva,PSL,,,,,3
St. Lucie,Precinct 6,President,,Gloria La Riva,PSL,,,,,3
St. Lucie,Precinct 7,President,,Gloria La Riva,PSL,,,,,2
St. Lucie,Precinct 8,President,,Gloria La Riva,PSL,,,,,1
St. Lucie,Precinct 9,President,,Gloria La Riva,PSL,0,0,0,0,0
St. Lucie,Precinct 10,President,,Gloria La Riva,PSL,,,,,2
St. Lucie,Precinct 11,President,,Gloria La Riva,PSL,,,,,2
St. Lucie,Precinct 12,President,,Gloria La Riva,PSL,,,,,1
St. Lucie,Precinct 13,President,,Gloria La Riva,PSL,,,,,1
St. Lucie,Precinct 14,President,,Gloria La Riva,PSL,0,0,0,0,0
St. Lucie,Precinct 15,President,,Gloria La Riva,PSL,0,0,0,0,0
St. Lucie,Precinct 16,President,,Gloria La Riva,PSL,0,0,0,0,0
St. Lucie,Precinct 17,President,,Gloria La Riva,PSL,,,,,4
St. Lucie,Precinct 18,President,,Gloria La Riva,PSL,,,,,1
St. Lucie,Precinct 19,President,,Gloria La Riva,PSL,,,,,1
St. Lucie,Precinct 20,President,,Gloria La Riva,PSL,,,,,1
St. Lucie,Precinct 21,President,,Gloria La Riva,PSL,,,,,2
St. Lucie,Precinct 22,President,,Gloria La Riva,PSL,0,0,0,0,0
St. Lucie,Precinct 23,President,,Gloria La Riva,PSL,,,,,3
St. Lucie,Precinct 24,President,,Gloria La Riva,PSL,0,0,0,0,0
St. Lucie,Precinct 25,President,,Gloria La Riva,PSL,,,,,1
St. Lucie,Precinct 26,President,,Gloria La Riva,PSL,,,,,2
St. Lucie,Precinct 28,President,,Gloria La Riva,PSL,,,,,1
St. Lucie,Precinct 29,President,,Gloria La Riva,PSL,0,0,0,0,0
St. Lucie,Precinct 31,President,,Gloria La Riva,PSL,0,0,0,0,0
St. Lucie,Precinct 33,President,,Gloria La Riva,PSL,0,0,0,0,0
St. Lucie,Precinct 35,President,,Gloria La Riva,PSL,,,,,1
St. Lucie,Precinct 36,President,,Gloria La Riva,PSL,,,,,3
St. Lucie,Precinct 37,President,,Gloria La Riva,PSL,,,,,3
St. Lucie,Precinct 38,President,,Gloria La Riva,PSL,,,,,1
St. Lucie,Precinct 39,President,,Gloria La Riva,PSL,0,0,0,0,0
St. Lucie,Precinct 40,President,,Gloria La Riva,PSL,0,0,0,0,0
St. Lucie,Precinct 41,President,,Gloria La Riva,PSL,0,0,0,0,0
St. Lucie,Precinct 42,President,,Gloria La Riva,PSL,,,,,1
St. Lucie,Precinct 43,President,,Gloria La Riva,PSL,,,,,1
St. Lucie,Precinct 45,President,,Gloria La Riva,PSL,,,,,2
St. Lucie,Precinct 46,President,,Gloria La Riva,PSL,,,,,5
St. Lucie,Precinct 47,President,,Gloria La Riva,PSL,,,,,2
St. Lucie,Precinct 49,President,,Gloria La Riva,PSL,0,0,0,0,0
St. Lucie,Precinct 50,President,,Gloria La Riva,PSL,,,,,3
St. Lucie,Precinct 51,President,,Gloria La Riva,PSL,,,,,3
St. Lucie,Precinct 52,President,,Gloria La Riva,PSL,0,0,0,0,0
St. Lucie,Precinct 53,President,,Gloria La Riva,PSL,,,,,1
St. Lucie,Precinct 56,President,,Gloria La Riva,PSL,,,,,2
St. Lucie,Precinct 60,President,,Gloria La Riva,PSL,0,0,0,0,0
St. Lucie,Precinct 63,President,,Gloria La Riva,PSL,0,0,0,0,0
St. Lucie,Precinct 65,President,,Gloria La Riva,PSL,0,0,0,0,0
St. Lucie,Precinct 66,President,,Gloria La Riva,PSL,0,0,0,0,0
St. Lucie,Precinct 67,President,,Gloria La Riva,PSL,0,0,0,0,0
St. Lucie,Precinct 68,President,,Gloria La Riva,PSL,,,,,3
St. Lucie,Precinct 71,President,,Gloria La Riva,PSL,,,,,3
St. Lucie,Precinct 73,President,,Gloria La Riva,PSL,,,,,6
St. Lucie,Precinct 74,President,,Gloria La Riva,PSL,0,0,0,0,0
St. Lucie,Precinct 75,President,,Gloria La Riva,PSL,0,0,0,0,0
St. Lucie,Precinct 82,President,,Gloria La Riva,PSL,0,0,0,0,0
St. Lucie,Precinct 83,President,,Gloria La Riva,PSL,,,,,3
St. Lucie,Precinct 84,President,,Gloria La Riva,PSL,,,,,3
St. Lucie,Precinct 85,President,,Gloria La Riva,PSL,,,,,2
St. Lucie,Precinct 86,President,,Gloria La Riva,PSL,,,,,1
St. Lucie,Precinct 89,President,,Gloria La Riva,PSL,,,,,2
St. Lucie,Precinct 91,President,,Gloria La Riva,PSL,0,0,0,0,0
St. Lucie,Precinct 92,President,,Gloria La Riva,PSL,0,0,0,0,0
St. Lucie,Precinct 93,President,,Gloria La Riva,PSL,0,0,0,0,0
St. Lucie,Precinct 94,President,,Gloria La Riva,PSL,0,0,0,0,0
St. Lucie,Precinct 1,President,,Howie Hawkins,GRE,,,,,5
St. Lucie,Precinct 6,President,,Howie Hawkins,GRE,,,,,2
St. Lucie,Precinct 7,President,,Howie Hawkins,GRE,,,,,3
St. Lucie,Precinct 8,President,,Howie Hawkins,GRE,,,,,3
St. Lucie,Precinct 9,President,,Howie Hawkins,GRE,0,0,0,0,0
St. Lucie,Precinct 10,President,,Howie Hawkins,GRE,,,,,2
St. Lucie,Precinct 11,President,,Howie Hawkins,GRE,,,,,3
St. Lucie,Precinct 12,President,,Howie Hawkins,GRE,,,,,7
St. Lucie,Precinct 13,President,,Howie Hawkins,GRE,,,,,6
St. Lucie,Precinct 14,President,,Howie Hawkins,GRE,,,,,2
St. Lucie,Precinct 15,President,,Howie Hawkins,GRE,,,,,1
St. Lucie,Precinct 16,President,,Howie Hawkins,GRE,,,,,2
St. Lucie,Precinct 17,President,,Howie Hawkins,GRE,0,0,0,0,0
St. Lucie,Precinct 18,President,,Howie Hawkins,GRE,,,,,2
St. Lucie,Precinct 19,President,,Howie Hawkins,GRE,,,,,4
St. Lucie,Precinct 20,President,,Howie Hawkins,GRE,0,0,0,0,0
St. Lucie,Precinct 21,President,,Howie Hawkins,GRE,,,,,3
St. Lucie,Precinct 22,President,,Howie Hawkins,GRE,,,,,2
St. Lucie,Precinct 23,President,,Howie Hawkins,GRE,,,,,8
St. Lucie,Precinct 24,President,,Howie Hawkins,GRE,,,,,2
St. Lucie,Precinct 25,President,,Howie Hawkins,GRE,,,,,6
St. Lucie,Precinct 26,President,,Howie Hawkins,GRE,,,,,3
St. Lucie,Precinct 28,President,,Howie Hawkins,GRE,,,,,2
St. Lucie,Precinct 29,President,,Howie Hawkins,GRE,,,,,1
St. Lucie,Precinct 31,President,,Howie Hawkins,GRE,0,0,0,0,0
St. Lucie,Precinct 33,President,,Howie Hawkins,GRE,,,,,1
St. Lucie,Precinct 35,President,,Howie Hawkins,GRE,,,,,4
St. Lucie,Precinct 36,President,,Howie Hawkins,GRE,,,,,2
St. Lucie,Precinct 37,President,,Howie Hawkins,GRE,,,,,7
St. Lucie,Precinct 38,President,,Howie Hawkins,GRE,,,,,1
St. Lucie,Precinct 39,President,,Howie Hawkins,GRE,,,,,1
St. Lucie,Precinct 40,President,,Howie Hawkins,GRE,,,,,3
St. Lucie,Precinct 41,President,,Howie Hawkins,GRE,,,,,6
St. Lucie,Precinct 42,President,,Howie Hawkins,GRE,,,,,5
