county,precinct,office,district,candidate,party,provisional,mail,early_voting,election_day,votes
Putnam,1 - South Putnam Government Center,President,,Donald J. Trump,REP,0,80,210,83,373
Putnam,2 - South Putnam Government Center,President,,Donald J. Trump,REP,0,93,304,121,518
Putnam,3 - Beulah Baptist Church,President,,Donald J. Trump,REP,0,194,356,336,886
Putnam,4 - First Baptist Church of Welaka,President,,Donald J. Trump,REP,0,89,95,146,330
Putnam,5 - First Baptist Church of Welaka,President,,Donald J. Trump,REP,0,111,204,227,542
Putnam,6 - Pomona Park Community Center,President,,Donald J. Trump,REP,0,45,91,102,238
Putnam,7 - Pomona Park Community Center,President,,Donald J. Trump,REP,,,,,981
Putnam,8 - Satsuma Fire Dept,President,,Donald J. Trump,REP,,,,,903
Putnam,9 - Satsuma Fire Dept,President,,Donald J. Trump,REP,0,52,127,182,361
Putnam,10 - Dunns Creek Baptist Church,President,,Donald J. Trump,REP,,,,,1833
Putnam,11 - Putnam County Ag Center,President,,Donald J. Trump,REP,,,,,1783
Putnam,12 - Bostwick Community Center,President,,Donald J. Trump,REP,,,,,1590
Putnam,14 - Bardin Fire Dept,President,,Donald J. Trump,REP,0,56,144,246,446
Putnam,15 - Bardin Fire Dept,President,,Donald J. Trump,REP,0,37,141,218,396
Putnam,16 - Living Hope Family Worship Center,President,,Donald J. Trump,REP,,,,,1119
Putnam,18 - Trinity Episcopal Church,President,,Donald J. Trump,REP,,,,,1297
Putnam,19 - Woodlawn Baptist Church,President,,Donald J. Trump,REP,0,46,120,104,270
Putnam,20 - Woodlawn Baptist Church,President,,Donald J. Trump,REP,0,248,565,480,1293
Putnam,21 - Interlachen Community Center,President,,Donald J. Trump,REP,0,72,253,91,416
Putnam,22 - Interlachen Community Center,President,,Donald J. Trump,REP,,,,,933
Putnam,23 - Interlachen Community Center,President,,Donald J. Trump,REP,0,170,448,181,799
Putnam,24 - Grandin Lake Shores Community Center,President,,Donald J. Trump,REP,0,268,704,370,1342
Putnam,25 - Hollister Fire Dept,President,,Donald J. Trump,REP,,,,,873
Putnam,26 - Grace Community Baptist Church,President,,Donald J. Trump,REP,,,,,1432
Putnam,27 - Southwest Fire Dept,President,,Donald J. Trump,REP,0,202,760,286,1248
Putnam,28 - Edgar Johnson Senior Center,President,,Donald J. Trump,REP,0,140,504,174,818
Putnam,30 - Southwest Fire Dept,President,,Donald J. Trump,REP,,,,,157
Putnam,32 - Price Martin Community Center,President,,Donald J. Trump,REP,,,,,41
Putnam,33 - St Johns River State College,President,,Donald J. Trump,REP,0,54,182,100,336
Putnam,34 - St Johns River State College,President,,Donald J. Trump,REP,0,39,155,60,254
Putnam,35 - St Johns River State College,President,,Donald J. Trump,REP,0,117,199,95,411
Putnam,36 - Edgar Johnson Senior Center,President,,Donald J. Trump,REP,0,85,187,97,369
Putnam,37 - Palatka Woman's Club,President,,Donald J. Trump,REP,0,117,333,132,582
Putnam,38 - Palatka Woman's Club,President,,Donald J. Trump,REP,0,43,118,52,213
Putnam,39 - Price Martin Community Center,President,,Donald J. Trump,REP,,,,,131
Putnam,1 - South Putnam Government Center,President,,Joseph R. Biden,DEM,0,114,148,72,334
Putnam,2 - South Putnam Government Center,President,,Joseph R. Biden,DEM,0,164,168,92,424
Putnam,3 - Beulah Baptist Church,President,,Joseph R. Biden,DEM,0,113,94,63,270
Putnam,4 - First Baptist Church of Welaka,President,,Joseph R. Biden,DEM,0,59,42,53,154
Putnam,5 - First Baptist Church of Welaka,President,,Joseph R. Biden,DEM,,,,,161
Putnam,6 - Pomona Park Community Center,President,,Joseph R. Biden,DEM,,,,,95
Putnam,7 - Pomona Park Community Center,President,,Joseph R. Biden,DEM,0,110,105,48,263
Putnam,8 - Satsuma Fire Dept,President,,Joseph R. Biden,DEM,0,129,72,56,257
Putnam,9 - Satsuma Fire Dept,President,,Joseph R. Biden,DEM,,,,,101
Putnam,10 - Dunns Creek Baptist Church,President,,Joseph R. Biden,DEM,0,188,191,83,462
Putnam,11 - Putnam County Ag Center,President,,Joseph R. Biden,DEM,,,,,685
Putnam,12 - Bostwick Community Center,President,,Joseph R. Biden,DEM,0,118,81,39,238
Putnam,14 - Bardin Fire Dept,President,,Joseph R. Biden,DEM,,,,,46
Putnam,15 - Bardin Fire Dept,President,,Joseph R. Biden,DEM,,,,,17
Putnam,16 - Living Hope Family Worship Center,President,,Joseph R. Biden,DEM,0,137,135,96,368
Putnam,18 - Trinity Episcopal Church,President,,Joseph R. Biden,DEM,0,299,192,112,603
Putnam,19 - Woodlawn Baptist Church,President,,Joseph R. Biden,DEM,,,,,233
Putnam,20 - Woodlawn Baptist Church,President,,Joseph R. Biden,DEM,0,264,247,130,641
Putnam,21 - Interlachen Community Center,President,,Joseph R. Biden,DEM,,,,,221
Putnam,22 - Interlachen Community Center,President,,Joseph R. Biden,DEM,0,98,90,38,226
Putnam,23 - Interlachen Community Center,President,,Joseph R. Biden,DEM,,,,,266
Putnam,24 - Grandin Lake Shores Community Center,President,,Joseph R. Biden,DEM,0,181,136,66,383
Putnam,25 - Hollister Fire Dept,President,,Joseph R. Biden,DEM,0,61,74,33,168
Putnam,26 - Grace Community Baptist Church,President,,Joseph R. Biden,DEM,0,95,66,42,203
Putnam,27 - Southwest Fire Dept,President,,Joseph R. Biden,DEM,0,126,107,30,263
Putnam,28 - Edgar Johnson Senior Center,President,,Joseph R. Biden,DEM,,,,,493
Putnam,30 - Southwest Fire Dept,President,,Joseph R. Biden,DEM,,,,,21
Putnam,32 - Price Martin Community Center,President,,Joseph R. Biden,DEM,0,106,140,58,304
Putnam,33 - St Johns River State College,President,,Joseph R. Biden,DEM,0,63,89,62,214
Putnam,34 - St Johns River State College,President,,Joseph R. Biden,DEM,,,,,22
Putnam,35 - St Johns River State College,President,,Joseph R. Biden,DEM,0,148,225,114,487
Putnam,36 - Edgar Johnson Senior Center,President,,Joseph R. Biden,DEM,,,,,321
Putnam,37 - Palatka Woman's Club,President,,Joseph R. Biden,DEM,,,,,636
Putnam,38 - Palatka Woman's Club,President,,Joseph R. Biden,DEM,,,,,289
Putnam,39 - Price Martin Community Center,President,,Joseph R. Biden,DEM,0,199,288,171,658
Putnam,1 - South Putnam Government Center,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",LPF,,,,,3
Putnam,2 - South Putnam Government Center,President,,"Jo Jorgensen / Jeremy ""Spike"" Cohen",LPF,,,,,5
