county,precinct,office,district,candidate,party,provisional,mail,early_voting,election_day,votes
Levy,Levy County Ag Extension Office,President,,Trump/Pence,REP,0,320,655,236,1211
Levy,Williston Highlands,President,,Trump/Pence,REP,,,,,1705
Levy,Bronson Dogan Cobb Building,President,,Trump/Pence,REP,,,,,1971
Levy,Cedar Key Community Center,President,,Trump/Pence,REP,0,204,136,393,733
Levy,Tommy Usher Center,President,,Trump/Pence,REP,,,,,2130
Levy,Gulf Hammock Church of God,President,,Trump/Pence,REP,,,,,330
Levy,Williston City Hall,President,,Trump/Pence,REP,,,,,1269
Levy,Morriston Baptist Church,President,,Trump/Pence,REP,,,,,2031
Levy,Inglis Community Center,President,,Trump/Pence,REP,,,,,1587
Levy,Pine Grove Baptist Church,President,,Trump/Pence,REP,0,187,219,294,700
Levy,Miracle Vision Tabernacle,President,,Trump/Pence,REP,0,193,320,219,732
Levy,Fanning Springs City Hall,President,,Trump/Pence,REP,,,,,1236
Levy,Tommy Usher Center,President,,Trump/Pence,REP,,,,,1114
Levy,Levy County Ag Extension Office,President,,Joseph R. Biden,DEM,,,,,537
Levy,Williston Highlands,President,,Joseph R. Biden,DEM,,,,,630
Levy,Bronson Dogan Cobb Building,President,,Joseph R. Biden,DEM,,,,,790
Levy,Cedar Key Community Center,President,,Joseph R. Biden,DEM,0,190,51,119,360
Levy,Tommy Usher Center,President,,Joseph R. Biden,DEM,,,,,469
Levy,Gulf Hammock Church of God,President,,Joseph R. Biden,DEM,,,,,69
Levy,Williston City Hall,President,,Joseph R. Biden,DEM,,,,,997
Levy,Morriston Baptist Church,President,,Joseph R. Biden,DEM,,,,,593
Levy,Inglis Community Center,President,,Joseph R. Biden,DEM,0,269,41,165,475
Levy,Pine Grove Baptist Church,President,,Joseph R. Biden,DEM,,,,,131
Levy,Miracle Vision Tabernacle,President,,Joseph R. Biden,DEM,0,146,112,104,362
Levy,Fanning Springs City Hall,President,,Joseph R. Biden,DEM,,,,,316
Levy,Tommy Usher Center,President,,Joseph R. Biden,DEM,,,,,476
Levy,Levy County Ag Extension Office,President,,Jorgensen/Cohen,LPF,,,,,21
Levy,Williston Highlands,President,,Jorgensen/Cohen,LPF,,,,,16
Levy,Bronson Dogan Cobb Building,President,,Jorgensen/Cohen,LPF,,,,,14
Levy,Cedar Key Community Center,President,,Jorgensen/Cohen,LPF,,,,,4
Levy,Tommy Usher Center,President,,Jorgensen/Cohen,LPF,,,,,9
Levy,Gulf Hammock Church of God,President,,Jorgensen/Cohen,LPF,,,,,1
Levy,Williston City Hall,President,,Jorgensen/Cohen,LPF,,,,,13
Levy,Morriston Baptist Church,President,,Jorgensen/Cohen,LPF,,,,,9
Levy,Inglis Community Center,President,,Jorgensen/Cohen,LPF,,,,,9
Levy,Pine Grove Baptist Church,President,,Jorgensen/Cohen,LPF,,,,,5
Levy,Miracle Vision Tabernacle,President,,Jorgensen/Cohen,LPF,,,,,4
Levy,Fanning Springs City Hall,President,,Jorgensen/Cohen,LPF,,,,,14
Levy,Tommy Usher Center,President,,Jorgensen/Cohen,LPF,,,,,12
Levy,Levy County Ag Extension Office,President,,De La Fuente/Richardson,REF,,,,,2
Levy,Williston Highlands,President,,De La Fuente/Richardson,REF,,,,,1
Levy,Bronson Dogan Cobb Building,President,,De La Fuente/Richardson,REF,,,,,2
Levy,Cedar Key Community Center,President,,De La Fuente/Richardson,REF,,,,,3
Levy,Tommy Usher Center,President,,De La Fuente/Richardson,REF,,,,,2
Levy,Gulf Hammock Church of God,President,,De La Fuente/Richardson,REF,0,0,0,0,0
Levy,Williston City Hall,President,,De La Fuente/Richardson,REF,0,0,0,0,0
Levy,Morriston Baptist Church,President,,De La Fuente/Richardson,REF,,,,,1
Levy,Inglis Community Center,President,,De La Fuente/Richardson,REF,0,0,0,0,0
Levy,Pine Grove Baptist Church,President,,De La Fuente/Richardson,REF,0,0,0,0,0
Levy,Miracle Vision Tabernacle,President,,De La Fuente/Richardson,REF,0,0,0,0,0
Levy,Fanning Springs City Hall,President,,De La Fuente/Richardson,REF,,,,,1
Levy,Tommy Usher Center,President,,De La Fuente/Richardson,REF,,,,,2
Levy,Levy County Ag Extension Office,President,,La Riva/Freeman,PSL,0,0,0,0,0
Levy,Williston Highlands,President,,La Riva/Freeman,PSL,0,0,0,0,0
Levy,Bronson Dogan Cobb Building,President,,La Riva/Freeman,PSL,,,,,1
Levy,Cedar Key Community Center,President,,La Riva/Freeman,PSL,,,,,2
Levy,Tommy Usher Center,President,,La Riva/Freeman,PSL,,,,,1
Levy,Gulf Hammock Church of God,President,,La Riva/Freeman,PSL,0,0,0,0,0
Levy,Williston City Hall,President,,La Riva/Freeman,PSL,0,0,0,0,0
Levy,Morriston Baptist Church,President,,La Riva/Freeman,PSL,,,,,1
Levy,Inglis Community Center,President,,La Riva/Freeman,PSL,,,,,1
Levy,Pine Grove Baptist Church,President,,La Riva/Freeman,PSL,0,0,0,0,0
Levy,Miracle Vision Tabernacle,President,,La Riva/Freeman,PSL,0,0,0,0,0
Levy,Fanning Springs City Hall,President,,La Riva/Freeman,PSL,,,,,1
Levy,Tommy Usher Center,President,,La Riva/Freeman,PSL,0,0,0,0,0
Levy,Levy County Ag Extension Office,President,,Hawkins/Howard,GRE,,,,,3
Levy,Williston Highlands,President,,Hawkins/Howard,GRE,,,,,5
Levy,Bronson Dogan Cobb Building,President,,Hawkins/Howard,GRE,,,,,5
Levy,Cedar Key Community Center,President,,Hawkins/Howard,GRE,0,0,0,0,0
Levy,Tommy Usher Center,President,,Hawkins/Howard,GRE,,,,,1
Levy,Gulf Hammock Church of God,President,,Hawkins/Howard,GRE,0,0,0,0,0
Levy,Williston City Hall,President,,Hawkins/Howard,GRE,,,,,1
Levy,Morriston Baptist Church,President,,Hawkins/Howard,GRE,,,,,4
