county,precinct,office,district,candidate,party,mail,early_voting,election_day,votes
St. John's,PCT 101,President,,Donald J. Trump,REP,467,1982,373,2822
St. John's,PCT 102,President,,Donald J. Trump,REP,361,1250,253,1864
St. John's,PCT 103,President,,Donald J. Trump,REP,502,976,241,1719
St. John's,PCT 104,President,,Donald J. Trump,REP,461,1549,363,2373
St. John's,PCT 105,President,,Donald J. Trump,REP,745,2407,495,3647
St. John's,PCT 106,President,,Donald J. Trump,REP,628,2098,756,3482
St. John's,PCT 107,President,,Donald J. Trump,REP,805,2913,941,4659
St. John's,PCT 108,President,,Donald J. Trump,REP,273,894,154,1321
St. John's,PCT 109,President,,Donald J. Trump,REP,497,1671,429,2597
St. John's,PCT 110,President,,Donald J. Trump,REP,128,323,142,593
St. John's,PCT 111,President,,Donald J. Trump,REP,339,1146,255,1740
St. John's,PCT 201,President,,Donald J. Trump,REP,550,2064,442,3056
St. John's,PCT 202,President,,Donald J. Trump,REP,351,1322,490,2163
St. John's,PCT 203,President,,Donald J. Trump,REP,706,1829,792,3327
St. John's,PCT 204,President,,Donald J. Trump,REP,466,1390,568,2424
St. John's,PCT 205,President,,Donald J. Trump,REP,798,2320,739,3857
St. John's,PCT 206,President,,Donald J. Trump,REP,158,366,260,784
St. John's,PCT 207,President,,Donald J. Trump,REP,216,535,208,959
St. John's,PCT 208,President,,Donald J. Trump,REP,131,528,302,961
St. John's,PCT 209,President,,Donald J. Trump,REP,275,1137,436,1848
St. John's,PCT 301,President,,Donald J. Trump,REP,251,570,182,1003
St. John's,PCT 302,President,,Donald J. Trump,REP,786,2143,843,3772
St. John's,PCT 303,President,,Donald J. Trump,REP,170,435,297,902
St. John's,PCT 304,President,,Donald J. Trump,REP,501,1336,532,2369
St. John's,PCT 305,President,,Donald J. Trump,REP,767,1836,598,3201
St. John's,PCT 306,President,,Donald J. Trump,REP,400,771,264,1435
St. John's,PCT 307,President,,Donald J. Trump,REP,578,1916,404,2898
St. John's,PCT 308,President,,Donald J. Trump,REP,355,865,170,1390
St. John's,PCT 309,President,,Donald J. Trump,REP,785,1689,460,2934
St. John's,PCT 401,President,,Donald J. Trump,REP,714,2058,466,3238
St. John's,PCT 402,President,,Donald J. Trump,REP,1031,2592,465,4088
St. John's,PCT 403,President,,Donald J. Trump,REP,941,2189,428,3558
St. John's,PCT 404,President,,Donald J. Trump,REP,480,1085,279,1844
St. John's,PCT 405,President,,Donald J. Trump,REP,674,1981,398,3053
St. John's,PCT 406,President,,Donald J. Trump,REP,788,2181,848,3817
St. John's,PCT 407,President,,Donald J. Trump,REP,140,307,75,522
St. John's,PCT 408,President,,Donald J. Trump,REP,960,2589,991,4540
St. John's,PCT 409,President,,Donald J. Trump,REP,39,107,35,181
St. John's,PCT 410,President,,Donald J. Trump,REP,1035,1890,344,3269
St. John's,PCT 501,President,,Donald J. Trump,REP,718,1440,333,2491
St. John's,PCT 502,President,,Donald J. Trump,REP,830,1965,750,3545
St. John's,PCT 503,President,,Donald J. Trump,REP,254,454,165,873
St. John's,PCT 504,President,,Donald J. Trump,REP,565,952,540,2057
St. John's,PCT 505,President,,Donald J. Trump,REP,405,831,345,1581
St. John's,PCT 506,President,,Donald J. Trump,REP,180,274,124,578
St. John's,PCT 507,President,,Donald J. Trump,REP,102,230,159,491
St. John's,PCT 508,President,,Donald J. Trump,REP,558,1260,529,2347
St. John's,PCT 509,President,,Donald J. Trump,REP,613,1797,363,2773
St. John's,PCT 101,President,,Joseph R. Biden,DEM,689,796,118,1603
St. John's,PCT 102,President,,Joseph R. Biden,DEM,459,457,65,981
St. John's,PCT 103,President,,Joseph R. Biden,DEM,394,211,45,650
St. John's,PCT 104,President,,Joseph R. Biden,DEM,530,503,91,1124
St. John's,PCT 105,President,,Joseph R. Biden,DEM,1275,1145,179,2599
St. John's,PCT 106,President,,Joseph R. Biden,DEM,540,512,110,1162
St. John's,PCT 107,President,,Joseph R. Biden,DEM,1028,1014,237,2279
St. John's,PCT 108,President,,Joseph R. Biden,DEM,354,315,43,712
St. John's,PCT 109,President,,Joseph R. Biden,DEM,493,503,94,1090
St. John's,PCT 110,President,,Joseph R. Biden,DEM,,,,140
St. John's,PCT 111,President,,Joseph R. Biden,DEM,507,418,86,1011
St. John's,PCT 201,President,,Joseph R. Biden,DEM,680,842,112,1634
St. John's,PCT 202,President,,Joseph R. Biden,DEM,419,505,122,1046
St. John's,PCT 203,President,,Joseph R. Biden,DEM,765,651,270,1686
