county,precinct,office,district,candidate,party,provisional,mail,early_voting,election_day,votes
Miami-Dade,PRECINCT 001.0,President,,Donald J. Trump,REP,0,190,174,31,395
Miami-Dade,PRECINCT 002.0,President,,Donald J. Trump,REP,0,221,295,197,713
Miami-Dade,PRECINCT 003.0,President,,Donald J. Trump,REP,0,375,562,383,1320
Miami-Dade,PRECINCT 004.0,President,,Donald J. Trump,REP,0,276,443,257,976
Miami-Dade,PRECINCT 005.0,President,,Donald J. Trump,REP,0,441,562,311,1314
Miami-Dade,PRECINCT 006.0,President,,Donald J. Trump,REP,0,467,420,182,1069
Miami-Dade,PRECINCT 007.0,President,,Donald J. Trump,REP,0,216,314,196,726
Miami-Dade,PRECINCT 008.0,President,,Donald J. Trump,REP,0,138,181,108,427
Miami-Dade,PRECINCT 009.0,President,,Donald J. Trump,REP,0,567,643,270,1480
Miami-Dade,PRECINCT 010.0,President,,Donald J. Trump,REP,,,,,42
Miami-Dade,PRECINCT 011.0,President,,Donald J. Trump,REP,0,206,291,98,595
Miami-Dade,PRECINCT 013.0,President,,Donald J. Trump,REP,0,245,407,96,748
Miami-Dade,PRECINCT 014.0,President,,Donald J. Trump,REP,0,262,483,139,884
Miami-Dade,PRECINCT 015.0,President,,Donald J. Trump,REP,0,100,142,81,323
Miami-Dade,PRECINCT 016.0,President,,Donald J. Trump,REP,0,153,240,102,495
Miami-Dade,PRECINCT 017.0,President,,Donald J. Trump,REP,0,209,370,188,767
Miami-Dade,PRECINCT 018.0,President,,Donald J. Trump,REP,0,201,343,108,652
Miami-Dade,PRECINCT 019.0,President,,Donald J. Trump,REP,0,81,162,60,303
Miami-Dade,PRECINCT 020.0,President,,Donald J. Trump,REP,0,241,329,81,651
Miami-Dade,PRECINCT 023.0,President,,Donald J. Trump,REP,0,512,615,143,1270
Miami-Dade,PRECINCT 024.0,President,,Donald J. Trump,REP,0,204,261,78,543
Miami-Dade,PRECINCT 025.0,President,,Donald J. Trump,REP,0,304,373,73,750
Miami-Dade,PRECINCT 028.0,President,,Donald J. Trump,REP,0,268,330,130,728
Miami-Dade,PRECINCT 029.0,President,,Donald J. Trump,REP,0,288,298,113,699
Miami-Dade,PRECINCT 030.0,President,,Donald J. Trump,REP,0,371,375,98,844
Miami-Dade,PRECINCT 031.0,President,,Donald J. Trump,REP,0,169,173,58,400
Miami-Dade,PRECINCT 032.0,President,,Donald J. Trump,REP,0,454,435,97,986
Miami-Dade,PRECINCT 033.0,President,,Donald J. Trump,REP,0,164,212,62,438
Miami-Dade,PRECINCT 036.0,President,,Donald J. Trump,REP,0,279,463,125,867
Miami-Dade,PRECINCT 037.0,President,,Donald J. Trump,REP,0,67,119,57,243
Miami-Dade,PRECINCT 038.0,President,,Donald J. Trump,REP,0,79,84,33,196
Miami-Dade,PRECINCT 040.0,President,,Donald J. Trump,REP,0,201,273,113,587
Miami-Dade,PRECINCT 041.0,President,,Donald J. Trump,REP,0,312,381,186,879
Miami-Dade,PRECINCT 042.0,President,,Donald J. Trump,REP,0,157,256,121,534
Miami-Dade,PRECINCT 043.0,President,,Donald J. Trump,REP,0,109,91,57,257
Miami-Dade,PRECINCT 047.0,President,,Donald J. Trump,REP,,,,,183
Miami-Dade,PRECINCT 048.0,President,,Donald J. Trump,REP,0,574,493,163,1230
Miami-Dade,PRECINCT 051.0,President,,Donald J. Trump,REP,0,1117,1419,565,3101
Miami-Dade,PRECINCT 052.0,President,,Donald J. Trump,REP,,,,,3
Miami-Dade,PRECINCT 059.0,President,,Donald J. Trump,REP,0,0,0,0,0
Miami-Dade,PRECINCT 062.0,President,,Donald J. Trump,REP,0,0,0,0,0
Miami-Dade,PRECINCT 067.0,President,,Donald J. Trump,REP,0,316,497,133,946
Miami-Dade,PRECINCT 068.0,President,,Donald J. Trump,REP,,,,,2
Miami-Dade,PRECINCT 069.0,President,,Donald J. Trump,REP,,,,,118
Miami-Dade,PRECINCT 099.0,President,,Donald J. Trump,REP,0,334,193,215,742
Miami-Dade,PRECINCT 100.0,President,,Donald J. Trump,REP,0,695,0,0,695
Miami-Dade,PRECINCT 100.1,President,,Donald J. Trump,REP,0,0,0,0,0
Miami-Dade,PRECINCT 100.2,President,,Donald J. Trump,REP,0,117,0,0,117
Miami-Dade,PRECINCT 100.3,President,,Donald J. Trump,REP,0,345,0,0,345
Miami-Dade,PRECINCT 100.4,President,,Donald J. Trump,REP,0,95,0,0,95
Miami-Dade,PRECINCT 100.5,President,,Donald J. Trump,REP,0,102,0,0,102
Miami-Dade,PRECINCT 100.6,President,,Donald J. Trump,REP,0,106,0,0,106
Miami-Dade,PRECINCT 101.0,President,,Donald J. Trump,REP,0,377,480,89,946
Miami-Dade,PRECINCT 102.0,President,,Donald J. Trump,REP,0,786,872,124,1782
Miami-Dade,PRECINCT 103.0,President,,Donald J. Trump,REP,0,402,724,117,1243
Miami-Dade,PRECINCT 104.0,President,,Donald J. Trump,REP,,,,,79
Miami-Dade,PRECINCT 105.0,President,,Donald J. Trump,REP,0,228,303,79,610
Miami-Dade,PRECINCT 106.0,President,,Donald J. Trump,REP,0,202,247,62,511
Miami-Dade,PRECINCT 107.0,President,,Donald J. Trump,REP,,,,,4
Miami-Dade,PRECINCT 107.1,President,,Donald J. Trump,REP,0,104,140,45,289
Miami-Dade,PRECINCT 108.0,President,,Donald J. Trump,REP,0,217,321,162,700
Miami-Dade,PRECINCT 109.0,President,,Donald J. Trump,REP,0,280,573,161,1014
Miami-Dade,PRECINCT 110.0,President,,Donald J. Trump,REP,0,166,278,77,521
Miami-Dade,PRECINCT 110.1,President,,Donald J. Trump,REP,0,0,0,0,0
Miami-Dade,PRECINCT 111.0,President,,Donald J. Trump,REP,0,427,628,247,1302
Miami-Dade,PRECINCT 112.0,President,,Donald J. Trump,REP,0,39,79,67,185
Miami-Dade,PRECINCT 113.0,President,,Donald J. Trump,REP,0,130,111,164,405
Miami-Dade,PRECINCT 114.0,President,,Donald J. Trump,REP,0,441,471,66,978
Miami-Dade,PRECINCT 115.0,President,,Donald J. Trump,REP,0,268,362,139,769
Miami-Dade,PRECINCT 116.0,President,,Donald J. Trump,REP,0,202,199,60,461
Miami-Dade,PRECINCT 117.0,President,,Donald J. Trump,REP,0,82,123,64,269
Miami-Dade,PRECINCT 118.0,President,,Donald J. Trump,REP,0,79,133,73,285
Miami-Dade,PRECINCT 119.0,President,,Donald J. Trump,REP,0,309,341,124,774
Miami-Dade,PRECINCT 120.0,President,,Donald J. Trump,REP,0,146,89,48,283
Miami-Dade,PRECINCT 121.0,President,,Donald J. Trump,REP,0,96,111,74,281
Miami-Dade,PRECINCT 122.0,President,,Donald J. Trump,REP,,,,,3
Miami-Dade,PRECINCT 123.0,President,,Donald J. Trump,REP,0,281,376,135,792
Miami-Dade,PRECINCT 123.1,President,,Donald J. Trump,REP,0,0,0,0,0
Miami-Dade,PRECINCT 124.0,President,,Donald J. Trump,REP,0,505,662,320,1487
Miami-Dade,PRECINCT 125.0,President,,Donald J. Trump,REP,0,39,38,62,139
Miami-Dade,PRECINCT 126.0,President,,Donald J. Trump,REP,0,62,92,44,198
Miami-Dade,PRECINCT 127.0,President,,Donald J. Trump,REP,0,107,147,81,335
Miami-Dade,PRECINCT 128.0,President,,Donald J. Trump,REP,0,77,101,50,228
Miami-Dade,PRECINCT 129.0,President,,Donald J. Trump,REP,0,73,120,67,260
Miami-Dade,PRECINCT 130.0,President,,Donald J. Trump,REP,0,141,169,80,390
Miami-Dade,PRECINCT 131.0,President,,Donald J. Trump,REP,0,144,176,85,405
Miami-Dade,PRECINCT 133.0,President,,Donald J. Trump,REP,0,67,91,70,228
Miami-Dade,PRECINCT 134.0,President,,Donald J. Trump,REP,0,75,79,32,186
Miami-Dade,PRECINCT 135.0,President,,Donald J. Trump,REP,0,102,112,56,270
Miami-Dade,PRECINCT 136.0,President,,Donald J. Trump,REP,0,101,165,68,334
Miami-Dade,PRECINCT 137.0,President,,Donald J. Trump,REP,,,,,48
Miami-Dade,PRECINCT 138.0,President,,Donald J. Trump,REP,0,49,73,40,162
Miami-Dade,PRECINCT 138.1,President,,Donald J. Trump,REP,0,0,0,0,0
Miami-Dade,PRECINCT 139.0,President,,Donald J. Trump,REP,,,,,113
Miami-Dade,PRECINCT 140.0,President,,Donald J. Trump,REP,0,87,118,52,257
Miami-Dade,PRECINCT 141.0,President,,Donald J. Trump,REP,0,58,96,33,187
Miami-Dade,PRECINCT 142.0,President,,Donald J. Trump,REP,0,132,210,79,421
Miami-Dade,PRECINCT 143.0,President,,Donald J. Trump,REP,0,132,232,104,468
Miami-Dade,PRECINCT 144.0,President,,Donald J. Trump,REP,,,,,24
Miami-Dade,PRECINCT 145.0,President,,Donald J. Trump,REP,,,,,34
Miami-Dade,PRECINCT 146.0,President,,Donald J. Trump,REP,0,347,486,192,1025
Miami-Dade,PRECINCT 148.0,President,,Donald J. Trump,REP,0,323,426,132,881
Miami-Dade,PRECINCT 149.0,President,,Donald J. Trump,REP,0,293,275,71,639
Miami-Dade,PRECINCT 150.0,President,,Donald J. Trump,REP,,,,,74
Miami-Dade,PRECINCT 151.0,President,,Donald J. Trump,REP,,,,,95
Miami-Dade,PRECINCT 152.0,President,,Donald J. Trump,REP,0,106,117,37,260
Miami-Dade,PRECINCT 153.0,President,,Donald J. Trump,REP,,,,,17
Miami-Dade,PRECINCT 154.0,President,,Donald J. Trump,REP,0,89,121,51,261
Miami-Dade,PRECINCT 155.0,President,,Donald J. Trump,REP,0,85,142,68,295
Miami-Dade,PRECINCT 156.0,President,,Donald J. Trump,REP,0,141,175,93,409
Miami-Dade,PRECINCT 157.0,President,,Donald J. Trump,REP,0,170,162,129,461
Miami-Dade,PRECINCT 158.0,President,,Donald J. Trump,REP,,,,,96
Miami-Dade,PRECINCT 159.0,President,,Donald J. Trump,REP,0,60,82,69,211
Miami-Dade,PRECINCT 160.0,President,,Donald J. Trump,REP,0,33,68,37,138
Miami-Dade,PRECINCT 161.0,President,,Donald J. Trump,REP,0,34,77,45,156
Miami-Dade,PRECINCT 161.1,President,,Donald J. Trump,REP,,,,,5
Miami-Dade,PRECINCT 162.0,President,,Donald J. Trump,REP,,,,,132
Miami-Dade,PRECINCT 163.0,President,,Donald J. Trump,REP,,,,,140
Miami-Dade,PRECINCT 164.0,President,,Donald J. Trump,REP,0,76,118,46,240
Miami-Dade,PRECINCT 165.0,President,,Donald J. Trump,REP,,,,,42
Miami-Dade,PRECINCT 166.0,President,,Donald J. Trump,REP,,,,,51
Miami-Dade,PRECINCT 167.0,President,,Donald J. Trump,REP,,,,,227
Miami-Dade,PRECINCT 168.0,President,,Donald J. Trump,REP,0,317,661,137,1115
Miami-Dade,PRECINCT 169.0,President,,Donald J. Trump,REP,,,,,97
Miami-Dade,PRECINCT 170.0,President,,Donald J. Trump,REP,,,,,2
Miami-Dade,PRECINCT 171.0,President,,Donald J. Trump,REP,,,,,26
Miami-Dade,PRECINCT 172.0,President,,Donald J. Trump,REP,,,,,8
Miami-Dade,PRECINCT 172.1,President,,Donald J. Trump,REP,0,0,0,0,0
Miami-Dade,PRECINCT 173.0,President,,Donald J. Trump,REP,,,,,15
Miami-Dade,PRECINCT 174.0,President,,Donald J. Trump,REP,,,,,15
Miami-Dade,PRECINCT 175.0,President,,Donald J. Trump,REP,,,,,75
Miami-Dade,PRECINCT 176.0,President,,Donald J. Trump,REP,,,,,103
Miami-Dade,PRECINCT 177.0,President,,Donald J. Trump,REP,0,118,139,125,382
Miami-Dade,PRECINCT 178.0,President,,Donald J. Trump,REP,,,,,127
Miami-Dade,PRECINCT 179.0,President,,Donald J. Trump,REP,0,51,58,45,154
Miami-Dade,PRECINCT 181.0,President,,Donald J. Trump,REP,,,,,89
Miami-Dade,PRECINCT 182.0,President,,Donald J. Trump,REP,,,,,106
Miami-Dade,PRECINCT 182.1,President,,Donald J. Trump,REP,,,,,40
Miami-Dade,PRECINCT 184.0,President,,Donald J. Trump,REP,0,482,559,80,1121
Miami-Dade,PRECINCT 187.0,President,,Donald J. Trump,REP,,,,,32
Miami-Dade,PRECINCT 191.0,President,,Donald J. Trump,REP,0,169,229,45,443
Miami-Dade,PRECINCT 196.0,President,,Donald J. Trump,REP,,,,,146
Miami-Dade,PRECINCT 196.2,President,,Donald J. Trump,REP,,,,,64
Miami-Dade,PRECINCT 198.0,President,,Donald J. Trump,REP,0,205,338,79,622
Miami-Dade,PRECINCT 199.0,President,,Donald J. Trump,REP,,,,,189
Miami-Dade,PRECINCT 200.0,President,,Donald J. Trump,REP,0,345,619,170,1134
