county,precinct,office,district,candidate,party,election_day,early_voting,mail,provisional,votes
Hardee,1- Fort Green Baptist Church,President,,Donald J. Trump,REP,,,,,240
Hardee,1- Fort Green Baptist Church,President,,Joseph R. Biden,DEM,,,,,34
Hardee,1- Fort Green Baptist Church,President,,Jo Jorgensen,LPF,,,,,1
Hardee,1- Fort Green Baptist Church,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
Hardee,1- Fort Green Baptist Church,President,,Gloria La Riva,PSL,0,0,0,0,0
Hardee,1- Fort Green Baptist Church,President,,Howie Hawkins,GRE,0,0,0,0,0
Hardee,1- Fort Green Baptist Church,President,,Don Blankenship,CPF,0,0,0,0,0
Hardee,1- Fort Green Baptist Church,President,,Write-in,,,,,,1
Hardee,2- Bowling Green Faith Assembly of God,President,,Donald J. Trump,REP,131,197,75,0,403
Hardee,2- Bowling Green Faith Assembly of God,President,,Joseph R. Biden,DEM,,,,,304
Hardee,2- Bowling Green Faith Assembly of God,President,,Jo Jorgensen,LPF,,,,,5
Hardee,2- Bowling Green Faith Assembly of God,President,,"Roque ""Rocky"" De La Fuente",REF,,,,,4
Hardee,2- Bowling Green Faith Assembly of God,President,,Gloria La Riva,PSL,0,0,0,0,0
Hardee,2- Bowling Green Faith Assembly of God,President,,Howie Hawkins,GRE,0,0,0,0,0
Hardee,2- Bowling Green Faith Assembly of God,President,,Don Blankenship,CPF,0,0,0,0,0
Hardee,2- Bowling Green Faith Assembly of God,President,,Write-in,,,,,,3
Hardee,3- Bowling Green Council Chambers,President,,Donald J. Trump,REP,142,149,43,0,334
Hardee,3- Bowling Green Council Chambers,President,,Joseph R. Biden,DEM,,,,,128
Hardee,3- Bowling Green Council Chambers,President,,Jo Jorgensen,LPF,,,,,5
Hardee,3- Bowling Green Council Chambers,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
Hardee,3- Bowling Green Council Chambers,President,,Gloria La Riva,PSL,0,0,0,0,0
Hardee,3- Bowling Green Council Chambers,President,,Howie Hawkins,GRE,,,,,1
Hardee,3- Bowling Green Council Chambers,President,,Don Blankenship,CPF,0,0,0,0,0
Hardee,3- Bowling Green Council Chambers,President,,Write-in,,0,0,0,0,0
Hardee,4- First United Methodist Church of Wauchula,President,,Donald J. Trump,REP,138,274,68,0,480
Hardee,4- First United Methodist Church of Wauchula,President,,Joseph R. Biden,DEM,44,80,38,0,162
Hardee,4- First United Methodist Church of Wauchula,President,,Jo Jorgensen,LPF,,,,,3
Hardee,4- First United Methodist Church of Wauchula,President,,"Roque ""Rocky"" De La Fuente",REF,,,,,1
Hardee,4- First United Methodist Church of Wauchula,President,,Gloria La Riva,PSL,,,,,1
Hardee,4- First United Methodist Church of Wauchula,President,,Howie Hawkins,GRE,,,,,1
Hardee,4- First United Methodist Church of Wauchula,President,,Don Blankenship,CPF,0,0,0,0,0
Hardee,4- First United Methodist Church of Wauchula,President,,Write-in,,0,0,0,0,0
Hardee,5- Ona Baptist Church,President,,Donald J. Trump,REP,206,129,49,0,384
Hardee,5- Ona Baptist Church,President,,Joseph R. Biden,DEM,,,,,65
Hardee,5- Ona Baptist Church,President,,Jo Jorgensen,LPF,,,,,1
Hardee,5- Ona Baptist Church,President,,"Roque ""Rocky"" De La Fuente",REF,,,,,1
Hardee,5- Ona Baptist Church,President,,Gloria La Riva,PSL,,,,,1
Hardee,5- Ona Baptist Church,President,,Howie Hawkins,GRE,0,0,0,0,0
Hardee,5- Ona Baptist Church,President,,Don Blankenship,CPF,0,0,0,0,0
Hardee,5- Ona Baptist Church,President,,Write-in,,0,0,0,0,0
Hardee,6- Courthouse Annex,President,,Donald J. Trump,REP,106,182,52,0,340
Hardee,6- Courthouse Annex,President,,Joseph R. Biden,DEM,40,50,59,0,149
Hardee,6- Courthouse Annex,President,,Jo Jorgensen,LPF,,,,,7
Hardee,6- Courthouse Annex,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
Hardee,6- Courthouse Annex,President,,Gloria La Riva,PSL,,,,,2
Hardee,6- Courthouse Annex,President,,Howie Hawkins,GRE,,,,,1
Hardee,6- Courthouse Annex,President,,Don Blankenship,CPF,0,0,0,0,0
Hardee,6- Courthouse Annex,President,,Write-in,,,,,,1
Hardee,7- Zolfo Springs Civic Center,President,,Donald J. Trump,REP,354,623,214,0,"1,191"
Hardee,7- Zolfo Springs Civic Center,President,,Joseph R. Biden,DEM,126,148,133,0,407
Hardee,7- Zolfo Springs Civic Center,President,,Jo Jorgensen,LPF,,,,,5
Hardee,7- Zolfo Springs Civic Center,President,,"Roque ""Rocky"" De La Fuente",REF,,,,,3
Hardee,7- Zolfo Springs Civic Center,President,,Gloria La Riva,PSL,0,0,0,0,0
Hardee,7- Zolfo Springs Civic Center,President,,Howie Hawkins,GRE,,,,,1
Hardee,7- Zolfo Springs Civic Center,President,,Don Blankenship,CPF,0,0,0,0,0
Hardee,7- Zolfo Springs Civic Center,President,,Write-in,,,,,,2
Hardee,8- First Missionary Baptist Church,President,,Donald J. Trump,REP,,,,,29
Hardee,8- First Missionary Baptist Church,President,,Joseph R. Biden,DEM,113,77,42,0,232
Hardee,8- First Missionary Baptist Church,President,,Jo Jorgensen,LPF,0,0,0,0,0
Hardee,8- First Missionary Baptist Church,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
Hardee,8- First Missionary Baptist Church,President,,Gloria La Riva,PSL,0,0,0,0,0
Hardee,8- First Missionary Baptist Church,President,,Howie Hawkins,GRE,,,,,1
Hardee,8- First Missionary Baptist Church,President,,Don Blankenship,CPF,0,0,0,0,0
Hardee,8- First Missionary Baptist Church,President,,Write-in,,,,,,1
Hardee,9- New Hope Baptist Church,President,,Donald J. Trump,REP,417,516,183,0,"1,116"
Hardee,9- New Hope Baptist Church,President,,Joseph R. Biden,DEM,75,83,84,0,242
Hardee,9- New Hope Baptist Church,President,,Jo Jorgensen,LPF,,,,,3
Hardee,9- New Hope Baptist Church,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
Hardee,9- New Hope Baptist Church,President,,Gloria La Riva,PSL,,,,,2
Hardee,9- New Hope Baptist Church,President,,Howie Hawkins,GRE,,,,,1
Hardee,9- New Hope Baptist Church,President,,Don Blankenship,CPF,,,,,1
Hardee,9- New Hope Baptist Church,President,,Write-in,,,,,,2
Hardee,10- Wauchula Old City Hall,President,,Donald J. Trump,REP,97,224,54,0,375
Hardee,10- Wauchula Old City Hall,President,,Joseph R. Biden,DEM,72,89,46,0,207
Hardee,10- Wauchula Old City Hall,President,,Jo Jorgensen,LPF,,,,,4
Hardee,10- Wauchula Old City Hall,President,,"Roque ""Rocky"" De La Fuente",REF,,,,,1
Hardee,10- Wauchula Old City Hall,President,,Gloria La Riva,PSL,0,0,0,0,0
Hardee,10- Wauchula Old City Hall,President,,Howie Hawkins,GRE,,,,,1
Hardee,10- Wauchula Old City Hall,President,,Don Blankenship,CPF,0,0,0,0,0
Hardee,10- Wauchula Old City Hall,President,,Write-in,,,,,,4
Hardee,11- PRECO Main Bldg,President,,Donald J. Trump,REP,121,146,68,0,335
Hardee,11- PRECO Main Bldg,President,,Joseph R. Biden,DEM,,,,,218
Hardee,11- PRECO Main Bldg,President,,Jo Jorgensen,LPF,,,,,1
Hardee,11- PRECO Main Bldg,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
Hardee,11- PRECO Main Bldg,President,,Gloria La Riva,PSL,0,0,0,0,0
Hardee,11- PRECO Main Bldg,President,,Howie Hawkins,GRE,,,,,1
Hardee,11- PRECO Main Bldg,President,,Don Blankenship,CPF,0,0,0,0,0
Hardee,11- PRECO Main Bldg,President,,Write-in,,,,,,2
Hardee,12- Civic Center,President,,Donald J. Trump,REP,230,536,129,0,895
Hardee,12- Civic Center,President,,Joseph R. Biden,DEM,32,68,50,0,150
Hardee,12- Civic Center,President,,Jo Jorgensen,LPF,,,,,5
Hardee,12- Civic Center,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
Hardee,12- Civic Center,President,,Gloria La Riva,PSL,0,0,0,0,0
Hardee,12- Civic Center,President,,Howie Hawkins,GRE,0,0,0,0,0
Hardee,12- Civic Center,President,,Don Blankenship,CPF,0,0,0,0,0
Hardee,12- Civic Center,President,,Write-in,,,,,,1
Hardee,1- Fort Green Baptist Church,U.S. House,17,Greg Steube,REP,,,,,233
Hardee,1- Fort Green Baptist Church,U.S. House,17,Allen Ellison,DEM,,,,,35
Hardee,1- Fort Green Baptist Church,U.S. House,17,Theodore âPink Tieâ Murray,NPA,,,,,2
Hardee,2- Bowling Green Faith Assembly of God,U.S. House,17,Greg Steube,REP,108,187,76,0,371
Hardee,2- Bowling Green Faith Assembly of God,U.S. House,17,Allen Ellison,DEM,,,,,324
Hardee,2- Bowling Green Faith Assembly of God,U.S. House,17,Theodore âPink Tieâ Murray,NPA,,,,,11
Hardee,3- Bowling Green Council Chambers,U.S. House,17,Greg Steube,REP,120,143,41,0,304
Hardee,3- Bowling Green Council Chambers,U.S. House,17,Allen Ellison,DEM,,,,,141
Hardee,3- Bowling Green Council Chambers,U.S. House,17,Theodore âPink Tieâ Murray,NPA,,,,,15
Hardee,4- First United Methodist Church of Wauchula,U.S. House,17,Greg Steube,REP,122,252,69,0,443
Hardee,4- First United Methodist Church of Wauchula,U.S. House,17,Allen Ellison,DEM,50,84,36,0,170
Hardee,4- First United Methodist Church of Wauchula,U.S. House,17,Theodore âPink Tieâ Murray,NPA,,,,,18
Hardee,5- Ona Baptist Church,U.S. House,17,Greg Steube,REP,202,126,48,0,376
Hardee,5- Ona Baptist Church,U.S. House,17,Allen Ellison,DEM,,,,,62
Hardee,5- Ona Baptist Church,U.S. House,17,Theodore âPink Tieâ Murray,NPA,,,,,4
Hardee,6- Courthouse Annex,U.S. House,17,Greg Steube,REP,91,172,56,0,319
Hardee,6- Courthouse Annex,U.S. House,17,Allen Ellison,DEM,53,61,52,0,166
Hardee,6- Courthouse Annex,U.S. House,17,Theodore âPink Tieâ Murray,NPA,,,,,9
Hardee,7- Zolfo Springs Civic Center,U.S. House,17,Greg Steube,REP,332,594,202,0,"1,128"
Hardee,7- Zolfo Springs Civic Center,U.S. House,17,Allen Ellison,DEM,128,157,138,0,423
Hardee,7- Zolfo Springs Civic Center,U.S. House,17,Theodore âPink Tieâ Murray,NPA,,,,,23
Hardee,8- First Missionary Baptist Church,U.S. House,17,Greg Steube,REP,,,,,24
Hardee,8- First Missionary Baptist Church,U.S. House,17,Allen Ellison,DEM,113,76,41,0,230
