county,precinct,office,district,candidate,party,provisional,mail,early_voting,election_day,votes
Baker,Sanderson 1A,President,,Donald J. Trump,REP,0,220,707,377,1304
Baker,South Macclenny 2A,President,,Donald J. Trump,REP,0,422,1177,517,2116
Baker,North Macclenny 3A,President,,Donald J. Trump,REP,0,412,1372,602,2386
Baker,Baxter 4A,President,,Donald J. Trump,REP,,,,,173
Baker,Taylor 4B,President,,Donald J. Trump,REP,0,82,129,275,486
Baker,Macedonia 4C,President,,Donald J. Trump,REP,0,294,1017,371,1682
Baker,Cuyler 4D,President,,Donald J. Trump,REP,0,123,324,359,806
Baker,Glen St. Mary 5A,President,,Donald J. Trump,REP,0,480,1621,706,2807
Baker,Olustee 6A,President,,Donald J. Trump,REP,,,,,151
Baker,Sanderson 1A,President,,Joseph R. Biden,DEM,0,165,188,214,567
Baker,South Macclenny 2A,President,,Joseph R. Biden,DEM,0,170,191,147,508
Baker,North Macclenny 3A,President,,Joseph R. Biden,DEM,0,138,187,72,397
Baker,Baxter 4A,President,,Joseph R. Biden,DEM,,,,,8
Baker,Taylor 4B,President,,Joseph R. Biden,DEM,,,,,35
Baker,Macedonia 4C,President,,Joseph R. Biden,DEM,,,,,170
Baker,Cuyler 4D,President,,Joseph R. Biden,DEM,,,,,61
Baker,Glen St. Mary 5A,President,,Joseph R. Biden,DEM,0,114,70,37,221
Baker,Olustee 6A,President,,Joseph R. Biden,DEM,,,,,70
Baker,Sanderson 1A,President,,Jo Jorgensen,LPF,,,,,14
Baker,South Macclenny 2A,President,,Jo Jorgensen,LPF,,,,,15
Baker,North Macclenny 3A,President,,Jo Jorgensen,LPF,,,,,19
Baker,Baxter 4A,President,,Jo Jorgensen,LPF,,,,,1
Baker,Taylor 4B,President,,Jo Jorgensen,LPF,,,,,5
Baker,Macedonia 4C,President,,Jo Jorgensen,LPF,,,,,10
Baker,Cuyler 4D,President,,Jo Jorgensen,LPF,,,,,5
Baker,Glen St. Mary 5A,President,,Jo Jorgensen,LPF,,,,,23
Baker,Olustee 6A,President,,Jo Jorgensen,LPF,,,,,1
Baker,Sanderson 1A,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0,0
