county,precinct,office,district,candidate,party,mail,early_voting,election_day,votes
Indian River,Precinct 14,President,,Joseph R. Biden,DEM,759,212,34,1005
Indian River,Precinct 15,President,,Joseph R. Biden,DEM,-,-,-,144
Indian River,Precinct 16,President,,Joseph R. Biden,DEM,950,234,82,1266
Indian River,Precinct 17,President,,Joseph R. Biden,DEM,1083,342,125,1550
Indian River,Precinct 18,President,,Joseph R. Biden,DEM,776,258,48,1082
Indian River,Precinct 19,President,,Joseph R. Biden,DEM,717,358,129,1204
Indian River,Precinct 20,President,,Joseph R. Biden,DEM,-,-,-,214
Indian River,Precinct 21,President,,Joseph R. Biden,DEM,830,750,346,1926
Indian River,Precinct 22,President,,Joseph R. Biden,DEM,901,310,110,1321
Indian River,Precinct 23,President,,Joseph R. Biden,DEM,497,268,122,887
Indian River,Precinct 24,President,,Joseph R. Biden,DEM,178,76,58,312
Indian River,Precinct 26,President,,Joseph R. Biden,DEM,507,215,124,846
Indian River,Precinct 27,President,,Joseph R. Biden,DEM,883,370,174,1427
Indian River,Precinct 28,President,,Joseph R. Biden,DEM,2673,1414,562,4649
Indian River,Precinct 29,President,,Joseph R. Biden,DEM,-,-,-,51
Indian River,Precinct 30,President,,Joseph R. Biden,DEM,631,280,126,1037
Indian River,Precinct 31,President,,Joseph R. Biden,DEM,613,296,98,1007
Indian River,Precinct 32,President,,Joseph R. Biden,DEM,1181,546,143,1870
Indian River,Precinct 33,President,,Joseph R. Biden,DEM,738,153,41,932
Indian River,Precinct 34,President,,Joseph R. Biden,DEM,795,268,140,1203
Indian River,Precinct 35,President,,Joseph R. Biden,DEM,772,213,57,1042
Indian River,Precinct 36,President,,Joseph R. Biden,DEM,458,201,32,691
Indian River,Precinct 1,President,,Jo Jorgensen,LPF,0,0,0,0
Indian River,Precinct 2,President,,Jo Jorgensen,LPF,-,-,-,3
Indian River,Precinct 3,President,,Jo Jorgensen,LPF,-,-,-,1
Indian River,Precinct 4,President,,Jo Jorgensen,LPF,0,0,0,0
Indian River,Precinct 5,President,,Jo Jorgensen,LPF,-,-,-,33
Indian River,Precinct 6,President,,Jo Jorgensen,LPF,-,-,-,4
Indian River,Precinct 7,President,,Jo Jorgensen,LPF,-,-,-,7
Indian River,Precinct 8,President,,Jo Jorgensen,LPF,-,-,-,31
Indian River,Precinct 9,President,,Jo Jorgensen,LPF,-,-,-,22
Indian River,Precinct 10,President,,Jo Jorgensen,LPF,-,-,-,31
Indian River,Precinct 11,President,,Jo Jorgensen,LPF,0,0,0,0
Indian River,Precinct 12,President,,Jo Jorgensen,LPF,-,-,-,4
Indian River,Precinct 13,President,,Jo Jorgensen,LPF,-,-,-,26
Indian River,Precinct 14,President,,Jo Jorgensen,LPF,-,-,-,7
Indian River,Precinct 15,President,,Jo Jorgensen,LPF,0,0,0,0
Indian River,Precinct 16,President,,Jo Jorgensen,LPF,-,-,-,7
Indian River,Precinct 17,President,,Jo Jorgensen,LPF,-,-,-,25
Indian River,Precinct 18,President,,Jo Jorgensen,LPF,-,-,-,8
Indian River,Precinct 19,President,,Jo Jorgensen,LPF,-,-,-,14
Indian River,Precinct 20,President,,Jo Jorgensen,LPF,-,-,-,2
Indian River,Precinct 21,President,,Jo Jorgensen,LPF,-,-,-,9
Indian River,Precinct 22,President,,Jo Jorgensen,LPF,-,-,-,21
Indian River,Precinct 23,President,,Jo Jorgensen,LPF,-,-,-,17
Indian River,Precinct 24,President,,Jo Jorgensen,LPF,-,-,-,5
Indian River,Precinct 26,President,,Jo Jorgensen,LPF,-,-,-,5
Indian River,Precinct 27,President,,Jo Jorgensen,LPF,-,-,-,31
Indian River,Precinct 28,President,,Jo Jorgensen,LPF,-,-,-,84
Indian River,Precinct 29,President,,Jo Jorgensen,LPF,0,0,0,0
Indian River,Precinct 30,President,,Jo Jorgensen,LPF,-,-,-,35
Indian River,Precinct 31,President,,Jo Jorgensen,LPF,-,-,-,15
Indian River,Precinct 32,President,,Jo Jorgensen,LPF,-,-,-,38
Indian River,Precinct 33,President,,Jo Jorgensen,LPF,-,-,-,15
Indian River,Precinct 34,President,,Jo Jorgensen,LPF,-,-,-,17
Indian River,Precinct 35,President,,Jo Jorgensen,LPF,-,-,-,7
Indian River,Precinct 36,President,,Jo Jorgensen,LPF,-,-,-,10
Indian River,Precinct 1,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0
Indian River,Precinct 2,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0
Indian River,Precinct 3,President,,"Roque ""Rocky"" De La Fuente",REF,-,-,-,1
Indian River,Precinct 4,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0
Indian River,Precinct 5,President,,"Roque ""Rocky"" De La Fuente",REF,-,-,-,3
Indian River,Precinct 6,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0
Indian River,Precinct 7,President,,"Roque ""Rocky"" De La Fuente",REF,-,-,-,1
Indian River,Precinct 8,President,,"Roque ""Rocky"" De La Fuente",REF,-,-,-,1
Indian River,Precinct 9,President,,"Roque ""Rocky"" De La Fuente",REF,-,-,-,2
Indian River,Precinct 10,President,,"Roque ""Rocky"" De La Fuente",REF,-,-,-,2
Indian River,Precinct 11,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0
Indian River,Precinct 12,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0
Indian River,Precinct 13,President,,"Roque ""Rocky"" De La Fuente",REF,-,-,-,1
Indian River,Precinct 14,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0
Indian River,Precinct 15,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0
Indian River,Precinct 16,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0
Indian River,Precinct 17,President,,"Roque ""Rocky"" De La Fuente",REF,-,-,-,2
Indian River,Precinct 18,President,,"Roque ""Rocky"" De La Fuente",REF,-,-,-,2
Indian River,Precinct 19,President,,"Roque ""Rocky"" De La Fuente",REF,-,-,-,1
Indian River,Precinct 20,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0
Indian River,Precinct 21,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0
Indian River,Precinct 22,President,,"Roque ""Rocky"" De La Fuente",REF,-,-,-,1
Indian River,Precinct 23,President,,"Roque ""Rocky"" De La Fuente",REF,-,-,-,1
Indian River,Precinct 24,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0
Indian River,Precinct 26,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0
Indian River,Precinct 27,President,,"Roque ""Rocky"" De La Fuente",REF,-,-,-,3
Indian River,Precinct 28,President,,"Roque ""Rocky"" De La Fuente",REF,-,-,-,9
Indian River,Precinct 29,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0
Indian River,Precinct 30,President,,"Roque ""Rocky"" De La Fuente",REF,-,-,-,3
Indian River,Precinct 31,President,,"Roque ""Rocky"" De La Fuente",REF,-,-,-,1
Indian River,Precinct 32,President,,"Roque ""Rocky"" De La Fuente",REF,-,-,-,1
Indian River,Precinct 33,President,,"Roque ""Rocky"" De La Fuente",REF,-,-,-,3
Indian River,Precinct 34,President,,"Roque ""Rocky"" De La Fuente",REF,-,-,-,2
Indian River,Precinct 35,President,,"Roque ""Rocky"" De La Fuente",REF,0,0,0,0
Indian River,Precinct 36,President,,"Roque ""Rocky"" De La Fuente",REF,-,-,-,3
Indian River,Precinct 1,President,,Gloria La Riva,PSL,0,0,0,0
Indian River,Precinct 2,President,,Gloria La Riva,PSL,0,0,0,0
Indian River,Precinct 3,President,,Gloria La Riva,PSL,0,0,0,0
Indian River,Precinct 4,President,,Gloria La Riva,PSL,0,0,0,0
Indian River,Precinct 5,President,,Gloria La Riva,PSL,-,-,-,1
Indian River,Precinct 6,President,,Gloria La Riva,PSL,0,0,0,0
Indian River,Precinct 7,President,,Gloria La Riva,PSL,-,-,-,1
Indian River,Precinct 8,President,,Gloria La Riva,PSL,-,-,-,2
Indian River,Precinct 9,President,,Gloria La Riva,PSL,0,0,0,0
Indian River,Precinct 10,President,,Gloria La Riva,PSL,0,0,0,0
Indian River,Precinct 11,President,,Gloria La Riva,PSL,0,0,0,0
Indian River,Precinct 12,President,,Gloria La Riva,PSL,0,0,0,0
Indian River,Precinct 13,President,,Gloria La Riva,PSL,-,-,-,1
Indian River,Precinct 14,President,,Gloria La Riva,PSL,0,0,0,0
Indian River,Precinct 15,President,,Gloria La Riva,PSL,0,0,0,0
Indian River,Precinct 16,President,,Gloria La Riva,PSL,-,-,-,1
Indian River,Precinct 17,President,,Gloria La Riva,PSL,0,0,0,0
Indian River,Precinct 18,President,,Gloria La Riva,PSL,-,-,-,1
Indian River,Precinct 19,President,,Gloria La Riva,PSL,0,0,0,0
Indian River,Precinct 20,President,,Gloria La Riva,PSL,-,-,-,1
Indian River,Precinct 21,President,,Gloria La Riva,PSL,-,-,-,2
Indian River,Precinct 22,President,,Gloria La Riva,PSL,0,0,0,0
Indian River,Precinct 23,President,,Gloria La Riva,PSL,-,-,-,2
Indian River,Precinct 24,President,,Gloria La Riva,PSL,-,-,-,1
Indian River,Precinct 26,President,,Gloria La Riva,PSL,-,-,-,4
Indian River,Precinct 27,President,,Gloria La Riva,PSL,-,-,-,3
Indian River,Precinct 28,President,,Gloria La Riva,PSL,-,-,-,8
Indian River,Precinct 29,President,,Gloria La Riva,PSL,0,0,0,0
Indian River,Precinct 30,President,,Gloria La Riva,PSL,-,-,-,1
Indian River,Precinct 31,President,,Gloria La Riva,PSL,0,0,0,0
Indian River,Precinct 32,President,,Gloria La Riva,PSL,-,-,-,1
Indian River,Precinct 33,President,,Gloria La Riva,PSL,-,-,-,1
Indian River,Precinct 34,President,,Gloria La Riva,PSL,-,-,-,1
Indian River,Precinct 35,President,,Gloria La Riva,PSL,-,-,-,1
Indian River,Precinct 36,President,,Gloria La Riva,PSL,0,0,0,0
Indian River,Precinct 1,President,,Howie Hawkins,GRE,0,0,0,0
Indian River,Precinct 2,President,,Howie Hawkins,GRE,-,-,-,1
Indian River,Precinct 3,President,,Howie Hawkins,GRE,0,0,0,0
Indian River,Precinct 4,President,,Howie Hawkins,GRE,0,0,0,0
Indian River,Precinct 5,President,,Howie Hawkins,GRE,-,-,-,8
Indian River,Precinct 6,President,,Howie Hawkins,GRE,-,-,-,3
Indian River,Precinct 7,President,,Howie Hawkins,GRE,-,-,-,4
Indian River,Precinct 8,President,,Howie Hawkins,GRE,0,0,0,0
Indian River,Precinct 9,President,,Howie Hawkins,GRE,-,-,-,7
Indian River,Precinct 10,President,,Howie Hawkins,GRE,-,-,-,7
Indian River,Precinct 11,President,,Howie Hawkins,GRE,-,-,-,1
Indian River,Precinct 12,President,,Howie Hawkins,GRE,0,0,0,0
Indian River,Precinct 13,President,,Howie Hawkins,GRE,-,-,-,3
Indian River,Precinct 14,President,,Howie Hawkins,GRE,0,0,0,0
Indian River,Precinct 15,President,,Howie Hawkins,GRE,0,0,0,0
Indian River,Precinct 16,President,,Howie Hawkins,GRE,-,-,-,3
Indian River,Precinct 17,President,,Howie Hawkins,GRE,-,-,-,4
Indian River,Precinct 18,President,,Howie Hawkins,GRE,0,0,0,0
Indian River,Precinct 19,President,,Howie Hawkins,GRE,-,-,-,5
Indian River,Precinct 20,President,,Howie Hawkins,GRE,0,0,0,0
Indian River,Precinct 21,President,,Howie Hawkins,GRE,-,-,-,5
Indian River,Precinct 22,President,,Howie Hawkins,GRE,-,-,-,2
Indian River,Precinct 23,President,,Howie Hawkins,GRE,-,-,-,4
Indian River,Precinct 24,President,,Howie Hawkins,GRE,-,-,-,4
Indian River,Precinct 26,President,,Howie Hawkins,GRE,-,-,-,1
Indian River,Precinct 27,President,,Howie Hawkins,GRE,-,-,-,7
Indian River,Precinct 28,President,,Howie Hawkins,GRE,-,-,-,14
Indian River,Precinct 29,President,,Howie Hawkins,GRE,0,0,0,0
Indian River,Precinct 30,President,,Howie Hawkins,GRE,-,-,-,7
Indian River,Precinct 31,President,,Howie Hawkins,GRE,-,-,-,4
Indian River,Precinct 32,President,,Howie Hawkins,GRE,-,-,-,6
Indian River,Precinct 33,President,,Howie Hawkins,GRE,-,-,-,2
Indian River,Precinct 34,President,,Howie Hawkins,GRE,-,-,-,6
Indian River,Precinct 35,President,,Howie Hawkins,GRE,-,-,-,3
Indian River,Precinct 36,President,,Howie Hawkins,GRE,-,-,-,6
Indian River,Precinct 1,President,,Don Blankenship,CPF,-,-,-,1
Indian River,Precinct 2,President,,Don Blankenship,CPF,0,0,0,0
Indian River,Precinct 3,President,,Don Blankenship,CPF,-,-,-,1
Indian River,Precinct 4,President,,Don Blankenship,CPF,0,0,0,0
Indian River,Precinct 5,President,,Don Blankenship,CPF,-,-,-,1
Indian River,Precinct 6,President,,Don Blankenship,CPF,-,-,-,2
Indian River,Precinct 7,President,,Don Blankenship,CPF,-,-,-,1
Indian River,Precinct 8,President,,Don Blankenship,CPF,-,-,-,2
Indian River,Precinct 9,President,,Don Blankenship,CPF,-,-,-,2
Indian River,Precinct 10,President,,Don Blankenship,CPF,0,0,0,0
Indian River,Precinct 11,President,,Don Blankenship,CPF,-,-,-,1
Indian River,Precinct 12,President,,Don Blankenship,CPF,0,0,0,0
Indian River,Precinct 13,President,,Don Blankenship,CPF,-,-,-,1
Indian River,Precinct 14,President,,Don Blankenship,CPF,-,-,-,1
Indian River,Precinct 15,President,,Don Blankenship,CPF,-,-,-,1
Indian River,Precinct 16,President,,Don Blankenship,CPF,-,-,-,2
Indian River,Precinct 17,President,,Don Blankenship,CPF,-,-,-,3
Indian River,Precinct 18,President,,Don Blankenship,CPF,0,0,0,0
Indian River,Precinct 19,President,,Don Blankenship,CPF,0,0,0,0
Indian River,Precinct 20,President,,Don Blankenship,CPF,-,-,-,2
Indian River,Precinct 21,President,,Don Blankenship,CPF,0,0,0,0
Indian River,Precinct 22,President,,Don Blankenship,CPF,-,-,-,2
Indian River,Precinct 23,President,,Don Blankenship,CPF,-,-,-,2
Indian River,Precinct 24,President,,Don Blankenship,CPF,0,0,0,0
Indian River,Precinct 26,President,,Don Blankenship,CPF,0,0,0,0
Indian River,Precinct 27,President,,Don Blankenship,CPF,-,-,-,2
Indian River,Precinct 28,President,,Don Blankenship,CPF,-,-,-,2
Indian River,Precinct 29,President,,Don Blankenship,CPF,0,0,0,0
Indian River,Precinct 30,President,,Don Blankenship,CPF,-,-,-,1
Indian River,Precinct 31,President,,Don Blankenship,CPF,-,-,-,4
Indian River,Precinct 32,President,,Don Blankenship,CPF,-,-,-,3
Indian River,Precinct 33,President,,Don Blankenship,CPF,0,0,0,0
Indian River,Precinct 34,President,,Don Blankenship,CPF,-,-,-,1
Indian River,Precinct 35,President,,Don Blankenship,CPF,0,0,0,0
Indian River,Precinct 36,President,,Don Blankenship,CPF,0,0,0,0
Indian River,Precinct 1,President,,WRITE-IN,,0,0,0,0
Indian River,Precinct 2,President,,WRITE-IN,,-,-,-,2
Indian River,Precinct 3,President,,WRITE-IN,,0,0,0,0
Indian River,Precinct 4,President,,WRITE-IN,,0,0,0,0
Indian River,Precinct 5,President,,WRITE-IN,,-,-,-,8
Indian River,Precinct 6,President,,WRITE-IN,,-,-,-,5
Indian River,Precinct 7,President,,WRITE-IN,,-,-,-,3
Indian River,Precinct 8,President,,WRITE-IN,,-,-,-,10
Indian River,Precinct 9,President,,WRITE-IN,,-,-,-,7
Indian River,Precinct 10,President,,WRITE-IN,,-,-,-,9
Indian River,Precinct 11,President,,WRITE-IN,,-,-,-,3
Indian River,Precinct 12,President,,WRITE-IN,,-,-,-,2
Indian River,Precinct 13,President,,WRITE-IN,,-,-,-,15
Indian River,Precinct 14,President,,WRITE-IN,,-,-,-,16
Indian River,Precinct 15,President,,WRITE-IN,,-,-,-,3
Indian River,Precinct 16,President,,WRITE-IN,,-,-,-,20
Indian River,Precinct 17,President,,WRITE-IN,,-,-,-,15
Indian River,Precinct 18,President,,WRITE-IN,,-,-,-,13
Indian River,Precinct 19,President,,WRITE-IN,,-,-,-,13
Indian River,Precinct 20,President,,WRITE-IN,,-,-,-,1
Indian River,Precinct 21,President,,WRITE-IN,,-,-,-,8
Indian River,Precinct 22,President,,WRITE-IN,,-,-,-,8
Indian River,Precinct 23,President,,WRITE-IN,,-,-,-,4
Indian River,Precinct 24,President,,WRITE-IN,,0,0,0,0
Indian River,Precinct 26,President,,WRITE-IN,,-,-,-,4
Indian River,Precinct 27,President,,WRITE-IN,,-,-,-,11
Indian River,Precinct 28,President,,WRITE-IN,,-,-,-,25
Indian River,Precinct 29,President,,WRITE-IN,,0,0,0,0
Indian River,Precinct 30,President,,WRITE-IN,,-,-,-,10
Indian River,Precinct 31,President,,WRITE-IN,,-,-,-,7
Indian River,Precinct 32,President,,WRITE-IN,,-,-,-,13
Indian River,Precinct 33,President,,WRITE-IN,,-,-,-,6
Indian River,Precinct 34,President,,WRITE-IN,,-,-,-,6
Indian River,Precinct 35,President,,WRITE-IN,,-,-,-,5
Indian River,Precinct 36,President,,WRITE-IN,,-,-,-,7
Indian River,Precinct 1,U.S. House,8,Bill Posey,REP,-,-,-,37
Indian River,Precinct 2,U.S. House,8,Bill Posey,REP,80,102,140,322
Indian River,Precinct 3,U.S. House,8,Bill Posey,REP,204,377,248,829
Indian River,Precinct 4,U.S. House,8,Bill Posey,REP,-,-,-,21
Indian River,Precinct 5,U.S. House,8,Bill Posey,REP,788,1474,501,2763
Indian River,Precinct 6,U.S. House,8,Bill Posey,REP,245,416,177,838
Indian River,Precinct 7,U.S. House,8,Bill Posey,REP,419,568,161,1148
Indian River,Precinct 8,U.S. House,8,Bill Posey,REP,756,1268,467,2491
Indian River,Precinct 9,U.S. House,8,Bill Posey,REP,1091,1644,676,3411
Indian River,Precinct 10,U.S. House,8,Bill Posey,REP,1170,1590,676,3436
Indian River,Precinct 11,U.S. House,8,Bill Posey,REP,328,353,88,769
Indian River,Precinct 12,U.S. House,8,Bill Posey,REP,304,472,145,921
Indian River,Precinct 13,U.S. House,8,Bill Posey,REP,1867,1621,483,3971
Indian River,Precinct 14,U.S. House,8,Bill Posey,REP,765,466,121,1352
Indian River,Precinct 15,U.S. House,8,Bill Posey,REP,-,-,-,343
Indian River,Precinct 16,U.S. House,8,Bill Posey,REP,1408,800,404,2612
Indian River,Precinct 17,U.S. House,8,Bill Posey,REP,1142,890,502,2534
Indian River,Precinct 18,U.S. House,8,Bill Posey,REP,1040,749,355,2144
Indian River,Precinct 19,U.S. House,8,Bill Posey,REP,714,852,438,2004
Indian River,Precinct 20,U.S. House,8,Bill Posey,REP,148,107,62,317
Indian River,Precinct 21,U.S. House,8,Bill Posey,REP,148,235,98,481
Indian River,Precinct 22,U.S. House,8,Bill Posey,REP,825,959,434,2218
Indian River,Precinct 23,U.S. House,8,Bill Posey,REP,403,463,264,1130
Indian River,Precinct 24,U.S. House,8,Bill Posey,REP,105,133,64,302
Indian River,Precinct 26,U.S. House,8,Bill Posey,REP,313,347,205,865
Indian River,Precinct 27,U.S. House,8,Bill Posey,REP,872,856,589,2317
Indian River,Precinct 28,U.S. House,8,Bill Posey,REP,2308,3112,1464,6884
Indian River,Precinct 29,U.S. House,8,Bill Posey,REP,51,43,49,143
Indian River,Precinct 30,U.S. House,8,Bill Posey,REP,636,790,427,1853
Indian River,Precinct 31,U.S. House,8,Bill Posey,REP,642,909,458,2009
Indian River,Precinct 32,U.S. House,8,Bill Posey,REP,1198,1650,814,3662
Indian River,Precinct 33,U.S. House,8,Bill Posey,REP,908,485,228,1621
Indian River,Precinct 34,U.S. House,8,Bill Posey,REP,750,837,588,2175
Indian River,Precinct 35,U.S. House,8,Bill Posey,REP,762,703,304,1769
Indian River,Precinct 36,U.S. House,8,Bill Posey,REP,501,729,133,1363
Indian River,Precinct 1,U.S. House,8,Jim Kennedy,DEM,-,-,-,4
Indian River,Precinct 2,U.S. House,8,Jim Kennedy,DEM,219,151,224,594
Indian River,Precinct 3,U.S. House,8,Jim Kennedy,DEM,139,43,53,235
Indian River,Precinct 4,U.S. House,8,Jim Kennedy,DEM,-,-,-,3
Indian River,Precinct 5,U.S. House,8,Jim Kennedy,DEM,747,448,169,1364
Indian River,Precinct 6,U.S. House,8,Jim Kennedy,DEM,280,115,37,432
Indian River,Precinct 7,U.S. House,8,Jim Kennedy,DEM,369,159,44,572
Indian River,Precinct 8,U.S. House,8,Jim Kennedy,DEM,765,427,129,1321
Indian River,Precinct 9,U.S. House,8,Jim Kennedy,DEM,1096,544,153,1793
Indian River,Precinct 10,U.S. House,8,Jim Kennedy,DEM,1184,578,219,1981
Indian River,Precinct 11,U.S. House,8,Jim Kennedy,DEM,295,142,31,468
Indian River,Precinct 12,U.S. House,8,Jim Kennedy,DEM,209,100,31,340
Indian River,Precinct 13,U.S. House,8,Jim Kennedy,DEM,1515,495,116,2126
Indian River,Precinct 14,U.S. House,8,Jim Kennedy,DEM,-,-,-,866
Indian River,Precinct 15,U.S. House,8,Jim Kennedy,DEM,-,-,-,102
Indian River,Precinct 16,U.S. House,8,Jim Kennedy,DEM,753,170,42,965
Indian River,Precinct 17,U.S. House,8,Jim Kennedy,DEM,936,308,101,1345
Indian River,Precinct 18,U.S. House,8,Jim Kennedy,DEM,624,229,39,892
Indian River,Precinct 19,U.S. House,8,Jim Kennedy,DEM,658,330,115,1103
Indian River,Precinct 20,U.S. House,8,Jim Kennedy,DEM,-,-,-,197
Indian River,Precinct 21,U.S. House,8,Jim Kennedy,DEM,806,689,332,1827
Indian River,Precinct 22,U.S. House,8,Jim Kennedy,DEM,838,284,99,1221
Indian River,Precinct 23,U.S. House,8,Jim Kennedy,DEM,458,244,114,816
Indian River,Precinct 24,U.S. House,8,Jim Kennedy,DEM,166,71,56,293
Indian River,Precinct 26,U.S. House,8,Jim Kennedy,DEM,474,193,121,788
Indian River,Precinct 27,U.S. House,8,Jim Kennedy,DEM,810,351,190,1351
Indian River,Precinct 28,U.S. House,8,Jim Kennedy,DEM,2527,1315,552,4394
Indian River,Precinct 29,U.S. House,8,Jim Kennedy,DEM,-,-,-,36
Indian River,Precinct 30,U.S. House,8,Jim Kennedy,DEM,593,267,119,979
Indian River,Precinct 31,U.S. House,8,Jim Kennedy,DEM,547,277,89,913
Indian River,Precinct 32,U.S. House,8,Jim Kennedy,DEM,1083,511,135,1729
Indian River,Precinct 33,U.S. House,8,Jim Kennedy,DEM,636,136,36,808
Indian River,Precinct 34,U.S. House,8,Jim Kennedy,DEM,742,254,141,1137
Indian River,Precinct 35,U.S. House,8,Jim Kennedy,DEM,713,194,53,960
Indian River,Precinct 36,U.S. House,8,Jim Kennedy,DEM,427,171,32,630
Indian River,Precinct 1,State Senate,17,Debbie Mayfield,REP,-,-,-,36
Indian River,Precinct 2,State Senate,17,Debbie Mayfield,REP,66,102,136,304
Indian River,Precinct 3,State Senate,17,Debbie Mayfield,REP,204,364,249,817
Indian River,Precinct 4,State Senate,17,Debbie Mayfield,REP,-,-,-,22
Indian River,Precinct 5,State Senate,17,Debbie Mayfield,REP,784,1455,469,2708
Indian River,Precinct 6,State Senate,17,Debbie Mayfield,REP,242,405,171,818
Indian River,Precinct 7,State Senate,17,Debbie Mayfield,REP,408,547,154,1109
Indian River,Precinct 8,State Senate,17,Debbie Mayfield,REP,771,1248,442,2461
Indian River,Precinct 9,State Senate,17,Debbie Mayfield,REP,1123,1623,645,3391
Indian River,Precinct 10,State Senate,17,Debbie Mayfield,REP,1195,1570,678,3443
Indian River,Precinct 11,State Senate,17,Debbie Mayfield,REP,336,357,89,782
Indian River,Precinct 12,State Senate,17,Debbie Mayfield,REP,308,471,144,923
Indian River,Precinct 13,State Senate,17,Debbie Mayfield,REP,1948,1627,479,4054
Indian River,Precinct 14,State Senate,17,Debbie Mayfield,REP,795,478,114,1387
Indian River,Precinct 15,State Senate,17,Debbie Mayfield,REP,-,-,-,353
Indian River,Precinct 16,State Senate,17,Debbie Mayfield,REP,1488,809,407,2704
Indian River,Precinct 17,State Senate,17,Debbie Mayfield,REP,1202,915,508,2625
Indian River,Precinct 18,State Senate,17,Debbie Mayfield,REP,1093,766,364,2223
Indian River,Precinct 19,State Senate,17,Debbie Mayfield,REP,731,853,430,2014
