county,precinct,office,district,candidate,party,provisional,absentee,early_voting,election_day,votes
Bradford,Precinct 2,President,,Hawkins and Walker,GRE,-,-,-,-,2
Bradford,Precinct 3,President,,Hawkins and Walker,GRE,-,-,-,-,1
Bradford,Precinct 4,President,,Hawkins and Walker,GRE,0,0,0,0,0
Bradford,Precinct 5,President,,Hawkins and Walker,GRE,0,0,0,0,0
Bradford,Precinct 6,President,,Hawkins and Walker,GRE,0,0,0,0,0
Bradford,Precinct 7,President,,Hawkins and Walker,GRE,-,-,-,-,1
Bradford,Precinct 8,President,,Hawkins and Walker,GRE,0,0,0,0,0
Bradford,Precinct 9,President,,Hawkins and Walker,GRE,-,-,-,-,2
Bradford,Precinct 10,President,,Hawkins and Walker,GRE,-,-,-,-,2
Bradford,Precinct 11,President,,Hawkins and Walker,GRE,-,-,-,-,1
Bradford,Precinct 12,President,,Hawkins and Walker,GRE,-,-,-,-,1
Bradford,Precinct 13,President,,Hawkins and Walker,GRE,0,0,0,0,0
Bradford,Precinct 14,President,,Hawkins and Walker,GRE,0,0,0,0,0
Bradford,Precinct 1,President,,Blankenship and Mohr,CPF,0,0,0,0,0
Bradford,Precinct 2,President,,Blankenship and Mohr,CPF,-,-,-,-,1
Bradford,Precinct 3,President,,Blankenship and Mohr,CPF,-,-,-,-,1
Bradford,Precinct 4,President,,Blankenship and Mohr,CPF,0,0,0,0,0
Bradford,Precinct 5,President,,Blankenship and Mohr,CPF,0,0,0,0,0
Bradford,Precinct 6,President,,Blankenship and Mohr,CPF,-,-,-,-,1
Bradford,Precinct 7,President,,Blankenship and Mohr,CPF,-,-,-,-,2
Bradford,Precinct 8,President,,Blankenship and Mohr,CPF,0,0,0,0,0
Bradford,Precinct 9,President,,Blankenship and Mohr,CPF,0,0,0,0,0
Bradford,Precinct 10,President,,Blankenship and Mohr,CPF,0,0,0,0,0
Bradford,Precinct 11,President,,Blankenship and Mohr,CPF,0,0,0,0,0
Bradford,Precinct 12,President,,Blankenship and Mohr,CPF,-,-,-,-,1
Bradford,Precinct 13,President,,Blankenship and Mohr,CPF,0,0,0,0,0
Bradford,Precinct 14,President,,Blankenship and Mohr,CPF,0,0,0,0,0
Bradford,Precinct 1,President,,WRITE-IN,NON,-,-,-,-,1
Bradford,Precinct 2,President,,WRITE-IN,NON,-,-,-,-,1
Bradford,Precinct 3,President,,WRITE-IN,NON,0,0,0,0,0
Bradford,Precinct 4,President,,WRITE-IN,NON,-,-,-,-,1
Bradford,Precinct 5,President,,WRITE-IN,NON,-,-,-,-,1
Bradford,Precinct 6,President,,WRITE-IN,NON,0,0,0,0,0
Bradford,Precinct 7,President,,WRITE-IN,NON,-,-,-,-,3
Bradford,Precinct 8,President,,WRITE-IN,NON,-,-,-,-,2
Bradford,Precinct 9,President,,WRITE-IN,NON,0,0,0,0,0
Bradford,Precinct 10,President,,WRITE-IN,NON,-,-,-,-,1
Bradford,Precinct 11,President,,WRITE-IN,NON,-,-,-,-,5
Bradford,Precinct 12,President,,WRITE-IN,NON,-,-,-,-,3
Bradford,Precinct 13,President,,WRITE-IN,NON,0,0,0,0,0
Bradford,Precinct 14,President,,WRITE-IN,NON,-,-,-,-,1
Bradford,Precinct 1,U.S. House,3,Kat Cammack,REP,0,293,466,442,1201
Bradford,Precinct 2,U.S. House,3,Kat Cammack,REP,0,87,119,78,284
Bradford,Precinct 3,U.S. House,3,Kat Cammack,REP,0,100,216,129,445
Bradford,Precinct 4,U.S. House,3,Kat Cammack,REP,0,162,414,317,893
Bradford,Precinct 5,U.S. House,3,Kat Cammack,REP,0,236,387,266,889
Bradford,Precinct 6,U.S. House,3,Kat Cammack,REP,0,131,240,204,575
Bradford,Precinct 7,U.S. House,3,Kat Cammack,REP,0,114,158,96,368
Bradford,Precinct 8,U.S. House,3,Kat Cammack,REP,0,283,462,353,1098
Bradford,Precinct 9,U.S. House,3,Kat Cammack,REP,-,-,-,-,660
Bradford,Precinct 10,U.S. House,3,Kat Cammack,REP,0,167,261,284,712
Bradford,Precinct 11,U.S. House,3,Kat Cammack,REP,0,165,309,314,788
Bradford,Precinct 12,U.S. House,3,Kat Cammack,REP,0,310,409,443,1162
Bradford,Precinct 13,U.S. House,3,Kat Cammack,REP,0,81,91,204,376
Bradford,Precinct 14,U.S. House,3,Kat Cammack,REP,0,123,120,271,514
Bradford,Precinct 1,U.S. House,3,Adam Christensen,DEM,-,-,-,-,156
Bradford,Precinct 2,U.S. House,3,Adam Christensen,DEM,0,103,109,91,303
Bradford,Precinct 3,U.S. House,3,Adam Christensen,DEM,-,-,-,-,69
Bradford,Precinct 4,U.S. House,3,Adam Christensen,DEM,-,-,-,-,196
Bradford,Precinct 5,U.S. House,3,Adam Christensen,DEM,0,180,213,87,480
Bradford,Precinct 6,U.S. House,3,Adam Christensen,DEM,-,-,-,-,86
Bradford,Precinct 7,U.S. House,3,Adam Christensen,DEM,0,152,163,155,470
Bradford,Precinct 8,U.S. House,3,Adam Christensen,DEM,0,136,136,60,332
Bradford,Precinct 9,U.S. House,3,Adam Christensen,DEM,-,-,-,-,334
Bradford,Precinct 10,U.S. House,3,Adam Christensen,DEM,-,-,-,-,93
Bradford,Precinct 11,U.S. House,3,Adam Christensen,DEM,0,89,56,48,193
Bradford,Precinct 12,U.S. House,3,Adam Christensen,DEM,0,221,129,82,432
Bradford,Precinct 13,U.S. House,3,Adam Christensen,DEM,-,-,-,-,47
Bradford,Precinct 14,U.S. House,3,Adam Christensen,DEM,-,-,-,-,111
Bradford,Precinct 1,State Senate,5,Jennifer Bradley,REP,0,307,458,437,1202
Bradford,Precinct 2,State Senate,5,Jennifer Bradley,REP,0,98,124,80,302
Bradford,Precinct 3,State Senate,5,Jennifer Bradley,REP,0,104,215,128,447
Bradford,Precinct 4,State Senate,5,Jennifer Bradley,REP,0,178,420,311,909
Bradford,Precinct 5,State Senate,5,Jennifer Bradley,REP,0,248,395,269,912
Bradford,Precinct 6,State Senate,5,Jennifer Bradley,REP,0,142,244,194,580
Bradford,Precinct 7,State Senate,5,Jennifer Bradley,REP,0,117,164,99,380
Bradford,Precinct 8,State Senate,5,Jennifer Bradley,REP,0,294,467,347,1108
Bradford,Precinct 9,State Senate,5,Jennifer Bradley,REP,0,179,315,182,676
Bradford,Precinct 10,State Senate,5,Jennifer Bradley,REP,0,167,263,282,712
Bradford,Precinct 11,State Senate,5,Jennifer Bradley,REP,0,162,320,314,796
Bradford,Precinct 12,State Senate,5,Jennifer Bradley,REP,0,318,411,437,1166
Bradford,Precinct 13,State Senate,5,Jennifer Bradley,REP,0,83,91,205,379
Bradford,Precinct 14,State Senate,5,Jennifer Bradley,REP,0,124,119,271,514
Bradford,Precinct 1,State Senate,5,Melina Rayna Barratt,DEM,-,-,-,-,137
Bradford,Precinct 2,State Senate,5,Melina Rayna Barratt,DEM,0,90,104,86,280
Bradford,Precinct 3,State Senate,5,Melina Rayna Barratt,DEM,-,-,-,-,60
Bradford,Precinct 4,State Senate,5,Melina Rayna Barratt,DEM,-,-,-,-,163
Bradford,Precinct 5,State Senate,5,Melina Rayna Barratt,DEM,0,161,187,87,435
Bradford,Precinct 6,State Senate,5,Melina Rayna Barratt,DEM,-,-,-,-,68
Bradford,Precinct 7,State Senate,5,Melina Rayna Barratt,DEM,0,147,160,150,457
Bradford,Precinct 8,State Senate,5,Melina Rayna Barratt,DEM,0,119,121,60,300
Bradford,Precinct 9,State Senate,5,Melina Rayna Barratt,DEM,-,-,-,-,309
Bradford,Precinct 10,State Senate,5,Melina Rayna Barratt,DEM,-,-,-,-,83
Bradford,Precinct 11,State Senate,5,Melina Rayna Barratt,DEM,0,88,46,38,172
Bradford,Precinct 12,State Senate,5,Melina Rayna Barratt,DEM,0,208,120,77,405
Bradford,Precinct 13,State Senate,5,Melina Rayna Barratt,DEM,-,-,-,-,39
Bradford,Precinct 14,State Senate,5,Melina Rayna Barratt,DEM,-,-,-,-,99
Bradford,Precinct 1,State House,19,Bobby Payne,REP,0,295,451,428,1174
Bradford,Precinct 2,State House,19,Bobby Payne,REP,0,96,116,74,286
Bradford,Precinct 3,State House,19,Bobby Payne,REP,0,98,208,122,428
Bradford,Precinct 4,State House,19,Bobby Payne,REP,0,170,412,300,882
Bradford,Precinct 5,State House,19,Bobby Payne,REP,0,238,381,264,883
Bradford,Precinct 6,State House,19,Bobby Payne,REP,0,136,237,185,558
Bradford,Precinct 7,State House,19,Bobby Payne,REP,0,111,155,92,358
Bradford,Precinct 8,State House,19,Bobby Payne,REP,0,274,467,336,1077
Bradford,Precinct 9,State House,19,Bobby Payne,REP,0,172,298,180,650
Bradford,Precinct 10,State House,19,Bobby Payne,REP,0,167,264,272,703
Bradford,Precinct 11,State House,19,Bobby Payne,REP,0,160,309,301,770
Bradford,Precinct 12,State House,19,Bobby Payne,REP,0,312,395,431,1138
Bradford,Precinct 13,State House,19,Bobby Payne,REP,0,76,88,196,360
Bradford,Precinct 14,State House,19,Bobby Payne,REP,0,119,115,260,494
Bradford,Precinct 1,State House,19,Kimberly Dugger,DEM,-,-,-,-,156
Bradford,Precinct 2,State House,19,Kimberly Dugger,DEM,0,93,114,92,299
Bradford,Precinct 3,State House,19,Kimberly Dugger,DEM,-,-,-,-,76
Bradford,Precinct 4,State House,19,Kimberly Dugger,DEM,0,67,84,34,185
Bradford,Precinct 5,State House,19,Kimberly Dugger,DEM,0,173,194,89,456
Bradford,Precinct 6,State House,19,Kimberly Dugger,DEM,-,-,-,-,87
Bradford,Precinct 7,State House,19,Kimberly Dugger,DEM,0,152,162,156,470
Bradford,Precinct 8,State House,19,Kimberly Dugger,DEM,0,139,126,68,333
Bradford,Precinct 9,State House,19,Kimberly Dugger,DEM,-,-,-,-,327
Bradford,Precinct 10,State House,19,Kimberly Dugger,DEM,-,-,-,-,93
Bradford,Precinct 11,State House,19,Kimberly Dugger,DEM,0,92,54,50,196
Bradford,Precinct 12,State House,19,Kimberly Dugger,DEM,0,215,137,84,436
Bradford,Precinct 13,State House,19,Kimberly Dugger,DEM,-,-,-,-,55
Bradford,Precinct 14,State House,19,Kimberly Dugger,DEM,-,-,-,-,117
Bradford,Precinct 1,Clerk of the Circuit Court and Comptroller,,Denny Thompson,REP,0,187,305,313,805
Bradford,Precinct 2,Clerk of the Circuit Court and Comptroller,,Denny Thompson,REP,0,71,80,59,210
Bradford,Precinct 3,Clerk of the Circuit Court and Comptroller,,Denny Thompson,REP,0,53,129,77,259
Bradford,Precinct 4,Clerk of the Circuit Court and Comptroller,,Denny Thompson,REP,0,99,239,173,511
Bradford,Precinct 5,Clerk of the Circuit Court and Comptroller,,Denny Thompson,REP,0,145,265,174,584
Bradford,Precinct 6,Clerk of the Circuit Court and Comptroller,,Denny Thompson,REP,0,88,137,94,319
Bradford,Precinct 7,Clerk of the Circuit Court and Comptroller,,Denny Thompson,REP,0,68,112,55,235
Bradford,Precinct 8,Clerk of the Circuit Court and Comptroller,,Denny Thompson,REP,0,185,265,236,686
Bradford,Precinct 9,Clerk of the Circuit Court and Comptroller,,Denny Thompson,REP,0,119,206,125,450
Bradford,Precinct 10,Clerk of the Circuit Court and Comptroller,,Denny Thompson,REP,0,115,181,218,514
Bradford,Precinct 11,Clerk of the Circuit Court and Comptroller,,Denny Thompson,REP,0,117,215,222,554
Bradford,Precinct 12,Clerk of the Circuit Court and Comptroller,,Denny Thompson,REP,0,258,356,355,969
Bradford,Precinct 13,Clerk of the Circuit Court and Comptroller,,Denny Thompson,REP,0,57,76,141,274
Bradford,Precinct 14,Clerk of the Circuit Court and Comptroller,,Denny Thompson,REP,0,58,67,177,302
Bradford,Precinct 1,Clerk of the Circuit Court and Comptroller,,Lisa Alvarez Rodgers,NPA,0,136,149,122,407
Bradford,Precinct 2,Clerk of the Circuit Court and Comptroller,,Lisa Alvarez Rodgers,NPA,-,-,-,-,102
Bradford,Precinct 3,Clerk of the Circuit Court and Comptroller,,Lisa Alvarez Rodgers,NPA,0,54,66,53,173
Bradford,Precinct 4,Clerk of the Circuit Court and Comptroller,,Lisa Alvarez Rodgers,NPA,0,84,155,114,353
Bradford,Precinct 5,Clerk of the Circuit Court and Comptroller,,Lisa Alvarez Rodgers,NPA,0,136,141,98,375
Bradford,Precinct 6,Clerk of the Circuit Court and Comptroller,,Lisa Alvarez Rodgers,NPA,0,52,97,96,245
Bradford,Precinct 7,Clerk of the Circuit Court and Comptroller,,Lisa Alvarez Rodgers,NPA,0,52,55,51,158
Bradford,Precinct 8,Clerk of the Circuit Court and Comptroller,,Lisa Alvarez Rodgers,NPA,0,138,183,106,427
Bradford,Precinct 9,Clerk of the Circuit Court and Comptroller,,Lisa Alvarez Rodgers,NPA,0,68,118,64,250
Bradford,Precinct 10,Clerk of the Circuit Court and Comptroller,,Lisa Alvarez Rodgers,NPA,0,69,76,68,213
Bradford,Precinct 11,Clerk of the Circuit Court and Comptroller,,Lisa Alvarez Rodgers,NPA,0,78,101,94,273
Bradford,Precinct 12,Clerk of the Circuit Court and Comptroller,,Lisa Alvarez Rodgers,NPA,0,109,112,119,340
Bradford,Precinct 13,Clerk of the Circuit Court and Comptroller,,Lisa Alvarez Rodgers,NPA,-,-,-,-,111
Bradford,Precinct 14,Clerk of the Circuit Court and Comptroller,,Lisa Alvarez Rodgers,NPA,0,63,63,112,238
Bradford,Precinct 1,Clerk of the Circuit Court and Comptroller,,Cynthia Davis Berry,NPA,0,49,70,39,158
Bradford,Precinct 2,Clerk of the Circuit Court and Comptroller,,Cynthia Davis Berry,NPA,0,87,106,96,289
Bradford,Precinct 3,Clerk of the Circuit Court and Comptroller,,Cynthia Davis Berry,NPA,-,-,-,-,85
Bradford,Precinct 4,Clerk of the Circuit Court and Comptroller,,Cynthia Davis Berry,NPA,0,59,110,62,231
Bradford,Precinct 5,Clerk of the Circuit Court and Comptroller,,Cynthia Davis Berry,NPA,0,129,193,84,406
Bradford,Precinct 6,Clerk of the Circuit Court and Comptroller,,Cynthia Davis Berry,NPA,0,32,30,30,92
Bradford,Precinct 7,Clerk of the Circuit Court and Comptroller,,Cynthia Davis Berry,NPA,0,145,160,153,458
Bradford,Precinct 8,Clerk of the Circuit Court and Comptroller,,Cynthia Davis Berry,NPA,0,91,149,73,313
Bradford,Precinct 9,Clerk of the Circuit Court and Comptroller,,Cynthia Davis Berry,NPA,-,-,-,-,290
Bradford,Precinct 10,Clerk of the Circuit Court and Comptroller,,Cynthia Davis Berry,NPA,-,-,-,-,72
Bradford,Precinct 11,Clerk of the Circuit Court and Comptroller,,Cynthia Davis Berry,NPA,0,56,53,39,148
Bradford,Precinct 12,Clerk of the Circuit Court and Comptroller,,Cynthia Davis Berry,NPA,0,140,59,39,238
Bradford,Precinct 13,Clerk of the Circuit Court and Comptroller,,Cynthia Davis Berry,NPA,-,-,-,-,40
Bradford,Precinct 14,Clerk of the Circuit Court and Comptroller,,Cynthia Davis Berry,NPA,-,-,-,-,77
Bradford,Precinct 1,Superintendent of Schools,,Stacey Shuford Creighton,REP,0,206,309,255,770
Bradford,Precinct 2,Superintendent of Schools,,Stacey Shuford Creighton,REP,0,68,66,52,186
Bradford,Precinct 3,Superintendent of Schools,,Stacey Shuford Creighton,REP,0,56,99,57,212
Bradford,Precinct 4,Superintendent of Schools,,Stacey Shuford Creighton,REP,0,113,219,141,473
Bradford,Precinct 5,Superintendent of Schools,,Stacey Shuford Creighton,REP,0,178,208,132,518
Bradford,Precinct 6,Superintendent of Schools,,Stacey Shuford Creighton,REP,0,100,136,97,333
Bradford,Precinct 7,Superintendent of Schools,,Stacey Shuford Creighton,REP,0,73,84,40,197
Bradford,Precinct 8,Superintendent of Schools,,Stacey Shuford Creighton,REP,0,206,230,163,599
Bradford,Precinct 9,Superintendent of Schools,,Stacey Shuford Creighton,REP,0,130,180,105,415
Bradford,Precinct 10,Superintendent of Schools,,Stacey Shuford Creighton,REP,0,122,157,194,473
Bradford,Precinct 11,Superintendent of Schools,,Stacey Shuford Creighton,REP,0,119,192,141,452
Bradford,Precinct 12,Superintendent of Schools,,Stacey Shuford Creighton,REP,0,287,322,337,946
Bradford,Precinct 13,Superintendent of Schools,,Stacey Shuford Creighton,REP,0,48,54,117,219
Bradford,Precinct 14,Superintendent of Schools,,Stacey Shuford Creighton,REP,0,95,92,191,378
Bradford,Precinct 1,Superintendent of Schools,,Will Hartley,NPA,0,162,223,219,604
Bradford,Precinct 2,Superintendent of Schools,,Will Hartley,NPA,0,125,169,124,418
Bradford,Precinct 3,Superintendent of Schools,,Will Hartley,NPA,0,82,132,85,299
Bradford,Precinct 4,Superintendent of Schools,,Will Hartley,NPA,0,129,280,213,622
Bradford,Precinct 5,Superintendent of Schools,,Will Hartley,NPA,0,235,398,225,858
Bradford,Precinct 6,Superintendent of Schools,,Will Hartley,NPA,0,74,129,127,330
Bradford,Precinct 7,Superintendent of Schools,,Will Hartley,NPA,0,191,244,218,653
Bradford,Precinct 8,Superintendent of Schools,,Will Hartley,NPA,0,217,370,257,844
Bradford,Precinct 9,Superintendent of Schools,,Will Hartley,NPA,-,-,-,-,585
Bradford,Precinct 10,Superintendent of Schools,,Will Hartley,NPA,0,90,127,116,333
Bradford,Precinct 11,Superintendent of Schools,,Will Hartley,NPA,0,135,179,219,533
Bradford,Precinct 12,Superintendent of Schools,,Will Hartley,NPA,0,226,202,178,606
Bradford,Precinct 13,Superintendent of Schools,,Will Hartley,NPA,0,49,57,104,210
Bradford,Precinct 14,Superintendent of Schools,,Will Hartley,NPA,0,69,53,126,248
Bradford,Precinct 1,Supervisor of Elections,,Amanda Seyfang,REP,0,302,474,402,1178
Bradford,Precinct 2,Supervisor of Elections,,Amanda Seyfang,REP,0,123,144,99,366
Bradford,Precinct 3,Supervisor of Elections,,Amanda Seyfang,REP,0,110,206,118,434
Bradford,Precinct 4,Supervisor of Elections,,Amanda Seyfang,REP,0,202,433,285,920
Bradford,Precinct 5,Supervisor of Elections,,Amanda Seyfang,REP,0,295,443,274,1012
Bradford,Precinct 6,Supervisor of Elections,,Amanda Seyfang,REP,0,144,238,183,565
Bradford,Precinct 7,Supervisor of Elections,,Amanda Seyfang,REP,0,168,209,126,503
Bradford,Precinct 8,Supervisor of Elections,,Amanda Seyfang,REP,0,325,483,339,1147
Bradford,Precinct 9,Supervisor of Elections,,Amanda Seyfang,REP,-,-,-,-,720
Bradford,Precinct 10,Supervisor of Elections,,Amanda Seyfang,REP,0,178,255,274,707
Bradford,Precinct 11,Supervisor of Elections,,Amanda Seyfang,REP,0,186,306,285,777
Bradford,Precinct 12,Supervisor of Elections,,Amanda Seyfang,REP,0,353,403,406,1162
Bradford,Precinct 13,Supervisor of Elections,,Amanda Seyfang,REP,0,84,92,198,374
Bradford,Precinct 14,Supervisor of Elections,,Amanda Seyfang,REP,0,109,120,231,460
Bradford,Precinct 1,Supervisor of Elections,,Storm Zedra Hamilton,NPA,0,65,45,68,178
Bradford,Precinct 2,Supervisor of Elections,,Storm Zedra Hamilton,NPA,0,70,87,70,227
Bradford,Precinct 3,Supervisor of Elections,,Storm Zedra Hamilton,NPA,-,-,-,-,82
Bradford,Precinct 4,Supervisor of Elections,,Storm Zedra Hamilton,NPA,0,40,65,59,164
Bradford,Precinct 5,Supervisor of Elections,,Storm Zedra Hamilton,NPA,0,116,145,80,341
Bradford,Precinct 6,Supervisor of Elections,,Storm Zedra Hamilton,NPA,0,30,30,35,95
Bradford,Precinct 7,Supervisor of Elections,,Storm Zedra Hamilton,NPA,0,94,111,116,321
Bradford,Precinct 8,Supervisor of Elections,,Storm Zedra Hamilton,NPA,0,94,109,73,276
Bradford,Precinct 9,Supervisor of Elections,,Storm Zedra Hamilton,NPA,-,-,-,-,254
Bradford,Precinct 10,Supervisor of Elections,,Storm Zedra Hamilton,NPA,-,-,-,-,90
Bradford,Precinct 11,Supervisor of Elections,,Storm Zedra Hamilton,NPA,0,64,60,71,195
Bradford,Precinct 12,Supervisor of Elections,,Storm Zedra Hamilton,NPA,0,165,126,110,401
Bradford,Precinct 13,Supervisor of Elections,,Storm Zedra Hamilton,NPA,-,-,-,-,51
Bradford,Precinct 14,Supervisor of Elections,,Storm Zedra Hamilton,NPA,-,-,-,-,157
Bradford,Precinct 2,Board of County Commissioners District 1,,Robby Stokley,REP,0,85,115,66,266
Bradford,Precinct 7,Board of County Commissioners District 1,,Robby Stokley,REP,0,110,165,85,360
Bradford,Precinct 2,Board of County Commissioners District 1,,Carolyn Brown Spooner,DEM,0,102,116,106,324
Bradford,Precinct 7,Board of County Commissioners District 1,,Carolyn Brown Spooner,DEM,0,155,161,167,483
Bradford,Precinct 6,Board of County Commissioners District 5,,Diane Andrews,REP,0,136,210,169,515
Bradford,Precinct 9,Board of County Commissioners District 5,,Diane Andrews,REP,0,173,308,168,649
Bradford,Precinct 13,Board of County Commissioners District 5,,Diane Andrews,REP,0,76,89,167,332
Bradford,Precinct 14,Board of County Commissioners District 5,,Diane Andrews,REP,0,107,109,253,469
Bradford,Precinct 6,Board of County Commissioners District 5,,Carol Mosley,NPA,0,37,46,42,125
Bradford,Precinct 9,Board of County Commissioners District 5,,Carol Mosley,NPA,-,-,-,-,314
Bradford,Precinct 13,Board of County Commissioners District 5,,Carol Mosley,NPA,-,-,-,-,84
Bradford,Precinct 14,Board of County Commissioners District 5,,Carol Mosley,NPA,0,54,35,57,146
Bradford,Precinct 11,City of Hampton City Council,,Frank Bryant,NON,-,-,-,-,104
Bradford,Precinct 11,City of Hampton City Council,,Colleen Schon,NON,-,-,-,-,82
Bradford,Precinct 11,City of Hampton City Council,,Douglas E. Williamson,NON,-,-,-,-,93
Bradford,Precinct 1,Supreme Court Justice Muniz,,Yes,NON,0,229,297,259,785
Bradford,Precinct 2,Supreme Court Justice Muniz,,Yes,NON,0,110,139,78,327
Bradford,Precinct 3,Supreme Court Justice Muniz,,Yes,NON,0,76,122,76,274
Bradford,Precinct 4,Supreme Court Justice Muniz,,Yes,NON,0,144,289,184,617
Bradford,Precinct 5,Supreme Court Justice Muniz,,Yes,NON,0,234,324,214,772
Bradford,Precinct 6,Supreme Court Justice Muniz,,Yes,NON,0,108,138,98,344
Bradford,Precinct 7,Supreme Court Justice Muniz,,Yes,NON,0,161,162,115,438
