county,precinct,office,district,candidate,party,mail,early_voting,election_day,votes
Pasco,001,President,,Donald J. Trump,REP,593,597,459,1649
Pasco,002,President,,Donald J. Trump,REP,99,169,234,502
Pasco,003,President,,Donald J. Trump,REP,501,813,506,1820
Pasco,004,President,,Donald J. Trump,REP,201,286,290,777
Pasco,005,President,,Donald J. Trump,REP,459,641,487,1587
Pasco,006,President,,Donald J. Trump,REP,1668,2332,800,4800
Pasco,007,President,,Donald J. Trump,REP,746,1502,746,2994
Pasco,008,President,,Donald J. Trump,REP,769,1471,551,2791
Pasco,009,President,,Donald J. Trump,REP,120,135,260,515
Pasco,010,President,,Donald J. Trump,REP,172,209,232,613
Pasco,011,President,,Donald J. Trump,REP,733,1024,508,2265
Pasco,012,President,,Donald J. Trump,REP,423,577,517,1517
Pasco,013,President,,Donald J. Trump,REP,607,888,569,2064
Pasco,014,President,,Donald J. Trump,REP,866,1744,653,3263
Pasco,015,President,,Donald J. Trump,REP,931,1198,935,3064
Pasco,016,President,,Donald J. Trump,REP,89,181,295,565
Pasco,017,President,,Donald J. Trump,REP,660,1244,460,2364
Pasco,018,President,,Donald J. Trump,REP,194,229,197,620
Pasco,019,President,,Donald J. Trump,REP,672,1055,516,2243
Pasco,020,President,,Donald J. Trump,REP,93,149,75,317
Pasco,021,President,,Donald J. Trump,REP,104,140,230,474
Pasco,022,President,,Donald J. Trump,REP,535,730,460,1725
Pasco,023,President,,Donald J. Trump,REP,386,414,309,1109
Pasco,024,President,,Donald J. Trump,REP,-,-,-,177
Pasco,025,President,,Donald J. Trump,REP,1010,1221,964,3195
Pasco,026,President,,Donald J. Trump,REP,367,592,515,1474
Pasco,027,President,,Donald J. Trump,REP,1077,1621,1251,3949
Pasco,028,President,,Donald J. Trump,REP,593,668,605,1866
Pasco,029,President,,Donald J. Trump,REP,220,259,215,694
Pasco,030,President,,Donald J. Trump,REP,422,694,390,1506
Pasco,031,President,,Donald J. Trump,REP,408,718,489,1615
Pasco,032,President,,Donald J. Trump,REP,418,636,484,1538
Pasco,033,President,,Donald J. Trump,REP,1180,1241,953,3374
Pasco,034,President,,Donald J. Trump,REP,603,681,544,1828
Pasco,035,President,,Donald J. Trump,REP,1144,2278,645,4067
Pasco,036,President,,Donald J. Trump,REP,1143,1800,673,3616
Pasco,037,President,,Donald J. Trump,REP,549,629,308,1486
Pasco,038,President,,Donald J. Trump,REP,757,1281,532,2570
Pasco,039,President,,Donald J. Trump,REP,140,208,181,529
Pasco,040,President,,Donald J. Trump,REP,122,172,168,462
Pasco,041,President,,Donald J. Trump,REP,314,529,308,1151
Pasco,042,President,,Donald J. Trump,REP,700,1238,522,2460
Pasco,043,President,,Donald J. Trump,REP,85,103,164,352
Pasco,044,President,,Donald J. Trump,REP,242,234,246,722
Pasco,045,President,,Donald J. Trump,REP,774,1322,884,2980
Pasco,046,President,,Donald J. Trump,REP,502,613,567,1682
Pasco,047,President,,Donald J. Trump,REP,170,210,232,612
Pasco,048,President,,Donald J. Trump,REP,256,523,228,1007
Pasco,049,President,,Donald J. Trump,REP,776,1050,952,2778
Pasco,050,President,,Donald J. Trump,REP,463,379,316,1158
Pasco,051,President,,Donald J. Trump,REP,356,491,454,1301
Pasco,052,President,,Donald J. Trump,REP,934,1128,568,2630
Pasco,053,President,,Donald J. Trump,REP,238,426,372,1036
Pasco,054,President,,Donald J. Trump,REP,396,579,450,1425
Pasco,055,President,,Donald J. Trump,REP,690,1112,402,2204
Pasco,056,President,,Donald J. Trump,REP,108,146,151,405
Pasco,057,President,,Donald J. Trump,REP,272,415,357,1044
Pasco,058,President,,Donald J. Trump,REP,199,250,278,727
Pasco,059,President,,Donald J. Trump,REP,1058,1139,793,2990
Pasco,060,President,,Donald J. Trump,REP,261,406,187,854
Pasco,061,President,,Donald J. Trump,REP,170,189,274,633
Pasco,062,President,,Donald J. Trump,REP,790,1258,681,2729
Pasco,063,President,,Donald J. Trump,REP,263,298,225,786
Pasco,064,President,,Donald J. Trump,REP,324,323,345,992
Pasco,065,President,,Donald J. Trump,REP,522,751,567,1840
Pasco,066,President,,Donald J. Trump,REP,515,791,453,1759
Pasco,067,President,,Donald J. Trump,REP,560,844,391,1795
Pasco,068,President,,Donald J. Trump,REP,584,745,219,1548
Pasco,069,President,,Donald J. Trump,REP,792,964,586,2342
Pasco,070,President,,Donald J. Trump,REP,750,943,288,1981
Pasco,071,President,,Donald J. Trump,REP,289,353,261,903
Pasco,072,President,,Donald J. Trump,REP,412,573,367,1352
Pasco,073,President,,Donald J. Trump,REP,608,893,581,2082
Pasco,074,President,,Donald J. Trump,REP,-,-,-,57
Pasco,075,President,,Donald J. Trump,REP,525,581,472,1578
Pasco,076,President,,Donald J. Trump,REP,493,437,552,1482
Pasco,077,President,,Donald J. Trump,REP,520,944,395,1859
Pasco,078,President,,Donald J. Trump,REP,559,539,361,1459
Pasco,079,President,,Donald J. Trump,REP,203,334,428,965
Pasco,080,President,,Donald J. Trump,REP,150,241,229,620
Pasco,081,President,,Donald J. Trump,REP,266,425,207,898
Pasco,082,President,,Donald J. Trump,REP,594,600,796,1990
Pasco,083,President,,Donald J. Trump,REP,1294,1408,702,3404
Pasco,084,President,,Donald J. Trump,REP,306,496,368,1170
Pasco,085,President,,Donald J. Trump,REP,312,606,333,1251
Pasco,086,President,,Donald J. Trump,REP,413,539,370,1322
Pasco,087,President,,Donald J. Trump,REP,566,1029,513,2108
Pasco,088,President,,Donald J. Trump,REP,103,124,230,457
Pasco,089,President,,Donald J. Trump,REP,191,392,313,896
Pasco,090,President,,Donald J. Trump,REP,522,1107,533,2162
Pasco,091,President,,Donald J. Trump,REP,544,740,489,1773
Pasco,092,President,,Donald J. Trump,REP,328,534,279,1141
Pasco,093,President,,Donald J. Trump,REP,420,501,511,1432
Pasco,094,President,,Donald J. Trump,REP,273,414,461,1148
Pasco,095,President,,Donald J. Trump,REP,435,765,366,1566
Pasco,096,President,,Donald J. Trump,REP,251,449,318,1018
Pasco,097,President,,Donald J. Trump,REP,792,873,522,2187
Pasco,098,President,,Donald J. Trump,REP,294,556,331,1181
Pasco,099,President,,Donald J. Trump,REP,332,579,303,1214
Pasco,100,President,,Donald J. Trump,REP,276,480,404,1160
Pasco,101,President,,Donald J. Trump,REP,329,611,391,1331
Pasco,102,President,,Donald J. Trump,REP,358,406,326,1090
Pasco,103,President,,Donald J. Trump,REP,302,438,306,1046
Pasco,104,President,,Donald J. Trump,REP,137,225,130,492
Pasco,105,President,,Donald J. Trump,REP,568,554,577,1699
Pasco,106,President,,Donald J. Trump,REP,426,747,450,1623
Pasco,107,President,,Donald J. Trump,REP,633,1194,306,2133
Pasco,108,President,,Donald J. Trump,REP,916,1461,528,2905
Pasco,109,President,,Donald J. Trump,REP,803,1346,521,2670
Pasco,110,President,,Donald J. Trump,REP,374,699,152,1225
Pasco,111,President,,Donald J. Trump,REP,679,921,465,2065
Pasco,001,President,,Joseph R. Biden,DEM,982,431,300,1713
Pasco,002,President,,Joseph R. Biden,DEM,124,67,77,268
Pasco,003,President,,Joseph R. Biden,DEM,461,276,220,957
Pasco,004,President,,Joseph R. Biden,DEM,181,113,59,353
Pasco,005,President,,Joseph R. Biden,DEM,394,170,97,661
Pasco,006,President,,Joseph R. Biden,DEM,1746,1007,347,3100
Pasco,007,President,,Joseph R. Biden,DEM,1615,1213,444,3272
Pasco,008,President,,Joseph R. Biden,DEM,1016,678,210,1904
Pasco,009,President,,Joseph R. Biden,DEM,106,31,39,176
Pasco,010,President,,Joseph R. Biden,DEM,125,74,63,262
Pasco,011,President,,Joseph R. Biden,DEM,965,470,183,1618
Pasco,012,President,,Joseph R. Biden,DEM,366,210,121,697
Pasco,013,President,,Joseph R. Biden,DEM,493,225,106,824
Pasco,014,President,,Joseph R. Biden,DEM,1157,762,225,2144
Pasco,015,President,,Joseph R. Biden,DEM,1235,538,371,2144
Pasco,016,President,,Joseph R. Biden,DEM,68,46,47,161
Pasco,017,President,,Joseph R. Biden,DEM,984,719,187,1890
Pasco,018,President,,Joseph R. Biden,DEM,203,99,79,381
Pasco,019,President,,Joseph R. Biden,DEM,572,299,100,971
Pasco,020,President,,Joseph R. Biden,DEM,-,-,-,143
Pasco,021,President,,Joseph R. Biden,DEM,90,65,91,246
Pasco,022,President,,Joseph R. Biden,DEM,477,291,116,884
Pasco,023,President,,Joseph R. Biden,DEM,361,127,76,564
Pasco,024,President,,Joseph R. Biden,DEM,-,-,-,122
Pasco,025,President,,Joseph R. Biden,DEM,1468,510,351,2329
Pasco,026,President,,Joseph R. Biden,DEM,462,199,120,781
Pasco,027,President,,Joseph R. Biden,DEM,849,340,182,1371
Pasco,028,President,,Joseph R. Biden,DEM,730,342,240,1312
Pasco,029,President,,Joseph R. Biden,DEM,241,110,67,418
Pasco,030,President,,Joseph R. Biden,DEM,595,321,161,1077
Pasco,031,President,,Joseph R. Biden,DEM,636,457,239,1332
Pasco,032,President,,Joseph R. Biden,DEM,582,280,195,1057
