county,precinct,office,district,candidate,party,mail,early_voting,election_day,votes
Polk,Precinct 101,President,,Donald J. Trump,REP,,,,1605
Polk,Precinct 102,President,,Donald J. Trump,REP,,,,833
Polk,Precinct 103,President,,Donald J. Trump,REP,,,,1561
Polk,Precinct 104,President,,Donald J. Trump,REP,355,442,326,1123
Polk,Precinct 105,President,,Donald J. Trump,REP,,,,684
Polk,Precinct 106,President,,Donald J. Trump,REP,,,,938
Polk,Precinct 107,President,,Donald J. Trump,REP,,,,2623
Polk,Precinct 108,President,,Donald J. Trump,REP,195,233,469,897
Polk,Precinct 109,President,,Donald J. Trump,REP,,,,2821
Polk,Precinct 110,President,,Donald J. Trump,REP,,,,2207
Polk,Precinct 111,President,,Donald J. Trump,REP,,,,3857
Polk,Precinct 112,President,,Donald J. Trump,REP,,,,1809
Polk,Precinct 113,President,,Donald J. Trump,REP,,,,978
Polk,Precinct 114,President,,Donald J. Trump,REP,,,,1946
Polk,Precinct 115,President,,Donald J. Trump,REP,,,,1839
Polk,Precinct 116,President,,Donald J. Trump,REP,186,279,224,689
Polk,Precinct 117,President,,Donald J. Trump,REP,,,,2678
Polk,Precinct 118,President,,Donald J. Trump,REP,,,,3827
Polk,Precinct 119,President,,Donald J. Trump,REP,185,260,332,777
Polk,Precinct 120,President,,Donald J. Trump,REP,,,,1119
Polk,Precinct 121,President,,Donald J. Trump,REP,,,,1204
Polk,Precinct 123,President,,Donald J. Trump,REP,,,,1025
Polk,Precinct 124,President,,Donald J. Trump,REP,,,,1900
Polk,Precinct 125,President,,Donald J. Trump,REP,69,65,88,222
Polk,Precinct 201,President,,Donald J. Trump,REP,,,,1287
Polk,Precinct 203,President,,Donald J. Trump,REP,,,,1046
Polk,Precinct 204,President,,Donald J. Trump,REP,41,63,61,165
Polk,Precinct 205,President,,Donald J. Trump,REP,,,,254
Polk,Precinct 206,President,,Donald J. Trump,REP,,,,559
Polk,Precinct 207,President,,Donald J. Trump,REP,,,,494
Polk,Precinct 208,President,,Donald J. Trump,REP,,,,1621
Polk,Precinct 209,President,,Donald J. Trump,REP,,,,433
Polk,Precinct 210,President,,Donald J. Trump,REP,,,,126
Polk,Precinct 211,President,,Donald J. Trump,REP,,,,488
Polk,Precinct 212,President,,Donald J. Trump,REP,,,,721
Polk,Precinct 213,President,,Donald J. Trump,REP,90,78,187,355
Polk,Precinct 214,President,,Donald J. Trump,REP,,,,483
Polk,Precinct 215,President,,Donald J. Trump,REP,30,47,37,114
Polk,Precinct 216,President,,Donald J. Trump,REP,180,155,133,468
Polk,Precinct 217,President,,Donald J. Trump,REP,,,,733
Polk,Precinct 218,President,,Donald J. Trump,REP,193,297,317,807
Polk,Precinct 219,President,,Donald J. Trump,REP,,,,648
Polk,Precinct 220,President,,Donald J. Trump,REP,,,,1732
Polk,Precinct 221,President,,Donald J. Trump,REP,,,,1596
Polk,Precinct 222,President,,Donald J. Trump,REP,,,,827
Polk,Precinct 223,President,,Donald J. Trump,REP,,,,602
Polk,Precinct 224,President,,Donald J. Trump,REP,,,,1231
Polk,Precinct 225,President,,Donald J. Trump,REP,,,,836
Polk,Precinct 226,President,,Donald J. Trump,REP,,,,871
Polk,Precinct 227,President,,Donald J. Trump,REP,,,,386
Polk,Precinct 228,President,,Donald J. Trump,REP,,,,906
Polk,Precinct 229,President,,Donald J. Trump,REP,,,,1158
Polk,Precinct 230,President,,Donald J. Trump,REP,274,317,377,968
Polk,Precinct 231,President,,Donald J. Trump,REP,,,,1373
Polk,Precinct 232,President,,Donald J. Trump,REP,,,,902
Polk,Precinct 233,President,,Donald J. Trump,REP,,,,641
Polk,Precinct 234,President,,Donald J. Trump,REP,,,,339
Polk,Precinct 235,President,,Donald J. Trump,REP,,,,1532
Polk,Precinct 236,President,,Donald J. Trump,REP,,,,2179
Polk,Precinct 237,President,,Donald J. Trump,REP,,,,3253
Polk,Precinct 238,President,,Donald J. Trump,REP,,,,1362
Polk,Precinct 239,President,,Donald J. Trump,REP,,,,2001
Polk,Precinct 240,President,,Donald J. Trump,REP,,,,1278
Polk,Precinct 241,President,,Donald J. Trump,REP,,,,2364
Polk,Precinct 242,President,,Donald J. Trump,REP,,,,1660
Polk,Precinct 243,President,,Donald J. Trump,REP,,,,2934
Polk,Precinct 244,President,,Donald J. Trump,REP,,,,1636
Polk,Precinct 245,President,,Donald J. Trump,REP,,,,2798
Polk,Precinct 246,President,,Donald J. Trump,REP,,,,540
Polk,Precinct 247,President,,Donald J. Trump,REP,,,,1448
Polk,Precinct 248,President,,Donald J. Trump,REP,,,,3295
Polk,Precinct 249,President,,Donald J. Trump,REP,,,,1864
Polk,Precinct 250,President,,Donald J. Trump,REP,,,,1458
Polk,Precinct 251,President,,Donald J. Trump,REP,,,,535
Polk,Precinct 301,President,,Donald J. Trump,REP,274,300,189,763
Polk,Precinct 302,President,,Donald J. Trump,REP,,,,875
Polk,Precinct 303,President,,Donald J. Trump,REP,,,,2678
Polk,Precinct 304,President,,Donald J. Trump,REP,,,,3041
Polk,Precinct 306,President,,Donald J. Trump,REP,,,,1329
Polk,Precinct 307,President,,Donald J. Trump,REP,,,,791
Polk,Precinct 309,President,,Donald J. Trump,REP,,,,1805
Polk,Precinct 310,President,,Donald J. Trump,REP,132,166,151,449
Polk,Precinct 312,President,,Donald J. Trump,REP,,,,1982
Polk,Precinct 313,President,,Donald J. Trump,REP,570,456,337,1363
Polk,Precinct 314,President,,Donald J. Trump,REP,756,682,446,1884
Polk,Precinct 315,President,,Donald J. Trump,REP,135,101,181,417
Polk,Precinct 316,President,,Donald J. Trump,REP,80,98,112,290
Polk,Precinct 319,President,,Donald J. Trump,REP,,,,1586
Polk,Precinct 321,President,,Donald J. Trump,REP,,,,1555
Polk,Precinct 322,President,,Donald J. Trump,REP,,,,731
Polk,Precinct 323,President,,Donald J. Trump,REP,,,,768
Polk,Precinct 324,President,,Donald J. Trump,REP,,,,629
Polk,Precinct 325,President,,Donald J. Trump,REP,55,49,48,152
Polk,Precinct 326,President,,Donald J. Trump,REP,,,,1753
Polk,Precinct 327,President,,Donald J. Trump,REP,542,673,707,1922
Polk,Precinct 329,President,,Donald J. Trump,REP,,,,1505
Polk,Precinct 330,President,,Donald J. Trump,REP,251,223,177,651
Polk,Precinct 331,President,,Donald J. Trump,REP,,,,1085
Polk,Precinct 332,President,,Donald J. Trump,REP,,,,1774
Polk,Precinct 333,President,,Donald J. Trump,REP,,,,1893
Polk,Precinct 334,President,,Donald J. Trump,REP,,,,814
Polk,Precinct 336,President,,Donald J. Trump,REP,,,,1549
Polk,Precinct 337,President,,Donald J. Trump,REP,,,,1694
Polk,Precinct 338,President,,Donald J. Trump,REP,161,218,391,770
Polk,Precinct 339,President,,Donald J. Trump,REP,,,,2465
Polk,Precinct 340,President,,Donald J. Trump,REP,,,,367
Polk,Precinct 401,President,,Donald J. Trump,REP,,,,1312
Polk,Precinct 402,President,,Donald J. Trump,REP,,,,2639
Polk,Precinct 403,President,,Donald J. Trump,REP,,,,1379
Polk,Precinct 404,President,,Donald J. Trump,REP,,,,2198
