county,precinct,office,district,party,candidate,votes,early_voting,mail,election_day
Osceola,100,President,,REP,Donald J. Trump,336,143,119,74
Osceola,101,President,,REP,Donald J. Trump,1337,611,408,318
Osceola,102,President,,REP,Donald J. Trump,189,79,63,47
Osceola,103,President,,REP,Donald J. Trump,34,34,,
Osceola,104,President,,REP,Donald J. Trump,1043,486,390,167
Osceola,105,President,,REP,Donald J. Trump,1150,519,472,159
Osceola,106,President,,REP,Donald J. Trump,376,110,266,
Osceola,107,President,,REP,Donald J. Trump,1034,487,331,216
Osceola,109,President,,REP,Donald J. Trump,67,67,,
Osceola,110,President,,REP,Donald J. Trump,649,280,216,153
Osceola,111,President,,REP,Donald J. Trump,459,201,163,95
Osceola,112,President,,REP,Donald J. Trump,1147,459,429,259
Osceola,113,President,,REP,Donald J. Trump,1279,547,534,198
Osceola,130,President,,REP,Donald J. Trump,70,39,31,
Osceola,131,President,,REP,Donald J. Trump,91,48,43,
Osceola,132,President,,REP,Donald J. Trump,201,100,62,39
Osceola,133,President,,REP,Donald J. Trump,0,,,
Osceola,134,President,,REP,Donald J. Trump,0,,,
Osceola,135,President,,REP,Donald J. Trump,0,,,
Osceola,136,President,,REP,Donald J. Trump,119,58,61,
Osceola,137,President,,REP,Donald J. Trump,155,105,50,
Osceola,138,President,,REP,Donald J. Trump,0,,,
Osceola,139,President,,REP,Donald J. Trump,0,,,
Osceola,150,President,,REP,Donald J. Trump,293,141,80,72
Osceola,151,President,,REP,Donald J. Trump,3228,1737,1092,399
Osceola,152,President,,REP,Donald J. Trump,0,,,
Osceola,153,President,,REP,Donald J. Trump,0,,,
Osceola,154,President,,REP,Donald J. Trump,502,256,170,76
Osceola,155,President,,REP,Donald J. Trump,297,119,111,67
Osceola,156,President,,REP,Donald J. Trump,114,71,43,
Osceola,157,President,,REP,Donald J. Trump,372,187,119,66
Osceola,158,President,,REP,Donald J. Trump,293,152,84,57
Osceola,159,President,,REP,Donald J. Trump,0,,,
Osceola,160,President,,REP,Donald J. Trump,289,170,63,56
Osceola,200,President,,REP,Donald J. Trump,2113,1095,691,327
Osceola,201,President,,REP,Donald J. Trump,1350,648,507,195
Osceola,202,President,,REP,Donald J. Trump,37,37,,
Osceola,203,President,,REP,Donald J. Trump,391,167,142,82
Osceola,204,President,,REP,Donald J. Trump,1776,855,627,294
Osceola,210,President,,REP,Donald J. Trump,1220,562,435,223
Osceola,211,President,,REP,Donald J. Trump,1635,691,545,399
Osceola,212,President,,REP,Donald J. Trump,64,31,33,
Osceola,250,President,,REP,Donald J. Trump,205,97,73,35
Osceola,251,President,,REP,Donald J. Trump,955,492,332,131
Osceola,300,President,,REP,Donald J. Trump,973,453,363,157
Osceola,301,President,,REP,Donald J. Trump,271,135,91,45
Osceola,302,President,,REP,Donald J. Trump,1281,548,493,240
Osceola,303,President,,REP,Donald J. Trump,819,400,280,139
Osceola,304,President,,REP,Donald J. Trump,1333,650,421,262
Osceola,305,President,,REP,Donald J. Trump,999,457,337,205
Osceola,306,President,,REP,Donald J. Trump,593,284,201,108
Osceola,307,President,,REP,Donald J. Trump,1099,501,374,224
Osceola,308,President,,REP,Donald J. Trump,331,161,137,33
Osceola,309,President,,REP,Donald J. Trump,287,130,90,67
Osceola,331,President,,REP,Donald J. Trump,385,177,137,71
Osceola,350,President,,REP,Donald J. Trump,191,77,78,36
Osceola,351,President,,REP,Donald J. Trump,294,135,92,67
Osceola,352,President,,REP,Donald J. Trump,212,99,64,49
Osceola,353,President,,REP,Donald J. Trump,0,,,
Osceola,360,President,,REP,Donald J. Trump,420,180,155,85
Osceola,390,President,,REP,Donald J. Trump,0,,,
Osceola,391,President,,REP,Donald J. Trump,597,293,182,122
Osceola,392,President,,REP,Donald J. Trump,438,197,132,109
Osceola,400,President,,REP,Donald J. Trump,556,299,168,89
Osceola,401,President,,REP,Donald J. Trump,367,217,96,54
Osceola,402,President,,REP,Donald J. Trump,383,179,138,66
