county,precinct,office,district,candidate,party,provisional,mail,early_voting,election_day,votes
Lake,Precinct 1,President,,Donald J. Trump,REP,,,,,804
Lake,Precinct 2,President,,Donald J. Trump,REP,0,123,381,340,844
Lake,Precinct 3,President,,Donald J. Trump,REP,0,141,311,545,997
Lake,Precinct 4,President,,Donald J. Trump,REP,0,242,587,649,1478
Lake,Precinct 5,President,,Donald J. Trump,REP,,,,,1292
Lake,Precinct 6,President,,Donald J. Trump,REP,,,,,1946
Lake,Precinct 7,President,,Donald J. Trump,REP,0,114,297,264,675
Lake,Precinct 8,President,,Donald J. Trump,REP,0,500,1095,642,2237
Lake,Precinct 9,President,,Donald J. Trump,REP,0,124,266,323,713
Lake,Precinct 10,President,,Donald J. Trump,REP,0,188,380,204,772
Lake,Precinct 11,President,,Donald J. Trump,REP,,,,,1142
Lake,Precinct 12,President,,Donald J. Trump,REP,0,379,685,389,1453
Lake,Precinct 13,President,,Donald J. Trump,REP,,,,,867
Lake,Precinct 14,President,,Donald J. Trump,REP,,,,,1559
Lake,Precinct 15.CLE,President,,Donald J. Trump,REP,,,,,1023
Lake,Precinct 16,President,,Donald J. Trump,REP,,,,,1613
Lake,Precinct 17,President,,Donald J. Trump,REP,0,195,397,573,1165
Lake,Precinct 18,President,,Donald J. Trump,REP,0,242,473,495,1210
Lake,Precinct 19,President,,Donald J. Trump,REP,0,295,517,251,1063
Lake,Precinct 20,President,,Donald J. Trump,REP,,,,,1931
Lake,Precinct 21,President,,Donald J. Trump,REP,0,359,676,468,1503
Lake,Precinct 22,President,,Donald J. Trump,REP,,,,,4235
Lake,Precinct 23,President,,Donald J. Trump,REP,,,,,2965
Lake,Precinct 24,President,,Donald J. Trump,REP,,,,,920
Lake,Precinct 25,President,,Donald J. Trump,REP,0,435,1062,749,2246
Lake,Precinct 26,President,,Donald J. Trump,REP,0,256,508,246,1010
Lake,Precinct 27,President,,Donald J. Trump,REP,0,49,77,33,159
Lake,Precinct 28,President,,Donald J. Trump,REP,0,44,113,150,307
Lake,Precinct 29,President,,Donald J. Trump,REP,,,,,621
Lake,Precinct 30,President,,Donald J. Trump,REP,0,323,643,556,1522
Lake,Precinct 31,President,,Donald J. Trump,REP,0,245,455,164,864
Lake,Precinct 32,President,,Donald J. Trump,REP,,,,,2324
Lake,Precinct 33,President,,Donald J. Trump,REP,,,,,873
Lake,Precinct 34,President,,Donald J. Trump,REP,,,,,423
Lake,Precinct 35,President,,Donald J. Trump,REP,,,,,1305
Lake,Precinct 36.LEE3,President,,Donald J. Trump,REP,0,197,267,450,914
Lake,Precinct 37,President,,Donald J. Trump,REP,,,,,822
Lake,Precinct 38,President,,Donald J. Trump,REP,0,393,1002,363,1758
Lake,Precinct 39,President,,Donald J. Trump,REP,0,347,682,274,1303
Lake,Precinct 40,President,,Donald J. Trump,REP,0,107,253,179,539
Lake,Precinct 41,President,,Donald J. Trump,REP,0,131,281,165,577
Lake,Precinct 42,President,,Donald J. Trump,REP,,,,,1788
Lake,Precinct 43,President,,Donald J. Trump,REP,,,,,1610
Lake,Precinct 44,President,,Donald J. Trump,REP,0,210,356,168,734
Lake,Precinct 45,President,,Donald J. Trump,REP,0,174,535,393,1102
Lake,Precinct 46,President,,Donald J. Trump,REP,0,149,222,262,633
Lake,Precinct 47,President,,Donald J. Trump,REP,0,393,1072,488,1953
Lake,Precinct 48,President,,Donald J. Trump,REP,,,,,1484
Lake,Precinct 49,President,,Donald J. Trump,REP,0,336,819,380,1535
Lake,Precinct 50,President,,Donald J. Trump,REP,,,,,435
Lake,Precinct 51,President,,Donald J. Trump,REP,0,54,36,186,276
Lake,Precinct 52,President,,Donald J. Trump,REP,0,574,1508,350,2432
Lake,Precinct 54,President,,Donald J. Trump,REP,,,,,769
Lake,Precinct 56,President,,Donald J. Trump,REP,0,102,133,89,324
Lake,Precinct 57.MD,President,,Donald J. Trump,REP,,,,,86
Lake,Precinct 58,President,,Donald J. Trump,REP,0,414,798,381,1593
Lake,Precinct 59,President,,Donald J. Trump,REP,0,450,671,587,1708
Lake,Precinct 60,President,,Donald J. Trump,REP,,,,,414
Lake,Precinct 61,President,,Donald J. Trump,REP,0,479,436,741,1656
Lake,Precinct 62,President,,Donald J. Trump,REP,,,,,3322
Lake,Precinct 63,President,,Donald J. Trump,REP,0,135,114,354,603
Lake,Precinct 65,President,,Donald J. Trump,REP,,,,,1498
Lake,Precinct 67,President,,Donald J. Trump,REP,,,,,2129
Lake,Precinct 68,President,,Donald J. Trump,REP,0,182,350,279,811
Lake,Precinct 69,President,,Donald J. Trump,REP,0,134,113,171,418
Lake,Precinct 70,President,,Donald J. Trump,REP,0,139,102,278,519
Lake,Precinct 71,President,,Donald J. Trump,REP,,,,,865
Lake,Precinct 72,President,,Donald J. Trump,REP,,,,,764
Lake,Precinct 73,President,,Donald J. Trump,REP,0,328,411,115,854
Lake,Precinct 74,President,,Donald J. Trump,REP,,,,,805
Lake,Precinct 75,President,,Donald J. Trump,REP,0,263,196,533,992
Lake,Precinct 76,President,,Donald J. Trump,REP,,,,,225
Lake,Precinct 77.LEE3,President,,Donald J. Trump,REP,,,,,178
Lake,Precinct 78.CLE,President,,Donald J. Trump,REP,0,614,641,524,1779
Lake,Precinct 79,President,,Donald J. Trump,REP,,,,,3047
Lake,Precinct 80,President,,Donald J. Trump,REP,,,,,1582
Lake,Precinct 81,President,,Donald J. Trump,REP,0,326,972,355,1653
Lake,Precinct 82,President,,Donald J. Trump,REP,0,279,946,332,1557
Lake,Precinct 83,President,,Donald J. Trump,REP,0,367,382,629,1378
Lake,Precinct 84,President,,Donald J. Trump,REP,,,,,2660
Lake,Precinct 85,President,,Donald J. Trump,REP,0,159,249,386,794
Lake,Precinct 86.MD,President,,Donald J. Trump,REP,,,,,681
Lake,Precinct 87.CLE,President,,Donald J. Trump,REP,,,,,825
Lake,Precinct 88,President,,Donald J. Trump,REP,0,505,1170,355,2030
Lake,Precinct 89,President,,Donald J. Trump,REP,0,677,1496,597,2770
Lake,Precinct 90,President,,Donald J. Trump,REP,0,94,360,133,587
Lake,Precinct 91,President,,Donald J. Trump,REP,,,,,1053
Lake,Precinct 92,President,,Donald J. Trump,REP,0,260,800,285,1345
Lake,Precinct 93,President,,Donald J. Trump,REP,,,,,1470
Lake,Precinct 94,President,,Donald J. Trump,REP,,,,,1711
Lake,Precinct 95,President,,Donald J. Trump,REP,,,,,1435
Lake,Precinct 96,President,,Donald J. Trump,REP,0,239,336,115,690
Lake,Precinct 97,President,,Donald J. Trump,REP,,,,,1461
Lake,Precinct 98.MD,President,,Donald J. Trump,REP,,,,,202
Lake,Precinct 99.TAV,President,,Donald J. Trump,REP,0,159,154,405,718
Lake,Precinct 100,President,,Donald J. Trump,REP,0,495,1586,534,2615
Lake,Precinct 101,President,,Donald J. Trump,REP,,,,,727
Lake,Precinct 102.CLE,President,,Donald J. Trump,REP,0,188,163,294,645
Lake,Precinct 103.LEE3,President,,Donald J. Trump,REP,,,,,888
Lake,Precinct 104.MD,President,,Donald J. Trump,REP,,,,,668
Lake,Precinct 105,President,,Donald J. Trump,REP,0,240,433,361,1034
Lake,Precinct 106.GRV,President,,Donald J. Trump,REP,,,,,902
