county,precinct,office,district,party,candidate,votes,election_day,mail,early_voting
Sarasota,231,President,,REP,Donald J. Trump,3602,693,1396,1513
Sarasota,233,President,,REP,Donald J. Trump,4172,1101,1284,1787
Sarasota,301,President,,REP,Donald J. Trump,778,231,315,232
Sarasota,303,President,,REP,Donald J. Trump,0,,,
Sarasota,305,President,,REP,Donald J. Trump,1643,293,848,502
Sarasota,307,President,,REP,Donald J. Trump,3252,583,1451,1218
Sarasota,309,President,,REP,Donald J. Trump,2042,382,585,1075
Sarasota,311,President,,REP,Donald J. Trump,4363,703,1242,2418
Sarasota,313,President,,REP,Donald J. Trump,6088,939,1897,3252
Sarasota,315,President,,REP,Donald J. Trump,920,485,242,193
Sarasota,317,President,,REP,Donald J. Trump,1386,297,356,733
Sarasota,319,President,,REP,Donald J. Trump,436,153,123,160
Sarasota,321,President,,REP,Donald J. Trump,2435,241,1202,992
Sarasota,323,President,,REP,Donald J. Trump,624,143,243,238
Sarasota,325,President,,REP,Donald J. Trump,494,141,101,252
Sarasota,327,President,,REP,Donald J. Trump,2195,347,857,991
Sarasota,329,President,,REP,Donald J. Trump,1524,262,476,786
Sarasota,331,President,,REP,Donald J. Trump,2774,446,813,1515
Sarasota,333,President,,REP,Donald J. Trump,376,163,96,117
Sarasota,335,President,,REP,Donald J. Trump,603,188,225,190
Sarasota,337,President,,REP,Donald J. Trump,454,276,117,61
Sarasota,339,President,,REP,Donald J. Trump,1506,303,498,705
Sarasota,341,President,,REP,Donald J. Trump,255,97,88,70
Sarasota,401,President,,REP,Donald J. Trump,210,65,72,73
Sarasota,403,President,,REP,Donald J. Trump,548,173,217,158
Sarasota,405,President,,REP,Donald J. Trump,2359,542,825,992
Sarasota,407,President,,REP,Donald J. Trump,1971,413,631,927
Sarasota,409,President,,REP,Donald J. Trump,2540,448,863,1229
Sarasota,411,President,,REP,Donald J. Trump,1857,426,821,610
Sarasota,413,President,,REP,Donald J. Trump,2672,583,986,1103
Sarasota,415,President,,REP,Donald J. Trump,2519,252,1056,1211
Sarasota,417,President,,REP,Donald J. Trump,4115,383,1813,1919
Sarasota,419,President,,REP,Donald J. Trump,773,236,235,302
Sarasota,421,President,,REP,Donald J. Trump,627,115,293,219
Sarasota,423,President,,REP,Donald J. Trump,1896,234,760,902
Sarasota,425,President,,REP,Donald J. Trump,785,107,262,416
Sarasota,427,President,,REP,Donald J. Trump,0,,,
Sarasota,429,President,,REP,Donald J. Trump,1051,99,440,512
Sarasota,430,President,,REP,Donald J. Trump,763,79,353,331
Sarasota,431,President,,REP,Donald J. Trump,1708,469,712,527
Sarasota,433,President,,REP,Donald J. Trump,626,127,245,254
Sarasota,435,President,,REP,Donald J. Trump,1590,528,591,471
Sarasota,437,President,,REP,Donald J. Trump,404,173,109,122
Sarasota,501,President,,REP,Donald J. Trump,1253,172,460,621
Sarasota,502,President,,REP,Donald J. Trump,1891,361,724,806
Sarasota,503,President,,REP,Donald J. Trump,247,94,93,60
Sarasota,505,President,,REP,Donald J. Trump,1032,285,359,388
Sarasota,507,President,,REP,Donald J. Trump,1919,612,674,633
Sarasota,509,President,,REP,Donald J. Trump,752,317,226,209
Sarasota,511,President,,REP,Donald J. Trump,1386,330,626,430
Sarasota,513,President,,REP,Donald J. Trump,331,121,147,63
Sarasota,515,President,,REP,Donald J. Trump,787,177,368,242
Sarasota,517,President,,REP,Donald J. Trump,1362,396,532,434
Sarasota,519,President,,REP,Donald J. Trump,1105,220,540,345
Sarasota,521,President,,REP,Donald J. Trump,600,124,300,176
Sarasota,523,President,,REP,Donald J. Trump,556,215,243,98
Sarasota,525,President,,REP,Donald J. Trump,1408,128,822,458
Sarasota,527,President,,REP,Donald J. Trump,2749,739,1079,931
Sarasota,529,President,,REP,Donald J. Trump,2102,735,595,772
Sarasota,531,President,,REP,Donald J. Trump,622,233,178,211
Sarasota,533,President,,REP,Donald J. Trump,1432,488,392,552
Sarasota,535,President,,REP,Donald J. Trump,3787,590,1711,1486
Sarasota,537,President,,REP,Donald J. Trump,2716,657,919,1140
Sarasota,539,President,,REP,Donald J. Trump,2445,240,1197,1008
Sarasota,541,President,,REP,Donald J. Trump,3315,241,1484,1590
Sarasota,543,President,,REP,Donald J. Trump,817,104,372,341
Sarasota,545,President,,REP,Donald J. Trump,2961,668,1446,847
Sarasota,101,President,,DEM,Joseph R. Biden,49,,49,
Sarasota,103,President,,DEM,Joseph R. Biden,1476,211,647,618
Sarasota,105,President,,DEM,Joseph R. Biden,2715,215,1796,704
Sarasota,106,President,,DEM,Joseph R. Biden,1178,62,781,335
Sarasota,107,President,,DEM,Joseph R. Biden,374,53,225,96
Sarasota,109,President,,DEM,Joseph R. Biden,1341,129,954,258
Sarasota,111,President,,DEM,Joseph R. Biden,486,42,325,119
Sarasota,113,President,,DEM,Joseph R. Biden,160,43,117,
Sarasota,115,President,,DEM,Joseph R. Biden,3137,523,1478,1136
Sarasota,117,President,,DEM,Joseph R. Biden,454,34,317,103
Sarasota,119,President,,DEM,Joseph R. Biden,1217,161,651,405
Sarasota,121,President,,DEM,Joseph R. Biden,1704,104,1343,257
Sarasota,123,President,,DEM,Joseph R. Biden,993,142,549,302
Sarasota,125,President,,DEM,Joseph R. Biden,1691,180,1116,395
Sarasota,127,President,,DEM,Joseph R. Biden,2865,244,1877,744
Sarasota,129,President,,DEM,Joseph R. Biden,572,51,353,168
Sarasota,131,President,,DEM,Joseph R. Biden,189,57,132,
Sarasota,133,President,,DEM,Joseph R. Biden,2200,146,1483,571
Sarasota,135,President,,DEM,Joseph R. Biden,329,37,201,91
Sarasota,201,President,,DEM,Joseph R. Biden,1909,98,1577,234
Sarasota,203,President,,DEM,Joseph R. Biden,1097,39,876,182
Sarasota,205,President,,DEM,Joseph R. Biden,379,,330,49
Sarasota,207,President,,DEM,Joseph R. Biden,439,31,318,90
Sarasota,209,President,,DEM,Joseph R. Biden,2479,131,1798,550
Sarasota,211,President,,DEM,Joseph R. Biden,617,47,479,91
Sarasota,213,President,,DEM,Joseph R. Biden,452,,413,39
Sarasota,215,President,,DEM,Joseph R. Biden,1704,178,1129,397
Sarasota,217,President,,DEM,Joseph R. Biden,435,38,293,104
Sarasota,219,President,,DEM,Joseph R. Biden,2075,158,1461,456
Sarasota,221,President,,DEM,Joseph R. Biden,2825,297,1820,708
Sarasota,223,President,,DEM,Joseph R. Biden,873,49,608,216
Sarasota,225,President,,DEM,Joseph R. Biden,570,59,368,143
Sarasota,227,President,,DEM,Joseph R. Biden,1462,99,966,397
Sarasota,229,President,,DEM,Joseph R. Biden,1314,128,854,332
Sarasota,231,President,,DEM,Joseph R. Biden,3214,242,2281,691
Sarasota,233,President,,DEM,Joseph R. Biden,2965,239,2025,701
Sarasota,301,President,,DEM,Joseph R. Biden,555,81,409,65
Sarasota,303,President,,DEM,Joseph R. Biden,0,,,
Sarasota,305,President,,DEM,Joseph R. Biden,1268,82,1046,140
Sarasota,307,President,,DEM,Joseph R. Biden,2004,77,1671,256
Sarasota,309,President,,DEM,Joseph R. Biden,1080,94,706,280
Sarasota,311,President,,DEM,Joseph R. Biden,2350,183,1434,733
Sarasota,313,President,,DEM,Joseph R. Biden,3531,267,2232,1032
Sarasota,315,President,,DEM,Joseph R. Biden,578,132,339,107
Sarasota,317,President,,DEM,Joseph R. Biden,815,101,471,243
Sarasota,319,President,,DEM,Joseph R. Biden,278,44,149,85
Sarasota,321,President,,DEM,Joseph R. Biden,1617,34,1413,170
Sarasota,323,President,,DEM,Joseph R. Biden,347,36,253,58
Sarasota,325,President,,DEM,Joseph R. Biden,149,30,75,44
Sarasota,327,President,,DEM,Joseph R. Biden,1472,104,1037,331
Sarasota,329,President,,DEM,Joseph R. Biden,914,61,571,282
Sarasota,331,President,,DEM,Joseph R. Biden,1545,128,950,467
Sarasota,333,President,,DEM,Joseph R. Biden,273,43,188,42
Sarasota,335,President,,DEM,Joseph R. Biden,370,44,254,72
Sarasota,337,President,,DEM,Joseph R. Biden,268,96,172,
Sarasota,339,President,,DEM,Joseph R. Biden,1029,73,667,289
Sarasota,341,President,,DEM,Joseph R. Biden,238,35,164,39
Sarasota,401,President,,DEM,Joseph R. Biden,163,,117,46
Sarasota,403,President,,DEM,Joseph R. Biden,490,56,352,82
Sarasota,405,President,,DEM,Joseph R. Biden,2491,222,1757,512
Sarasota,407,President,,DEM,Joseph R. Biden,1912,149,1258,505
Sarasota,409,President,,DEM,Joseph R. Biden,2033,113,1423,497
Sarasota,411,President,,DEM,Joseph R. Biden,1462,98,1077,287
Sarasota,413,President,,DEM,Joseph R. Biden,2429,175,1698,556
Sarasota,415,President,,DEM,Joseph R. Biden,2273,85,1666,522
Sarasota,417,President,,DEM,Joseph R. Biden,3756,84,2905,767
Sarasota,419,President,,DEM,Joseph R. Biden,348,41,222,85
Sarasota,421,President,,DEM,Joseph R. Biden,546,30,427,89
Sarasota,423,President,,DEM,Joseph R. Biden,2082,69,1581,432
Sarasota,425,President,,DEM,Joseph R. Biden,871,44,601,226
Sarasota,427,President,,DEM,Joseph R. Biden,0,,,
Sarasota,429,President,,DEM,Joseph R. Biden,844,,617,227
Sarasota,430,President,,DEM,Joseph R. Biden,555,,461,94
Sarasota,431,President,,DEM,Joseph R. Biden,1015,113,755,147
Sarasota,433,President,,DEM,Joseph R. Biden,482,31,388,63
Sarasota,435,President,,DEM,Joseph R. Biden,982,94,776,112
Sarasota,437,President,,DEM,Joseph R. Biden,177,31,106,40
Sarasota,501,President,,DEM,Joseph R. Biden,914,46,666,202
Sarasota,502,President,,DEM,Joseph R. Biden,1445,60,1105,280
Sarasota,503,President,,DEM,Joseph R. Biden,114,,114,
Sarasota,505,President,,DEM,Joseph R. Biden,606,68,422,116
Sarasota,507,President,,DEM,Joseph R. Biden,1220,148,855,217
Sarasota,509,President,,DEM,Joseph R. Biden,539,106,339,94
Sarasota,511,President,,DEM,Joseph R. Biden,1204,79,964,161
Sarasota,513,President,,DEM,Joseph R. Biden,381,55,292,34
Sarasota,515,President,,DEM,Joseph R. Biden,597,37,475,85
Sarasota,517,President,,DEM,Joseph R. Biden,1087,80,842,165
Sarasota,519,President,,DEM,Joseph R. Biden,1087,64,853,170
Sarasota,521,President,,DEM,Joseph R. Biden,480,33,391,56
Sarasota,523,President,,DEM,Joseph R. Biden,464,72,343,49
Sarasota,525,President,,DEM,Joseph R. Biden,1013,,921,92
Sarasota,527,President,,DEM,Joseph R. Biden,1855,182,1389,284
Sarasota,529,President,,DEM,Joseph R. Biden,1331,150,927,254
Sarasota,531,President,,DEM,Joseph R. Biden,455,58,328,69
Sarasota,533,President,,DEM,Joseph R. Biden,915,130,618,167
Sarasota,535,President,,DEM,Joseph R. Biden,2816,151,2264,401
Sarasota,537,President,,DEM,Joseph R. Biden,1678,157,1205,316
Sarasota,539,President,,DEM,Joseph R. Biden,1533,40,1295,198
Sarasota,541,President,,DEM,Joseph R. Biden,2148,40,1741,367
Sarasota,543,President,,DEM,Joseph R. Biden,523,,450,73
Sarasota,545,President,,DEM,Joseph R. Biden,1926,125,1552,249
Sarasota,101,President,,LPF,Jo Jorgensen,0,,,
Sarasota,103,President,,LPF,Jo Jorgensen,9,,,
Sarasota,105,President,,LPF,Jo Jorgensen,44,,,
Sarasota,106,President,,LPF,Jo Jorgensen,24,,,
Sarasota,107,President,,LPF,Jo Jorgensen,8,,,
Sarasota,109,President,,LPF,Jo Jorgensen,10,,,
Sarasota,111,President,,LPF,Jo Jorgensen,4,,,
Sarasota,113,President,,LPF,Jo Jorgensen,0,,,
Sarasota,115,President,,LPF,Jo Jorgensen,22,,,
Sarasota,117,President,,LPF,Jo Jorgensen,2,,,
Sarasota,119,President,,LPF,Jo Jorgensen,16,,,
Sarasota,121,President,,LPF,Jo Jorgensen,11,,,
Sarasota,123,President,,LPF,Jo Jorgensen,7,,,
Sarasota,125,President,,LPF,Jo Jorgensen,20,,,
Sarasota,127,President,,LPF,Jo Jorgensen,46,,,
Sarasota,129,President,,LPF,Jo Jorgensen,8,,,
Sarasota,131,President,,LPF,Jo Jorgensen,2,,,
Sarasota,133,President,,LPF,Jo Jorgensen,27,,,
Sarasota,135,President,,LPF,Jo Jorgensen,7,,,
Sarasota,201,President,,LPF,Jo Jorgensen,8,,,
Sarasota,203,President,,LPF,Jo Jorgensen,2,,,
Sarasota,205,President,,LPF,Jo Jorgensen,3,,,
Sarasota,207,President,,LPF,Jo Jorgensen,7,,,
Sarasota,209,President,,LPF,Jo Jorgensen,22,,,
Sarasota,211,President,,LPF,Jo Jorgensen,3,,,
Sarasota,213,President,,LPF,Jo Jorgensen,2,,,
Sarasota,215,President,,LPF,Jo Jorgensen,22,,,
Sarasota,217,President,,LPF,Jo Jorgensen,5,,,
Sarasota,219,President,,LPF,Jo Jorgensen,33,,,
Sarasota,221,President,,LPF,Jo Jorgensen,82,,35,
Sarasota,223,President,,LPF,Jo Jorgensen,12,,,
Sarasota,225,President,,LPF,Jo Jorgensen,8,,,
Sarasota,227,President,,LPF,Jo Jorgensen,28,,,
Sarasota,229,President,,LPF,Jo Jorgensen,18,,,
Sarasota,231,President,,LPF,Jo Jorgensen,40,,,
Sarasota,233,President,,LPF,Jo Jorgensen,46,,,
Sarasota,301,President,,LPF,Jo Jorgensen,4,,,
Sarasota,303,President,,LPF,Jo Jorgensen,0,,,
Sarasota,305,President,,LPF,Jo Jorgensen,10,,,
Sarasota,307,President,,LPF,Jo Jorgensen,21,,,
Sarasota,309,President,,LPF,Jo Jorgensen,33,,,
Sarasota,311,President,,LPF,Jo Jorgensen,46,,,
Sarasota,313,President,,LPF,Jo Jorgensen,60,,31,
Sarasota,315,President,,LPF,Jo Jorgensen,7,,,
Sarasota,317,President,,LPF,Jo Jorgensen,13,,,
Sarasota,319,President,,LPF,Jo Jorgensen,3,,,
Sarasota,321,President,,LPF,Jo Jorgensen,18,,,
Sarasota,323,President,,LPF,Jo Jorgensen,7,,,
Sarasota,325,President,,LPF,Jo Jorgensen,1,,,
Sarasota,327,President,,LPF,Jo Jorgensen,18,,,
Sarasota,329,President,,LPF,Jo Jorgensen,14,,,
Sarasota,331,President,,LPF,Jo Jorgensen,19,,,
Sarasota,333,President,,LPF,Jo Jorgensen,1,,,
Sarasota,335,President,,LPF,Jo Jorgensen,2,,,
Sarasota,337,President,,LPF,Jo Jorgensen,1,,,
Sarasota,339,President,,LPF,Jo Jorgensen,15,,,
Sarasota,341,President,,LPF,Jo Jorgensen,0,,,
Sarasota,401,President,,LPF,Jo Jorgensen,4,,,
Sarasota,403,President,,LPF,Jo Jorgensen,3,,,
Sarasota,405,President,,LPF,Jo Jorgensen,17,,,
Sarasota,407,President,,LPF,Jo Jorgensen,19,,,
Sarasota,409,President,,LPF,Jo Jorgensen,31,,,
Sarasota,411,President,,LPF,Jo Jorgensen,9,,,
Sarasota,413,President,,LPF,Jo Jorgensen,36,,,
Sarasota,415,President,,LPF,Jo Jorgensen,27,,,
Sarasota,417,President,,LPF,Jo Jorgensen,56,,,
Sarasota,419,President,,LPF,Jo Jorgensen,6,,,
Sarasota,421,President,,LPF,Jo Jorgensen,4,,,
Sarasota,423,President,,LPF,Jo Jorgensen,19,,,
Sarasota,425,President,,LPF,Jo Jorgensen,7,,,
Sarasota,427,President,,LPF,Jo Jorgensen,2,,,
Sarasota,429,President,,LPF,Jo Jorgensen,7,,,
Sarasota,430,President,,LPF,Jo Jorgensen,4,,,
Sarasota,431,President,,LPF,Jo Jorgensen,5,,,
Sarasota,433,President,,LPF,Jo Jorgensen,7,,,
Sarasota,435,President,,LPF,Jo Jorgensen,5,,,
Sarasota,437,President,,LPF,Jo Jorgensen,3,,,
Sarasota,501,President,,LPF,Jo Jorgensen,3,,,
Sarasota,502,President,,LPF,Jo Jorgensen,18,,,
Sarasota,503,President,,LPF,Jo Jorgensen,0,,,
Sarasota,505,President,,LPF,Jo Jorgensen,12,,,
Sarasota,507,President,,LPF,Jo Jorgensen,24,,,
Sarasota,509,President,,LPF,Jo Jorgensen,8,,,
Sarasota,511,President,,LPF,Jo Jorgensen,7,,,
Sarasota,513,President,,LPF,Jo Jorgensen,4,,,
Sarasota,515,President,,LPF,Jo Jorgensen,4,,,
Sarasota,517,President,,LPF,Jo Jorgensen,16,,,
Sarasota,519,President,,LPF,Jo Jorgensen,15,,,
Sarasota,521,President,,LPF,Jo Jorgensen,2,,,
Sarasota,523,President,,LPF,Jo Jorgensen,10,,,
Sarasota,525,President,,LPF,Jo Jorgensen,8,,,
Sarasota,527,President,,LPF,Jo Jorgensen,20,,,
Sarasota,529,President,,LPF,Jo Jorgensen,32,,,
Sarasota,531,President,,LPF,Jo Jorgensen,5,,,
Sarasota,533,President,,LPF,Jo Jorgensen,27,,,
Sarasota,535,President,,LPF,Jo Jorgensen,37,,,
Sarasota,537,President,,LPF,Jo Jorgensen,33,,,
Sarasota,539,President,,LPF,Jo Jorgensen,12,,,
Sarasota,541,President,,LPF,Jo Jorgensen,22,,,
Sarasota,543,President,,LPF,Jo Jorgensen,3,,,
Sarasota,545,President,,LPF,Jo Jorgensen,13,,,
Sarasota,101,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,103,President,,REF,"Roque ""Rocky"" De La Fuente",2,,,
Sarasota,105,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,106,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,107,President,,REF,"Roque ""Rocky"" De La Fuente",1,,,
Sarasota,109,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,111,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,113,President,,REF,"Roque ""Rocky"" De La Fuente",1,,,
Sarasota,115,President,,REF,"Roque ""Rocky"" De La Fuente",2,,,
Sarasota,117,President,,REF,"Roque ""Rocky"" De La Fuente",1,,,
Sarasota,119,President,,REF,"Roque ""Rocky"" De La Fuente",2,,,
Sarasota,121,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,123,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,125,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,127,President,,REF,"Roque ""Rocky"" De La Fuente",3,,,
Sarasota,129,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,131,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,133,President,,REF,"Roque ""Rocky"" De La Fuente",3,,,
Sarasota,135,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,201,President,,REF,"Roque ""Rocky"" De La Fuente",1,,,
Sarasota,203,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,205,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,207,President,,REF,"Roque ""Rocky"" De La Fuente",1,,,
Sarasota,209,President,,REF,"Roque ""Rocky"" De La Fuente",3,,,
Sarasota,211,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,213,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,215,President,,REF,"Roque ""Rocky"" De La Fuente",1,,,
Sarasota,217,President,,REF,"Roque ""Rocky"" De La Fuente",1,,,
Sarasota,219,President,,REF,"Roque ""Rocky"" De La Fuente",2,,,
Sarasota,221,President,,REF,"Roque ""Rocky"" De La Fuente",5,,,
Sarasota,223,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,225,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,227,President,,REF,"Roque ""Rocky"" De La Fuente",2,,,
Sarasota,229,President,,REF,"Roque ""Rocky"" De La Fuente",4,,,
Sarasota,231,President,,REF,"Roque ""Rocky"" De La Fuente",2,,,
Sarasota,233,President,,REF,"Roque ""Rocky"" De La Fuente",4,,,
Sarasota,301,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,303,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,305,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,307,President,,REF,"Roque ""Rocky"" De La Fuente",1,,,
Sarasota,309,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,311,President,,REF,"Roque ""Rocky"" De La Fuente",3,,,
Sarasota,313,President,,REF,"Roque ""Rocky"" De La Fuente",7,,,
Sarasota,315,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,317,President,,REF,"Roque ""Rocky"" De La Fuente",1,,,
Sarasota,319,President,,REF,"Roque ""Rocky"" De La Fuente",1,,,
Sarasota,321,President,,REF,"Roque ""Rocky"" De La Fuente",1,,,
Sarasota,323,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,325,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,327,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,329,President,,REF,"Roque ""Rocky"" De La Fuente",1,,,
Sarasota,331,President,,REF,"Roque ""Rocky"" De La Fuente",3,,,
Sarasota,333,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,335,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,337,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,339,President,,REF,"Roque ""Rocky"" De La Fuente",1,,,
Sarasota,341,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,401,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,403,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,405,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,407,President,,REF,"Roque ""Rocky"" De La Fuente",1,,,
Sarasota,409,President,,REF,"Roque ""Rocky"" De La Fuente",2,,,
Sarasota,411,President,,REF,"Roque ""Rocky"" De La Fuente",2,,,
Sarasota,413,President,,REF,"Roque ""Rocky"" De La Fuente",4,,,
Sarasota,415,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,417,President,,REF,"Roque ""Rocky"" De La Fuente",4,,,
Sarasota,419,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,421,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,423,President,,REF,"Roque ""Rocky"" De La Fuente",1,,,
Sarasota,425,President,,REF,"Roque ""Rocky"" De La Fuente",1,,,
Sarasota,427,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,429,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,430,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,431,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,433,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,435,President,,REF,"Roque ""Rocky"" De La Fuente",1,,,
Sarasota,437,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,501,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,502,President,,REF,"Roque ""Rocky"" De La Fuente",1,,,
Sarasota,503,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,505,President,,REF,"Roque ""Rocky"" De La Fuente",1,,,
Sarasota,507,President,,REF,"Roque ""Rocky"" De La Fuente",1,,,
Sarasota,509,President,,REF,"Roque ""Rocky"" De La Fuente",1,,,
Sarasota,511,President,,REF,"Roque ""Rocky"" De La Fuente",1,,,
Sarasota,513,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,515,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,517,President,,REF,"Roque ""Rocky"" De La Fuente",4,,,
Sarasota,519,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,521,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,523,President,,REF,"Roque ""Rocky"" De La Fuente",1,,,
Sarasota,525,President,,REF,"Roque ""Rocky"" De La Fuente",1,,,
Sarasota,527,President,,REF,"Roque ""Rocky"" De La Fuente",3,,,
Sarasota,529,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,531,President,,REF,"Roque ""Rocky"" De La Fuente",1,,,
Sarasota,533,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,535,President,,REF,"Roque ""Rocky"" De La Fuente",2,,,
Sarasota,537,President,,REF,"Roque ""Rocky"" De La Fuente",1,,,
Sarasota,539,President,,REF,"Roque ""Rocky"" De La Fuente",2,,,
Sarasota,541,President,,REF,"Roque ""Rocky"" De La Fuente",4,,,
Sarasota,543,President,,REF,"Roque ""Rocky"" De La Fuente",0,,,
Sarasota,545,President,,REF,"Roque ""Rocky"" De La Fuente",2,,,
Sarasota,101,President,,PSL,Gloria La Riva,0,,,
Sarasota,103,President,,PSL,Gloria La Riva,3,,,
Sarasota,105,President,,PSL,Gloria La Riva,2,,,
Sarasota,106,President,,PSL,Gloria La Riva,1,,,
Sarasota,107,President,,PSL,Gloria La Riva,1,,,
Sarasota,109,President,,PSL,Gloria La Riva,3,,,
Sarasota,111,President,,PSL,Gloria La Riva,2,,,
Sarasota,113,President,,PSL,Gloria La Riva,0,,,
Sarasota,115,President,,PSL,Gloria La Riva,10,,,
Sarasota,117,President,,PSL,Gloria La Riva,0,,,
Sarasota,119,President,,PSL,Gloria La Riva,3,,,
Sarasota,121,President,,PSL,Gloria La Riva,0,,,
Sarasota,123,President,,PSL,Gloria La Riva,1,,,
Sarasota,125,President,,PSL,Gloria La Riva,4,,,
Sarasota,127,President,,PSL,Gloria La Riva,3,,,
