county,precinct,office,district,candidate,party,provisional,mail,early_voting,election_day,votes
Washington,VERNON CITY HALL,President,,Jorgensen and Cohen,LPF,-,-,-,-,11
Washington,NEW HOPE-CAMPBELL PARK,President,,Jorgensen and Cohen,LPF,-,-,-,-,1
Washington,ORANGE HILL FIRE STATION,President,,Jorgensen and Cohen,LPF,-,-,-,-,5
Washington,ARMORY - CHIPLEY,President,,Jorgensen and Cohen,LPF,-,-,-,-,2
Washington,WAUSAU TOWN HALL,President,,Jorgensen and Cohen,LPF,-,-,-,-,8
Washington,EBRO CITY HALL,President,,Jorgensen and Cohen,LPF,-,-,-,-,1
Washington,GREENHEAD,President,,Jorgensen and Cohen,LPF,-,-,-,-,5
Washington,SUNNY HILLS COMMUNITY CENTER  ,President,,Jorgensen and Cohen,LPF,-,-,-,-,5
Washington,CARYVILLE TOWN HALL,President,,De La Fuente and Richardson,REF,0,0,0,0,0
Washington,FIVE POINT COMMUNITY CENTER,President,,De La Fuente and Richardson,REF,0,0,0,0,0
Washington,HINSON CROSSROADS FIRE STATION,President,,De La Fuente and Richardson,REF,-,-,-,-,1
Washington,AGRICULTURE CENTER - CHIPLEY  ,President,,De La Fuente and Richardson,REF,-,-,-,-,1
Washington,VERNON CITY HALL,President,,De La Fuente and Richardson,REF,-,-,-,-,1
Washington,NEW HOPE-CAMPBELL PARK,President,,De La Fuente and Richardson,REF,-,-,-,-,1
Washington,ORANGE HILL FIRE STATION,President,,De La Fuente and Richardson,REF,0,0,0,0,0
Washington,ARMORY - CHIPLEY,President,,De La Fuente and Richardson,REF,0,0,0,0,0
Washington,WAUSAU TOWN HALL,President,,De La Fuente and Richardson,REF,0,0,0,0,0
Washington,EBRO CITY HALL,President,,De La Fuente and Richardson,REF,0,0,0,0,0
Washington,GREENHEAD,President,,De La Fuente and Richardson,REF,-,-,-,-,1
Washington,SUNNY HILLS COMMUNITY CENTER  ,President,,De La Fuente and Richardson,REF,0,0,0,0,0
Washington,CARYVILLE TOWN HALL,President,,La Riva and Freeman,PSL,-,-,-,-,1
Washington,FIVE POINT COMMUNITY CENTER,President,,La Riva and Freeman,PSL,0,0,0,0,0
Washington,HINSON CROSSROADS FIRE STATION,President,,La Riva and Freeman,PSL,0,0,0,0,0
Washington,AGRICULTURE CENTER - CHIPLEY  ,President,,La Riva and Freeman,PSL,-,-,-,-,1
Washington,VERNON CITY HALL,President,,La Riva and Freeman,PSL,-,-,-,-,2
Washington,NEW HOPE-CAMPBELL PARK,President,,La Riva and Freeman,PSL,0,0,0,0,0
Washington,ORANGE HILL FIRE STATION,President,,La Riva and Freeman,PSL,-,-,-,-,2
Washington,ARMORY - CHIPLEY,President,,La Riva and Freeman,PSL,0,0,0,0,0
Washington,WAUSAU TOWN HALL,President,,La Riva and Freeman,PSL,-,-,-,-,1
Washington,EBRO CITY HALL,President,,La Riva and Freeman,PSL,0,0,0,0,0
Washington,GREENHEAD,President,,La Riva and Freeman,PSL,-,-,-,-,2
Washington,SUNNY HILLS COMMUNITY CENTER  ,President,,La Riva and Freeman,PSL,-,-,-,-,1
Washington,CARYVILLE TOWN HALL,President,,Hawkins and Walker,GRE,0,0,0,0,0
Washington,FIVE POINT COMMUNITY CENTER,President,,Hawkins and Walker,GRE,-,-,-,-,2
Washington,HINSON CROSSROADS FIRE STATION,President,,Hawkins and Walker,GRE,-,-,-,-,1
Washington,AGRICULTURE CENTER - CHIPLEY  ,President,,Hawkins and Walker,GRE,-,-,-,-,3
Washington,VERNON CITY HALL,President,,Hawkins and Walker,GRE,-,-,-,-,1
Washington,NEW HOPE-CAMPBELL PARK,President,,Hawkins and Walker,GRE,0,0,0,0,0
Washington,ORANGE HILL FIRE STATION,President,,Hawkins and Walker,GRE,-,-,-,-,1
Washington,ARMORY - CHIPLEY,President,,Hawkins and Walker,GRE,-,-,-,-,2
Washington,WAUSAU TOWN HALL,President,,Hawkins and Walker,GRE,0,0,0,0,0
Washington,EBRO CITY HALL,President,,Hawkins and Walker,GRE,0,0,0,0,0
Washington,GREENHEAD,President,,Hawkins and Walker,GRE,-,-,-,-,3
Washington,SUNNY HILLS COMMUNITY CENTER  ,President,,Hawkins and Walker,GRE,-,-,-,-,2
Washington,CARYVILLE TOWN HALL,President,, Blankenship and Mohr,CPF,0,0,0,0,0
Washington,FIVE POINT COMMUNITY CENTER,President,, Blankenship and Mohr,CPF,0,0,0,0,0
Washington,HINSON CROSSROADS FIRE STATION,President,, Blankenship and Mohr,CPF,0,0,0,0,0
Washington,AGRICULTURE CENTER - CHIPLEY  ,President,, Blankenship and Mohr,CPF,-,-,-,-,1
Washington,VERNON CITY HALL,President,, Blankenship and Mohr,CPF,0,0,0,0,0
Washington,NEW HOPE-CAMPBELL PARK,President,, Blankenship and Mohr,CPF,-,-,-,-,1
Washington,ORANGE HILL FIRE STATION,President,, Blankenship and Mohr,CPF,-,-,-,-,1
Washington,ARMORY - CHIPLEY,President,, Blankenship and Mohr,CPF,0,0,0,0,0
Washington,WAUSAU TOWN HALL,President,, Blankenship and Mohr,CPF,-,-,-,-,1
Washington,EBRO CITY HALL,President,, Blankenship and Mohr,CPF,0,0,0,0,0
Washington,GREENHEAD,President,, Blankenship and Mohr,CPF,0,0,0,0,0
Washington,SUNNY HILLS COMMUNITY CENTER  ,President,, Blankenship and Mohr,CPF,-,-,-,-,1
Washington,CARYVILLE TOWN HALL,President,,WRITE-IN,NON,0,0,0,0,0
Washington,FIVE POINT COMMUNITY CENTER,President,,WRITE-IN,NON,0,0,0,0,0
Washington,HINSON CROSSROADS FIRE STATION,President,,WRITE-IN,NON,0,0,0,0,0
Washington,AGRICULTURE CENTER - CHIPLEY  ,President,,WRITE-IN,NON,-,-,-,-,2
Washington,VERNON CITY HALL,President,,WRITE-IN,NON,-,-,-,-,1
Washington,NEW HOPE-CAMPBELL PARK,President,,WRITE-IN,NON,-,-,-,-,1
Washington,ORANGE HILL FIRE STATION,President,,WRITE-IN,NON,0,0,0,0,0
Washington,ARMORY - CHIPLEY,President,,WRITE-IN,NON,-,-,-,-,3
Washington,WAUSAU TOWN HALL,President,,WRITE-IN,NON,0,0,0,0,0
Washington,EBRO CITY HALL,President,,WRITE-IN,NON,0,0,0,0,0
Washington,GREENHEAD,President,,WRITE-IN,NON,-,-,-,-,1
Washington,SUNNY HILLS COMMUNITY CENTER  ,President,,WRITE-IN,NON,0,0,0,0,0
Washington,CARYVILLE TOWN HALL,U.S. House,2,Neal Dunn,REP,0,58,81,86,225
Washington,FIVE POINT COMMUNITY CENTER,U.S. House,2,Neal Dunn,REP,0,199,289,248,736
Washington,HINSON CROSSROADS FIRE STATION,U.S. House,2,Neal Dunn,REP,0,79,175,177,431
Washington,AGRICULTURE CENTER - CHIPLEY  ,U.S. House,2,Neal Dunn,REP,0,583,1427,447,2457
Washington,VERNON CITY HALL,U.S. House,2,Neal Dunn,REP,0,222,575,234,1031
Washington,NEW HOPE-CAMPBELL PARK,U.S. House,2,Neal Dunn,REP,0,73,143,98,314
Washington,ORANGE HILL FIRE STATION,U.S. House,2,Neal Dunn,REP,0,213,489,365,1067
Washington,ARMORY - CHIPLEY,U.S. House,2,Neal Dunn,REP,0,208,596,182,986
Washington,WAUSAU TOWN HALL,U.S. House,2,Neal Dunn,REP,0,158,298,263,719
Washington,EBRO CITY HALL,U.S. House,2,Neal Dunn,REP,-,-,-,-,210
Washington,GREENHEAD,U.S. House,2,Neal Dunn,REP,0,402,684,512,1598
Washington,SUNNY HILLS COMMUNITY CENTER  ,U.S. House,2,Neal Dunn,REP,0,190,310,345,845
Washington,CARYVILLE TOWN HALL,U.S. House,2,WRITE-IN,NON,-,-,-,-,21
Washington,FIVE POINT COMMUNITY CENTER,U.S. House,2,WRITE-IN,NON,-,-,-,-,11
Washington,HINSON CROSSROADS FIRE STATION,U.S. House,2,WRITE-IN,NON,-,-,-,-,10
Washington,AGRICULTURE CENTER - CHIPLEY  ,U.S. House,2,WRITE-IN,NON,-,-,-,-,77
Washington,VERNON CITY HALL,U.S. House,2,WRITE-IN,NON,-,-,-,-,50
Washington,NEW HOPE-CAMPBELL PARK,U.S. House,2,WRITE-IN,NON,-,-,-,-,63
Washington,ORANGE HILL FIRE STATION,U.S. House,2,WRITE-IN,NON,-,-,-,-,36
Washington,ARMORY - CHIPLEY,U.S. House,2,WRITE-IN,NON,-,-,-,-,48
Washington,WAUSAU TOWN HALL,U.S. House,2,WRITE-IN,NON,-,-,-,-,29
Washington,EBRO CITY HALL,U.S. House,2,WRITE-IN,NON,-,-,-,-,46
Washington,GREENHEAD,U.S. House,2,WRITE-IN,NON,-,-,-,-,28
Washington,SUNNY HILLS COMMUNITY CENTER  ,U.S. House,2,WRITE-IN,NON,-,-,-,-,38
