county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day,provisional
Hernando,1006 - Faith Evanl. Presb. CH,President,,LPF,Jo Jorgensen,18,9,2,7,0
Hernando,1008 - Ridge Manor Comm. CTR,President,,LPF,Jo Jorgensen,26,6,5,15,0
Hernando,1009 - Spring Lake United Methodist CH,President,,LPF,Jo Jorgensen,13,5,3,5,0
Hernando,1010 - Grace World Outreach CH,President,,LPF,Jo Jorgensen,24,8,4,12,0
Hernando,1012 - Deerfield Clubhouse,President,,LPF,Jo Jorgensen,17,3,4,10,0
Hernando,1014 - Brooksville Elks Lodge,President,,LPF,Jo Jorgensen,31,15,5,11,0
Hernando,1015 - Holy Cross Luth. CH,President,,LPF,Jo Jorgensen,28,12,6,10,0
Hernando,1017 - Nativity Luth. CH,President,,LPF,Jo Jorgensen,18,10,4,4,0
Hernando,1018 - High Point Comm. Clubhouse,President,,LPF,Jo Jorgensen,15,7,1,7,0
Hernando,1019 - Grace Presb. CH,President,,LPF,Jo Jorgensen,42,17,9,16,0
Hernando,1021 - Fellowship Comm. CH,President,,LPF,Jo Jorgensen,13,8,4,1,0
Hernando,1023 - Forest Oaks Luth. CH,President,,LPF,Jo Jorgensen,28,10,12,5,1
Hernando,1024 - Christian CH in the Wildwood,President,,LPF,Jo Jorgensen,57,23,15,19,0
Hernando,1025 - Brookridge Clubhouse Middle RM,President,,LPF,Jo Jorgensen,10,3,4,3,0
Hernando,1027 - St. Joan of Arc CH Parish Hall,President,,LPF,Jo Jorgensen,28,12,9,7,0
Hernando,1029 - Providence CH,President,,LPF,Jo Jorgensen,27,10,9,8,0
Hernando,1030 - Coast Guard Aux. BLDG,President,,LPF,Jo Jorgensen,6,2,0,4,0
Hernando,1031 - Hernando County Utilities DEPT,President,,LPF,Jo Jorgensen,15,7,3,5,0
Hernando,1033 - Gateway Bible CH,President,,LPF,Jo Jorgensen,27,9,7,11,0
Hernando,1034 - Northcliffe Bapt. CH Hall,President,,LPF,Jo Jorgensen,24,8,5,11,0
Hernando,1036 - Hillside Comm. Bapt. CH,President,,LPF,Jo Jorgensen,30,17,7,6,0
Hernando,1038 - Regency Oaks Clubhouse,President,,LPF,Jo Jorgensen,13,6,2,5,0
Hernando,1039 - SH Cal. CH of the Nazarene,President,,LPF,Jo Jorgensen,10,2,3,5,0
Hernando,1040 - SH United CH of Christ Hall,President,,LPF,Jo Jorgensen,40,15,7,18,0
Hernando,1042 - Family First Assembly,President,,LPF,Jo Jorgensen,18,8,5,5,0
Hernando,1044 - Sterling Hill Clubhouse North,President,,LPF,Jo Jorgensen,38,19,11,8,0
Hernando,1047 - Timber Pines Perf. Arts CTR,President,,LPF,Jo Jorgensen,7,6,0,1,0
Hernando,1048 - YMCA of Suncoast,President,,LPF,Jo Jorgensen,12,5,5,2,0
Hernando,1054 - Wellington Clubhouse,President,,LPF,Jo Jorgensen,2,1,1,0,0
Hernando,1001 - Tri-County Comm. CTR,President,,REF,"Roque ""Rocky"" De La Fuente",2,1,1,0,0
Hernando,1002 - Eden Baptist CH Fellowship HL,President,,REF,"Roque ""Rocky"" De La Fuente",1,0,0,1,0
Hernando,1004 - Jerome Brown Comm. CTR,President,,REF,"Roque ""Rocky"" De La Fuente",1,1,0,0,0
Hernando,1006 - Faith Evanl. Presb. CH,President,,REF,"Roque ""Rocky"" De La Fuente",1,1,0,0,0
Hernando,1008 - Ridge Manor Comm. CTR,President,,REF,"Roque ""Rocky"" De La Fuente",2,0,0,2,0
Hernando,1009 - Spring Lake United Methodist CH,President,,REF,"Roque ""Rocky"" De La Fuente",0,0,0,0,0
Hernando,1010 - Grace World Outreach CH,President,,REF,"Roque ""Rocky"" De La Fuente",1,1,0,0,0
Hernando,1012 - Deerfield Clubhouse,President,,REF,"Roque ""Rocky"" De La Fuente",2,1,0,1,0
Hernando,1014 - Brooksville Elks Lodge,President,,REF,"Roque ""Rocky"" De La Fuente",2,2,0,0,0
Hernando,1015 - Holy Cross Luth. CH,President,,REF,"Roque ""Rocky"" De La Fuente",3,2,0,1,0
Hernando,1017 - Nativity Luth. CH,President,,REF,"Roque ""Rocky"" De La Fuente",6,5,0,1,0
Hernando,1018 - High Point Comm. Clubhouse,President,,REF,"Roque ""Rocky"" De La Fuente",1,0,1,0,0
Hernando,1019 - Grace Presb. CH,President,,REF,"Roque ""Rocky"" De La Fuente",0,0,0,0,0
Hernando,1021 - Fellowship Comm. CH,President,,REF,"Roque ""Rocky"" De La Fuente",1,0,0,1,0
Hernando,1023 - Forest Oaks Luth. CH,President,,REF,"Roque ""Rocky"" De La Fuente",2,2,0,0,0
Hernando,1024 - Christian CH in the Wildwood,President,,REF,"Roque ""Rocky"" De La Fuente",4,3,0,1,0
Hernando,1025 - Brookridge Clubhouse Middle RM,President,,REF,"Roque ""Rocky"" De La Fuente",2,2,0,0,0
Hernando,1027 - St. Joan of Arc CH Parish Hall,President,,REF,"Roque ""Rocky"" De La Fuente",1,0,0,1,0
Hernando,1029 - Providence CH,President,,REF,"Roque ""Rocky"" De La Fuente",1,1,0,0,0
Hernando,1030 - Coast Guard Aux. BLDG,President,,REF,"Roque ""Rocky"" De La Fuente",3,2,0,1,0
Hernando,1031 - Hernando County Utilities DEPT,President,,REF,"Roque ""Rocky"" De La Fuente",1,1,0,0,0
Hernando,1033 - Gateway Bible CH,President,,REF,"Roque ""Rocky"" De La Fuente",2,1,1,0,0
Hernando,1034 - Northcliffe Bapt. CH Hall,President,,REF,"Roque ""Rocky"" De La Fuente",2,2,0,0,0
Hernando,1036 - Hillside Comm. Bapt. CH,President,,REF,"Roque ""Rocky"" De La Fuente",3,2,0,1,0
Hernando,1038 - Regency Oaks Clubhouse,President,,REF,"Roque ""Rocky"" De La Fuente",1,1,0,0,0
Hernando,1039 - SH Cal. CH of the Nazarene,President,,REF,"Roque ""Rocky"" De La Fuente",4,2,1,1,0
Hernando,1040 - SH United CH of Christ Hall,President,,REF,"Roque ""Rocky"" De La Fuente",3,3,0,0,0
Hernando,1042 - Family First Assembly,President,,REF,"Roque ""Rocky"" De La Fuente",0,0,0,0,0
Hernando,1044 - Sterling Hill Clubhouse North,President,,REF,"Roque ""Rocky"" De La Fuente",6,5,0,1,0
Hernando,1047 - Timber Pines Perf. Arts CTR,President,,REF,"Roque ""Rocky"" De La Fuente",3,3,0,0,0
Hernando,1048 - YMCA of Suncoast,President,,REF,"Roque ""Rocky"" De La Fuente",1,1,0,0,0
Hernando,1054 - Wellington Clubhouse,President,,REF,"Roque ""Rocky"" De La Fuente",0,0,0,0,0
Hernando,1001 - Tri-County Comm. CTR,President,,PSL,Gloria La Riva,0,0,0,0,0
Hernando,1002 - Eden Baptist CH Fellowship HL,President,,PSL,Gloria La Riva,0,0,0,0,0
Hernando,1004 - Jerome Brown Comm. CTR,President,,PSL,Gloria La Riva,3,2,0,1,0
Hernando,1006 - Faith Evanl. Presb. CH,President,,PSL,Gloria La Riva,2,2,0,0,0
Hernando,1008 - Ridge Manor Comm. CTR,President,,PSL,Gloria La Riva,0,0,0,0,0
Hernando,1009 - Spring Lake United Methodist CH,President,,PSL,Gloria La Riva,1,1,0,0,0
Hernando,1010 - Grace World Outreach CH,President,,PSL,Gloria La Riva,0,0,0,0,0
Hernando,1012 - Deerfield Clubhouse,President,,PSL,Gloria La Riva,3,1,1,1,0
Hernando,1014 - Brooksville Elks Lodge,President,,PSL,Gloria La Riva,5,3,1,1,0
Hernando,1015 - Holy Cross Luth. CH,President,,PSL,Gloria La Riva,3,3,0,0,0
Hernando,1017 - Nativity Luth. CH,President,,PSL,Gloria La Riva,0,0,0,0,0
Hernando,1018 - High Point Comm. Clubhouse,President,,PSL,Gloria La Riva,0,0,0,0,0
Hernando,1019 - Grace Presb. CH,President,,PSL,Gloria La Riva,3,2,0,1,0
Hernando,1021 - Fellowship Comm. CH,President,,PSL,Gloria La Riva,3,2,1,0,0
Hernando,1023 - Forest Oaks Luth. CH,President,,PSL,Gloria La Riva,0,0,0,0,0
Hernando,1024 - Christian CH in the Wildwood,President,,PSL,Gloria La Riva,3,2,0,1,0
Hernando,1025 - Brookridge Clubhouse Middle RM,President,,PSL,Gloria La Riva,0,0,0,0,0
Hernando,1027 - St. Joan of Arc CH Parish Hall,President,,PSL,Gloria La Riva,4,3,0,1,0
Hernando,1029 - Providence CH,President,,PSL,Gloria La Riva,2,1,1,0,0
Hernando,1030 - Coast Guard Aux. BLDG,President,,PSL,Gloria La Riva,0,0,0,0,0
Hernando,1031 - Hernando County Utilities DEPT,President,,PSL,Gloria La Riva,2,1,1,0,0
Hernando,1033 - Gateway Bible CH,President,,PSL,Gloria La Riva,1,0,1,0,0
Hernando,1034 - Northcliffe Bapt. CH Hall,President,,PSL,Gloria La Riva,0,0,0,0,0
Hernando,1036 - Hillside Comm. Bapt. CH,President,,PSL,Gloria La Riva,3,2,0,1,0
Hernando,1038 - Regency Oaks Clubhouse,President,,PSL,Gloria La Riva,1,0,0,1,0
Hernando,1039 - SH Cal. CH of the Nazarene,President,,PSL,Gloria La Riva,0,0,0,0,0
Hernando,1040 - SH United CH of Christ Hall,President,,PSL,Gloria La Riva,2,2,0,0,0
Hernando,1042 - Family First Assembly,President,,PSL,Gloria La Riva,0,0,0,0,0
Hernando,1044 - Sterling Hill Clubhouse North,President,,PSL,Gloria La Riva,2,2,0,0,0
Hernando,1047 - Timber Pines Perf. Arts CTR,President,,PSL,Gloria La Riva,1,0,1,0,0
Hernando,1048 - YMCA of Suncoast,President,,PSL,Gloria La Riva,0,0,0,0,0
Hernando,1054 - Wellington Clubhouse,President,,PSL,Gloria La Riva,0,0,0,0,0
Hernando,1001 - Tri-County Comm. CTR,President,,GRE,Howie Hawkins,2,1,0,1,0
Hernando,1002 - Eden Baptist CH Fellowship HL,President,,GRE,Howie Hawkins,2,1,1,0,0
Hernando,1004 - Jerome Brown Comm. CTR,President,,GRE,Howie Hawkins,12,7,2,3,0
Hernando,1006 - Faith Evanl. Presb. CH,President,,GRE,Howie Hawkins,3,1,1,1,0
Hernando,1008 - Ridge Manor Comm. CTR,President,,GRE,Howie Hawkins,5,1,0,4,0
Hernando,1009 - Spring Lake United Methodist CH,President,,GRE,Howie Hawkins,1,1,0,0,0
Hernando,1010 - Grace World Outreach CH,President,,GRE,Howie Hawkins,5,4,1,0,0
Hernando,1012 - Deerfield Clubhouse,President,,GRE,Howie Hawkins,2,0,1,1,0
Hernando,1014 - Brooksville Elks Lodge,President,,GRE,Howie Hawkins,4,4,0,0,0
Hernando,1015 - Holy Cross Luth. CH,President,,GRE,Howie Hawkins,10,7,2,1,0
Hernando,1017 - Nativity Luth. CH,President,,GRE,Howie Hawkins,7,3,2,2,0
Hernando,1018 - High Point Comm. Clubhouse,President,,GRE,Howie Hawkins,1,0,0,1,0
Hernando,1019 - Grace Presb. CH,President,,GRE,Howie Hawkins,16,6,3,7,0
Hernando,1021 - Fellowship Comm. CH,President,,GRE,Howie Hawkins,2,0,2,0,0
Hernando,1023 - Forest Oaks Luth. CH,President,,GRE,Howie Hawkins,3,2,0,1,0
Hernando,1024 - Christian CH in the Wildwood,President,,GRE,Howie Hawkins,6,3,1,2,0
Hernando,1025 - Brookridge Clubhouse Middle RM,President,,GRE,Howie Hawkins,2,1,1,0,0
Hernando,1027 - St. Joan of Arc CH Parish Hall,President,,GRE,Howie Hawkins,10,6,1,3,0
Hernando,1029 - Providence CH,President,,GRE,Howie Hawkins,4,3,0,1,0
Hernando,1030 - Coast Guard Aux. BLDG,President,,GRE,Howie Hawkins,2,1,0,1,0
Hernando,1031 - Hernando County Utilities DEPT,President,,GRE,Howie Hawkins,5,3,0,2,0
Hernando,1033 - Gateway Bible CH,President,,GRE,Howie Hawkins,3,0,0,3,0
Hernando,1034 - Northcliffe Bapt. CH Hall,President,,GRE,Howie Hawkins,3,1,0,2,0
Hernando,1036 - Hillside Comm. Bapt. CH,President,,GRE,Howie Hawkins,4,2,0,2,0
Hernando,1038 - Regency Oaks Clubhouse,President,,GRE,Howie Hawkins,1,1,0,0,0
Hernando,1039 - SH Cal. CH of the Nazarene,President,,GRE,Howie Hawkins,6,5,0,1,0
Hernando,1040 - SH United CH of Christ Hall,President,,GRE,Howie Hawkins,8,5,0,3,0
Hernando,1042 - Family First Assembly,President,,GRE,Howie Hawkins,4,3,1,0,0
Hernando,1044 - Sterling Hill Clubhouse North,President,,GRE,Howie Hawkins,9,6,2,1,0
Hernando,1047 - Timber Pines Perf. Arts CTR,President,,GRE,Howie Hawkins,1,1,0,0,0
Hernando,1048 - YMCA of Suncoast,President,,GRE,Howie Hawkins,5,0,0,5,0
Hernando,1054 - Wellington Clubhouse,President,,GRE,Howie Hawkins,3,2,0,1,0
Hernando,1001 - Tri-County Comm. CTR,President,,CPF,Don Blankenship,0,0,0,0,0
Hernando,1002 - Eden Baptist CH Fellowship HL,President,,CPF,Don Blankenship,0,0,0,0,0
Hernando,1004 - Jerome Brown Comm. CTR,President,,CPF,Don Blankenship,2,1,0,1,0
Hernando,1006 - Faith Evanl. Presb. CH,President,,CPF,Don Blankenship,1,1,0,0,0
Hernando,1008 - Ridge Manor Comm. CTR,President,,CPF,Don Blankenship,3,0,2,1,0
Hernando,1009 - Spring Lake United Methodist CH,President,,CPF,Don Blankenship,0,0,0,0,0
Hernando,1010 - Grace World Outreach CH,President,,CPF,Don Blankenship,4,2,1,1,0
Hernando,1012 - Deerfield Clubhouse,President,,CPF,Don Blankenship,2,1,0,1,0
Hernando,1014 - Brooksville Elks Lodge,President,,CPF,Don Blankenship,6,1,0,5,0
Hernando,1015 - Holy Cross Luth. CH,President,,CPF,Don Blankenship,1,0,0,1,0
Hernando,1017 - Nativity Luth. CH,President,,CPF,Don Blankenship,0,0,0,0,0
Hernando,1018 - High Point Comm. Clubhouse,President,,CPF,Don Blankenship,1,0,1,0,0
Hernando,1019 - Grace Presb. CH,President,,CPF,Don Blankenship,3,2,1,0,0
Hernando,1021 - Fellowship Comm. CH,President,,CPF,Don Blankenship,2,1,1,0,0
Hernando,1023 - Forest Oaks Luth. CH,President,,CPF,Don Blankenship,3,2,1,0,0
Hernando,1024 - Christian CH in the Wildwood,President,,CPF,Don Blankenship,2,2,0,0,0
Hernando,1025 - Brookridge Clubhouse Middle RM,President,,CPF,Don Blankenship,1,1,0,0,0
Hernando,1027 - St. Joan of Arc CH Parish Hall,President,,CPF,Don Blankenship,1,1,0,0,0
Hernando,1029 - Providence CH,President,,CPF,Don Blankenship,0,0,0,0,0
Hernando,1030 - Coast Guard Aux. BLDG,President,,CPF,Don Blankenship,0,0,0,0,0
Hernando,1031 - Hernando County Utilities DEPT,President,,CPF,Don Blankenship,0,0,0,0,0
Hernando,1033 - Gateway Bible CH,President,,CPF,Don Blankenship,0,0,0,0,0
Hernando,1034 - Northcliffe Bapt. CH Hall,President,,CPF,Don Blankenship,1,1,0,0,0
Hernando,1036 - Hillside Comm. Bapt. CH,President,,CPF,Don Blankenship,2,1,1,0,0
Hernando,1038 - Regency Oaks Clubhouse,President,,CPF,Don Blankenship,0,0,0,0,0
Hernando,1039 - SH Cal. CH of the Nazarene,President,,CPF,Don Blankenship,0,0,0,0,0
Hernando,1040 - SH United CH of Christ Hall,President,,CPF,Don Blankenship,4,3,0,1,0
Hernando,1042 - Family First Assembly,President,,CPF,Don Blankenship,1,0,1,0,0
Hernando,1044 - Sterling Hill Clubhouse North,President,,CPF,Don Blankenship,0,0,0,0,0
Hernando,1047 - Timber Pines Perf. Arts CTR,President,,CPF,Don Blankenship,0,0,0,0,0
Hernando,1048 - YMCA of Suncoast,President,,CPF,Don Blankenship,0,0,0,0,0
